num_evaluations,best
40,176847987776.47598
80,173344871370.99957
120,171438921952.81467
160,164024899774.78293
200,153976082847.58865
240,143284316749.92877
280,111313573737.90862
320,86800635273.05704
360,47055102671.70694
400,47055102671.70694
440,20070612628.361034
480,20070612628.361034
520,20070612628.361034
560,20070612628.361034
600,20070612628.361034
640,20070612628.361034
680,20070612628.361034
720,20070612628.361034
760,20070612628.361034
800,8167826088.233905
840,8167826088.233905
880,8167826088.233905
920,8167826088.233905
960,6041109403.438465
1000,3811922931.54134
1040,3811922931.54134
1080,2730591746.6107235
1120,2400464621.8947244
1160,1787236659.4120805
1200,1787236659.4120805
1240,377232065.30337113
1280,372235072.80237496
1320,372235072.80237496
1360,372235072.80237496
1400,252662334.97239235
1440,200306203.18257225
1480,193410422.95806077
1520,88299498.03071423
1560,70464160.08442296
1600,70464160.08442296
1640,20857406.64600056
1680,20857406.64600056
1720,18931331.675688937
1760,13317219.737941884
1800,13317219.737941884
1840,11248279.147315517
1880,8380845.274850911
1920,7780123.620014855
1960,7780123.620014855
2000,6642008.935572532
2040,4786082.6053071385
2080,3975400.07288688
2120,2933030.897855163
2160,374093.4882789051
2200,374093.4882789051
2240,374093.4882789051
2280,374093.4882789051
2320,374093.4882789051
2360,374093.4882789051
2400,101102.96391691566
2440,101102.96391691566
2480,101102.96391691566
2520,101102.96391691566
2560,101102.96391691566
2600,101102.96391691566
2640,101102.96391691566
2680,98358.8020511726
2720,98358.8020511726
2760,46736.58626827713
2800,37399.83134384759
2840,37399.83134384759
2880,19486.796990352836
2920,19486.796990352836
2960,7918.020462243867
3000,7918.020462243867
3040,7918.020462243867
3080,7918.020462243867
3120,7918.020462243867
3160,6796.80921657619
3200,6796.80921657619
3240,5429.798330131037
3280,5429.798330131037
3320,5373.613083422158
3360,5292.955818445506
3400,5151.414723042201
3440,5151.414723042201
3480,5117.839941699074
3520,4565.889098518705
3560,4470.17390962456
3600,4470.17390962456
3640,4404.867287502051
3680,4290.271590074785
3720,4289.891654535401
3760,4280.763606414034
3800,4229.6590028490355
3840,4207.178342178184
3880,4207.178342178184
3920,4186.846687818326
3960,4186.846687818326
4000,4182.7335934545845
4040,4174.486449247337
4080,4174.486449247337
4120,4167.873124610027
4160,4167.873124610027
4200,4163.184193261345
4240,4125.800388264153
4280,4113.66877997663
4320,4075.123499176187
4360,4075.123499176187
4400,4040.202710403856
4440,4040.202710403856
4480,4012.8018338612637
4520,4012.8018338612637
4560,3947.823228177922
4600,3947.823228177922
4640,3823.835261342209
4680,3823.835261342209
4720,3823.835261342209
4760,3823.835261342209
4800,3570.1567806003136
4840,3525.276296298197
4880,3525.276296298197
4920,3362.2865999479527
4960,3145.1463768302897
5000,2628.6718322088095
5040,1865.0047453796856
5080,1865.0047453796856
5120,1865.0047453796856
5160,1865.0047453796856
5200,1865.0047453796856
5240,1865.0047453796856
5280,1865.0047453796856
5320,1865.0047453796856
5360,1603.8993138678318
5400,1603.8993138678318
5440,1209.8262273503178
5480,1209.8262273503178
5520,1097.603451396767
5560,783.9639529267721
5600,660.3191240923235
5640,471.04261260169716
5680,467.0680912590216
5720,406.19262200158363
5760,389.65367216168517
5800,285.33484452711514
5840,243.95256201349656
5880,243.95256201349656
5920,218.82290732659538
5960,198.0630049965951
6000,148.07547886941282
6040,148.07547886941282
6080,148.07547886941282
6120,130.71569506981774
6160,130.51714887040944
6200,130.51714887040944
6240,125.12393225958631
6280,110.53362734416488
6320,110.53362734416488
6360,106.90417474868778
6400,106.05520413089714
6440,104.47832815244993
6480,102.54963106030438
6520,101.18794611728221
6560,101.02529714032794
6600,101.02529714032794
6640,100.83776530319616
6680,100.83776530319616
6720,100.71063459659322
6760,100.32313363747632
6800,100.32313363747632
6840,100.32313363747632
6880,100.31718380459134
6920,100.17368088457586
6960,100.1341038124915
7000,100.11483225451973
7040,100.11483225451973
7080,100.05207166005425
7120,100.05020613436402
7160,100.0252440201956
7200,100.01959417817615
7240,100.01364106403888
7280,100.0071689963294
7320,100.0071689963294
7360,100.00311208311952
7400,100.00186592651377
7440,100.00186592651377
7480,100.00176094099501
7520,100.00095337919304
7560,100.00095337919304
7600,100.00075101468339
7640,100.00075101468339
7680,100.00043102342771
7720,100.00024190868142
7760,100.00016768326238
7800,100.00016140222287
7840,100.00013275546989
7880,100.00013275546989
7920,100.0000686696242
7960,100.0000686696242
8000,100.0000686696242
8040,100.0000686696242
8080,100.000045228565
8120,100.00003033764297
8160,100.00002936632
8200,100.00002274665799
8240,100.0000172770402
8280,100.00001466728095
8320,100.00001002614498
8360,100.00001002614498
8400,100.00000620438506
8440,100.0000025231263
8480,100.00000227920893
8520,100.00000227920893
8560,100.00000163894204
8600,100.00000163894204
8640,100.00000163894204
8680,100.00000132796167
8720,100.00000075531457
8760,100.00000075531457
8800,100.00000075531457
8840,100.00000027071088
8880,100.00000027071088
8920,100.00000027071088
8960,100.00000023628488
9000,100.00000014266593
9040,100.00000014266593
9080,100.00000014266593
9120,100.00000005280204
9160,100.00000005280204
9200,100.00000005143863
9240,100.00000002367892
9280,100.00000002367892
9320,100.00000001351108
9360,100.00000001351108
9400,100.00000001351108
9440,100.00000000610413
9480,100.00000000409591
9520,100.00000000088711
9560,100.00000000088711
9600,100.00000000088711
9640,100.00000000088711
9680,100.00000000088711
9720,100.00000000064364
9760,100.00000000064364
9800,100.00000000049828
9840,100.00000000022045
9880,100.00000000022045
9920,100.00000000020542
9960,100.00000000011096
10000,100.00000000007404
