evaluations,best
0,6186378813.812701
1,5774049237.321676
2,5664782160.2477455
3,5259347053.187872
4,4123200068.4910374
5,3401064841.8008795
6,2742675190.213955
7,1461048878.2877789
8,1461048878.2877789
9,1461048878.2877789
10,1461048878.2877789
11,1461048878.2877789
12,1461048878.2877789
13,1461048878.2877789
14,1461048878.2877789
15,1461048878.2877789
16,1461048878.2877789
17,1461048878.2877789
18,1461048878.2877789
19,1461048878.2877789
20,1461048878.2877789
21,1190666148.8545372
22,1190666148.8545372
23,1190666148.8545372
24,1038437568.114359
25,1038437568.114359
26,1038437568.114359
27,1022562247.2459438
28,938079714.1071025
29,938079714.1071025
30,938079714.1071025
31,811472025.5998247
32,407383753.229172
33,407383753.229172
34,407383753.229172
35,407383753.229172
36,407383753.229172
37,407383753.229172
38,407383753.229172
39,393054288.1416236
40,393054288.1416236
41,393054288.1416236
42,371212022.52193075
43,338662823.3501314
44,274140388.3058383
45,215159952.33240965
46,215159952.33240965
47,215159952.33240965
48,215159952.33240965
49,215159952.33240965
50,215159952.33240965
51,215159952.33240965
52,215159952.33240965
53,212532848.33373144
54,212532848.33373144
55,178935040.80353373
56,175831853.71515793
57,175831853.71515793
58,175831853.71515793
59,175831853.71515793
60,143785075.49771947
61,142475465.13526976
62,142475465.13526976
63,88472011.6433174
64,88472011.6433174
65,88472011.6433174
66,88472011.6433174
67,88472011.6433174
68,88472011.6433174
69,76314255.77091855
70,76314255.77091855
71,76314255.77091855
72,61157736.90377942
73,61157736.90377942
74,61157736.90377942
75,61157736.90377942
76,61157736.90377942
77,61157736.90377942
78,61157736.90377942
79,61157736.90377942
80,61157736.90377942
81,46541106.087804735
82,46541106.087804735
83,44600273.47714267
84,44600273.47714267
85,33800383.72054784
86,33800383.72054784
87,33800383.72054784
88,33800383.72054784
89,33800383.72054784
90,32716720.67744736
91,28580529.846351903
92,28580529.846351903
93,28580529.846351903
94,28580529.846351903
95,28580529.846351903
96,27432668.94690947
97,27432668.94690947
98,27432668.94690947
99,27432668.94690947
100,25652528.702350523
101,20457233.136916935
102,20457233.136916935
103,20457233.136916935
104,20457233.136916935
105,20140863.312055826
106,20140863.312055826
107,20140863.312055826
108,17358470.874732967
109,17358470.874732967
110,17358470.874732967
111,15797042.559578225
112,15797042.559578225
113,15797042.559578225
114,13484809.919217438
115,13484809.919217438
116,11299150.356373169
117,11299150.356373169
118,9375847.150045292
119,9375847.150045292
120,9375847.150045292
121,9375847.150045292
122,8833690.59988986
123,8833690.59988986
124,8833690.59988986
125,8833690.59988986
126,8833690.59988986
127,8833690.59988986
128,8833690.59988986
129,8833690.59988986
130,8833690.59988986
131,8833690.59988986
132,8833690.59988986
133,8833690.59988986
134,8833690.59988986
135,8833690.59988986
136,8833690.59988986
137,7190393.215365
138,7190393.215365
139,7190393.215365
140,7190393.215365
141,6743631.574879639
142,6743631.574879639
143,5872580.196817108
144,5872580.196817108
145,5707608.025680657
146,5707608.025680657
147,5707608.025680657
148,5214888.674001356
149,4853917.187568697
150,4343586.240685986
151,4343586.240685986
152,4343586.240685986
153,4343586.240685986
154,4343586.240685986
155,4274532.428050599
156,4274532.428050599
157,4274532.428050599
158,4274532.428050599
159,4274532.428050599
160,4274532.428050599
161,3782442.604021894
162,3782442.604021894
163,3782442.604021894
164,3782442.604021894
165,3782442.604021894
166,3704752.5491778124
167,2979899.4900002847
168,2979899.4900002847
169,2840966.4836838306
170,2840966.4836838306
171,2356256.0062760543
172,2356256.0062760543
173,2356256.0062760543
174,2356256.0062760543
175,2356256.0062760543
176,2335083.358772182
177,2165265.632156159
178,2165265.632156159
179,1851826.7087576182
180,1851826.7087576182
181,1851826.7087576182
182,1851826.7087576182
183,1851826.7087576182
184,1851826.7087576182
185,1731247.11065352
186,1731247.11065352
187,1731247.11065352
188,1635950.6341957587
189,1390314.173395786
190,1390314.173395786
191,1390314.173395786
192,1390314.173395786
193,1248292.71191891
194,1248292.71191891
195,1248292.71191891
196,1248292.71191891
197,1244823.6887181913
198,1189715.4159235498
199,1161387.251948178
200,1020775.6392964682
201,1020775.6392964682
202,887678.0480972283
203,887678.0480972283
204,887678.0480972283
205,887678.0480972283
206,857586.2291144684
207,857586.2291144684
208,857586.2291144684
209,857586.2291144684
210,838945.3661908293
211,838945.3661908293
212,809345.8105390251
213,809345.8105390251
214,809345.8105390251
215,809345.8105390251
216,809345.8105390251
217,809345.8105390251
218,786286.8009717787
219,786286.8009717787
220,765425.4469317737
221,765425.4469317737
222,718484.52073296
223,621266.1712623944
224,514921.8736724643
225,514921.8736724643
226,514921.8736724643
227,514921.8736724643
228,514921.8736724643
229,514921.8736724643
230,514921.8736724643
231,509584.4553772777
232,475422.7858220395
233,449154.59521982656
234,334265.08644522814
235,334265.08644522814
236,334265.08644522814
237,334265.08644522814
238,334265.08644522814
239,334265.08644522814
240,334265.08644522814
241,334265.08644522814
242,334265.08644522814
243,334265.08644522814
244,334265.08644522814
245,334138.13163252414
246,334138.13163252414
247,334138.13163252414
248,334138.13163252414
249,334138.13163252414
250,334138.13163252414
251,334138.13163252414
252,330892.59409406094
253,291362.78554226673
254,291362.78554226673
255,291362.78554226673
256,259438.714528193
257,259438.714528193
258,250095.7338837108
259,250095.7338837108
260,250095.7338837108
261,250095.7338837108
262,250095.7338837108
263,250095.7338837108
264,217675.8434436631
265,214974.5893545528
266,182735.1568372194
267,182735.1568372194
268,157978.28839287578
269,157978.28839287578
270,157978.28839287578
271,157978.28839287578
272,157978.28839287578
273,157978.28839287578
274,153807.15637622925
275,153807.15637622925
276,134420.76277426764
277,134420.76277426764
278,134420.76277426764
279,134420.76277426764
280,134420.76277426764
281,134420.76277426764
282,134420.76277426764
283,134420.76277426764
284,134420.76277426764
285,134420.76277426764
286,112037.02040122254
287,112037.02040122254
288,112037.02040122254
289,112037.02040122254
290,112037.02040122254
291,112037.02040122254
292,100491.38084464472
293,100491.38084464472
294,100491.38084464472
295,98969.34170408097
296,98969.34170408097
297,98489.3585212784
298,95676.97053185765
299,88680.7394454773
300,88680.7394454773
301,88680.7394454773
302,88680.7394454773
303,88680.7394454773
304,85217.3989963205
305,85217.3989963205
306,85217.3989963205
307,85217.3989963205
308,82916.2735657084
309,82916.2735657084
310,82916.2735657084
311,82916.2735657084
312,82916.2735657084
313,82916.2735657084
314,82870.59899441656
315,76328.44064095196
316,76328.44064095196
317,76328.44064095196
318,76328.44064095196
319,69061.09670430973
320,69061.09670430973
321,67523.53010524866
322,67523.53010524866
323,67523.53010524866
324,67523.53010524866
325,61757.762606012184
326,61757.762606012184
327,61757.762606012184
328,53732.13673496838
329,53732.13673496838
330,52571.74131284054
331,52571.74131284054
332,52571.74131284054
333,52571.74131284054
334,52571.74131284054
335,52571.74131284054
336,50844.28851266507
337,50844.28851266507
338,50058.27554967522
339,50058.27554967522
340,49853.69721538466
341,45831.447815531945
342,45531.49095906952
343,42486.90529320274
344,42486.90529320274
345,42486.90529320274
346,42486.90529320274
347,39598.72668382356
348,39598.72668382356
349,39598.72668382356
350,38451.8606588861
351,38451.8606588861
352,38451.8606588861
353,38451.8606588861
354,38451.8606588861
355,38451.8606588861
356,38451.8606588861
357,38451.8606588861
358,38451.8606588861
359,38451.8606588861
360,36775.48609147507
361,33282.68657383319
362,33282.68657383319
363,33282.68657383319
364,33282.68657383319
365,33282.68657383319
366,33282.68657383319
367,33282.68657383319
368,32128.009716078075
369,32128.009716078075
370,32128.009716078075
371,31266.198353850494
372,31266.198353850494
373,28547.916891357458
374,28547.916891357458
375,28323.74020890586
376,27930.579944486017
377,27573.32563405128
378,27127.01004766179
379,24000.102695217913
380,24000.102695217913
381,24000.102695217913
382,24000.102695217913
383,23679.121512471
384,23679.121512471
385,23679.121512471
386,23679.121512471
387,20540.711511171754
388,19867.912839968692
389,19867.912839968692
390,19867.912839968692
391,19054.087254967406
392,19054.087254967406
393,16921.309018478867
394,16921.309018478867
395,16921.309018478867
396,16921.309018478867
397,16921.309018478867
398,16921.309018478867
399,16454.035540640758
400,16454.035540640758
401,16454.035540640758
402,14792.003398527282
403,14792.003398527282
404,14792.003398527282
405,14792.003398527282
406,13945.02243740159
407,13945.02243740159
408,13945.02243740159
409,13789.156197201943
410,13789.156197201943
411,12393.333343004231
412,10840.831909124043
413,10840.831909124043
414,10840.831909124043
415,10840.831909124043
416,10840.831909124043
417,10840.831909124043
418,10840.831909124043
419,10365.158467154553
420,10365.158467154553
421,10365.158467154553
422,10365.158467154553
423,10365.158467154553
424,10365.158467154553
425,9754.18113467277
426,8894.852399720881
427,8894.852399720881
428,8894.852399720881
429,7933.199597974287
430,7933.199597974287
431,7933.199597974287
432,7933.199597974287
433,7933.199597974287
434,6646.943835461074
435,6646.943835461074
436,6646.943835461074
437,6646.943835461074
438,6646.943835461074
439,6646.943835461074
440,6646.943835461074
441,6646.943835461074
442,6646.943835461074
443,6646.943835461074
444,6646.943835461074
445,6646.943835461074
446,6646.943835461074
