,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
2222,3.3216728311155913e+19,,,,,,,,,,,,
2315,,1.3698335856498285e+19,3.1763692403610067e+19,3.0394923204317204e+19,,,,,,,,,
2319,,1.3587755624653326e+19,3.1761797162258293e+19,3.0389001600234463e+19,,,,,,,,,
2323,3.321097252144564e+19,,,,,,,,,,,,
2400,,1.1348505929793042e+19,3.1743112067360883e+19,3.026908911755888e+19,,,,,,,,,
2416,,1.104225826785395e+19,3.1739421184418177e+19,3.024540270122789e+19,,,,,,,,,
2420,,1.0965696352369175e+19,3.1738498463682507e+19,3.024192106665076e+19,,,,,,,,,
2424,3.3205434878881575e+19,,,,,,,,,,,,
2517,,9.109069901863411e+18,3.172957408166406e+19,3.0157491428155527e+19,,,,,,,,,
2521,,9.032507986378638e+18,3.1729206065910727e+19,3.015478700494126e+19,,,,,,,,,
2525,3.319932353661264e+19,,,,,,,,,,,,
2618,,7.175881535872874e+18,3.1723487842634772e+19,3.008920474199499e+19,,,,,,,,,
2622,,7.099319620388099e+18,3.1723252039613084e+19,3.008824111984395e+19,,,,,,,,,
2626,3.319614767266663e+19,,,,,,,,,,,,
2719,,5.242693169882334e+18,3.1718364923106955e+19,3.006487328268116e+19,,,,,,,,,
2723,,5.166131254397561e+18,3.1718163392529375e+19,3.0064469456218677e+19,,,,,,,,,
2727,3.3192206282093593e+19,,,,,,,,,,,,
2800,,3.692314381315667e+18,3.171567144135333e+19,3.005669579681579e+19,3.692314381315667e+18,,,,,,,,
2820,,3.5507651508081956e+18,3.17150241813076e+19,3.0054676664503357e+19,3.692314381315667e+18,,,,,,,,
2824,,3.522455304706703e+18,3.1714894729298465e+19,3.005426872056363e+19,3.692314381315667e+18,,,,,,,,
2828,3.3187108503362482e+19,,,,,,,,,,,,
2921,,2.835941536745468e+18,3.171128313598707e+19,3.004437608002535e+19,3.692314381315667e+18,,,,,,,,
2925,,2.807631690643973e+18,3.171113420430413e+19,3.004406952116835e+19,3.692314381315667e+18,,,,,,,,
2929,3.318559605240934e+19,,,,,,,,,,,,
3022,,2.12111792268274e+18,3.1707339846478033e+19,3.0036635468886323e+19,3.692314381315667e+18,,,,,,,,
3026,,2.0928080765812454e+18,3.1707183378114073e+19,3.0036109332420346e+19,3.692314381315667e+18,,,,,,,,
3030,3.3183356753599656e+19,,,,,,,,,,,,
3103,,1.5478435391274824e+18,3.1705339345834058e+19,3.0025981205450244e+19,3.692314381315667e+18,,,,,,,,
3123,,1.4062943086200115e+18,3.1704860376410677e+19,3.0023350523120345e+19,3.6891066726186486e+18,,,,,,,,
3127,,1.3779844625185172e+18,3.1704764582525997e+19,3.0023155579645886e+19,3.6884651308792443e+18,,,,,,,,
3131,3.317896329803981e+19,,,,,,,,,,,,
3200,,8.613297711662488e+17,3.1703457621710807e+19,3.0019597861236974e+19,3.676756994135125e+18,,,,,,,,
3204,,8.549439525717824e+17,3.170338600741954e+19,3.0019402917762515e+19,3.676115452395721e+18,,,,,,,,
3224,,8.230148595994519e+17,3.170302793596332e+19,3.0018428200390214e+19,3.6749380979120937e+18,,,,,,,,
3228,,8.166290410049859e+17,3.1702956321672086e+19,3.001824415146794e+19,3.674702627015368e+18,,,,,,,,
3232,3.317273749540487e+19,,,,,,,,,,,,
3305,,6.937020330615139e+17,3.169946994619764e+19,3.0014701209714106e+19,3.6701698122534026e+18,,,,,,,,
3325,,6.617729400891832e+17,3.1698564394126356e+19,3.0013780965102735e+19,3.668983160032751e+18,,,,,,,,
3329,,6.553871214947174e+17,3.1698383283712102e+19,3.001363465791039e+19,3.668745829588622e+18,,,,,,,,
3333,3.3166680101878292e+19,,,,,,,,,,,,
3406,,5.324601135512455e+17,3.1693330291864166e+19,3.001081824445758e+19,3.66417721853912e+18,,,,,,,,
3426,,5.0053102057891494e+17,3.1692017826449125e+19,3.0010086708495802e+19,3.6638375804828017e+18,,,,,,,,
3430,,4.94145201984449e+17,3.1691755333366112e+19,3.0009937145202905e+19,3.6637696528715387e+18,,,,,,,,
3434,3.3149063474205766e+19,,,,,,,,,,,,
3507,,3.7121819404097683e+17,3.168427172731657e+19,3.000705805181464e+19,3.6624620463547156e+18,,,,,,,,
3527,,3.392891010686466e+17,3.1682327933537473e+19,3.0006310235350176e+19,3.662267966942171e+18,,,,,,,,
3531,,3.329032824741804e+17,3.168193917478164e+19,3.000620242909238e+19,3.662229151059662e+18,,,,,,,,
3535,3.314499458340124e+19,,,,,,,,,,,,
3600,,2.2274791171964054e+17,3.1671683482657677e+19,3.0004342771145564e+19,3.6615595770863826e+18,,,,,,,,
3608,,2.2037924344056522e+17,3.167049441690416e+19,3.000412715862999e+19,3.661481945321365e+18,,,,,,,,
3628,,2.144575727428769e+17,3.166752175252041e+19,3.0003588127341044e+19,3.6614197146398653e+18,,,,,,,,
3632,,2.1327323860333917e+17,3.166692721964365e+19,3.0003498843100172e+19,3.661407268503566e+18,,,,,,,,
3636,3.313477613057268e+19,,,,,,,,,,,,
3709,,1.904748064172389e+17,3.1650434158103663e+19,3.000178012146322e+19,3.6611676803797944e+18,,,,,,,,
3729,,1.8455313571955056e+17,3.1646150246015345e+19,3.0001333700258824e+19,3.6601972510702377e+18,,,,,,,,
3733,,1.8336880158001293e+17,3.164529346359769e+19,3.000122453443519e+19,3.660003165208326e+18,,,,,,,,
3737,3.311977549147912e+19,,,,,,,,,,,,
3810,,1.6057036939391264e+17,3.1626950980668477e+19,2.9999123092330107e+19,3.656267012366534e+18,,,,,,,,
3830,,1.546486986962243e+17,3.1622186699388166e+19,2.9998577263211917e+19,3.6544606561310003e+18,,,,,,,,
3834,,1.534643645566866e+17,3.1621233843132097e+19,2.9998506854867534e+19,3.654099384883895e+18,,,,,,,,
3838,3.3098983044490478e+19,,,,,,,,,,,,
3911,,1.3066593237058634e+17,3.15999446285387e+19,2.9997151494237966e+19,3.6471449133770926e+18,,,,,,,,
3931,,1.2474426167289797e+17,3.159441496241054e+19,2.9996799452516016e+19,3.6453320179630013e+18,,,,,,,,
3935,,1.2355992753336029e+17,3.1593309029184905e+19,2.9996704021678465e+19,3.6449694388801823e+18,,,,,,,,
3939,3.3077654783785755e+19,,,,,,,,,,,,
4000,,1.0431449776587307e+17,3.1574806493654823e+19,2.9995153270568292e+19,3.639077528784386e+18,,,,,,,,
4012,,1.0398092124725242e+17,3.1571390640941576e+19,2.9994866978055647e+19,3.637989791535931e+18,,,,,,,,
4032,,1.0342496038288464e+17,3.1565697553086157e+19,2.9994389823867888e+19,3.6361849922627057e+18,,,,,,,,
4036,,1.0331376821001107e+17,3.156455893551507e+19,2.999430566606609e+19,3.6358240324080604e+18,,,,,,,,
4040,3.305519031023248e+19,,,,,,,,,,,,
4113,,1.0117331888219518e+17,3.1534301664946504e+19,2.9992685628381364e+19,3.628875555206143e+18,,,,,,,,
4133,,1.0061735801782741e+17,3.1526442633629987e+19,2.9992264839372345e+19,3.627007109937581e+18,,,,,,,,
4137,,1.0050616584495387e+17,3.152487082736669e+19,2.999218314487541e+19,3.626633420883869e+18,,,,,,,,
4141,3.3037137259219296e+19,,,,,,,,,,,,
4214,,9.836571651713794e+16,3.1421709115660067e+19,2.9990610525809463e+19,3.619439906599907e+18,,,,,,,,
4234,,9.780975565277018e+16,3.1394913865866134e+19,2.99902020533248e+19,3.618416056782354e+18,,,,,,,,
4238,,9.769856347989664e+16,3.138955481590735e+19,2.999004191825993e+19,3.6182112868188426e+18,,,,,,,,
4242,3.301890163589014e+19,,,,,,,,,,,,
4315,,9.555811415208074e+16,3.138370438031017e+19,2.9986959318261055e+19,3.6142694650212613e+18,,,,,,,,
4335,,9.500215328771296e+16,3.1382184786648568e+19,2.9986158642936676e+19,3.613144375458335e+18,,,,,,,,
4339,,9.489096111483941e+16,3.1381880867916235e+19,2.9985787556682318e+19,3.61291935754575e+18,,,,,,,,
4343,3.2953014217391243e+19,,,,,,,,,,,,
4400,,9.31952804785177e+16,3.1370362277176988e+19,2.998012849130339e+19,3.6094878343788237e+18,,,,,,,,
4416,,9.308693828156923e+16,3.136734100747488e+19,2.9978644146285953e+19,3.6085877627284823e+18,,,,,,,,
4436,,9.295151053538363e+16,3.136356442034727e+19,2.997678871501417e+19,3.608376012829174e+18,,,,,,,,
4440,,9.292442498614653e+16,3.136280910292174e+19,2.9976189700768715e+19,3.608333662849312e+18,,,,,,,,
4444,3.294691372112949e+19,,,,,,,,,,,,
4517,,9.2403028163332e+16,3.136005833077305e+19,2.9964658676543648e+19,3.6075184257369733e+18,,,,,,,,
4537,,9.226760041714642e+16,3.1359343844500664e+19,2.9961663605316346e+19,3.6073053983507164e+18,,,,,,,,
4541,,9.224051486790928e+16,3.1359200947246186e+19,2.996115792875169e+19,3.607262792873466e+18,,,,,,,,
4545,3.2941388772529017e+19,,,,,,,,,,,,
4618,,9.171911804509475e+16,3.1355450922258457e+19,2.9951423654881714e+19,3.60644263743638e+18,,,,,,,,
4638,,9.158369029890915e+16,3.1354476889794114e+19,2.9948895272058335e+19,3.606255971842802e+18,,,,,,,,
4642,,9.155660474967203e+16,3.1354282083301237e+19,2.994836609812535e+19,3.6062186387240873e+18,,,,,,,,
4646,3.293502830727856e+19,,,,,,,,,,,,
4719,,9.10352079268575e+16,3.1347756868710375e+19,2.9938179499915235e+19,3.605499976188815e+18,,,,,,,,
4739,,9.089978018067192e+16,3.1346062007777686e+19,2.9935533630250283e+19,3.605346918014426e+18,,,,,,,,
4743,,9.08726946314348e+16,3.1345723035591156e+19,2.99353211114317e+19,3.6053163063795476e+18,,,,,,,,
4747,3.292866790991779e+19,,,,,,,,,,,,
4800,,9.048672555480586e+16,3.134089268988935e+19,2.993229271826689e+19,3.60488009058254e+18,,,,,,,,
4820,,9.03833506996512e+16,3.1339197831748383e+19,2.993123012417397e+19,3.6047270324081526e+18,,,,,,,,
4840,,9.027997584449658e+16,3.1337502973607408e+19,2.9930167530081067e+19,3.604640040740702e+18,,,,,,,,
4844,,9.025930087346563e+16,3.13371640019792e+19,2.9929483895843013e+19,3.6046226424072125e+18,,,,,,,,
4848,3.2928010324840366e+19,,,,,,,,,,,,
4921,,8.986130768112027e+16,3.132877207447779e+19,2.991632393676059e+19,3.604287724487529e+18,,,,,,,,
4941,,8.975793282596562e+16,3.132659235304884e+19,2.9912905765570347e+19,3.6042653291688315e+18,,,,,,,,
4945,,8.973725785493469e+16,3.1326156408763044e+19,2.9912120687575716e+19,3.6042608501050916e+18,,,,,,,,
4949,3.2927480888820163e+19,,,,,,,,,,,,
5022,,8.933926466258931e+16,3.1323206720576594e+19,2.9897007936179106e+19,3.6041746281281034e+18,,,,,,,,
5042,,8.923588980743467e+16,3.1322440567800898e+19,2.9893082546205962e+19,3.6041441380175176e+18,,,,,,,,
5046,,8.921521483640374e+16,3.1322287337245753e+19,2.989255663433723e+19,3.6041380399953997e+18,,,,,,,,
5050,3.2927077253824647e+19,,,,,,,,,,,,
5123,,8.881722164405837e+16,3.1321089845295714e+19,2.988243283086419e+19,3.604020653069639e+18,,,,,,,,
5143,,8.871384678890373e+16,3.132077880842558e+19,2.9879803271520543e+19,3.6039665260604826e+18,,,,,,,,
5147,,8.86931718178728e+16,3.132071660105154e+19,2.9879277359663735e+19,3.6039557006586527e+18,,,,,,,,
5151,3.2926673621421752e+19,,,,,,,,,,,,
5200,,8.8419228451713e+16,3.131986571796924e+19,2.987230902756105e+19,3.6038122640843873e+18,,,,,,,,
5224,,8.8419228451713e+16,3.131948041242254e+19,2.9869153556420215e+19,3.6037473116734e+18,,,,,,,,
5244,,8.8419228451713e+16,3.1319159324466954e+19,2.9866523997136183e+19,3.6036945890452905e+18,,,,,,,,
5248,,8.8419228451713e+16,3.131909510687584e+19,2.9864497659167388e+19,3.603684044519668e+18,,,,,,,,
5252,3.2924689990667395e+19,,,,,,,,,,,,
5325,,8.8419228451713e+16,3.1315484432152584e+19,2.982549065326813e+19,3.603481062401448e+18,,,,,,,,
5345,,8.8419228451713e+16,3.131454659456213e+19,2.981535896342418e+19,3.6033122983202586e+18,,,,,,,,
5349,,8.8419228451713e+16,3.1314359027044037e+19,2.981511278951316e+19,3.6032785455040205e+18,,,,,,,,
5353,3.2922362506048274e+19,,,,,,,,,,,,
5426,,8.8419228451713e+16,3.1313176156797575e+19,2.9810373941726212e+19,3.6026288037914455e+18,,,,,,,,
5446,,8.8419228451713e+16,3.1312868917772513e+19,2.980914307217116e+19,3.602597926732472e+18,,,,,,,,
5450,,8.8419228451713e+16,3.1312807469967507e+19,2.9809028723765756e+19,3.6025917513206774e+18,,,,,,,,
5454,3.291624270024743e+19,,,,,,,,,,,,
5527,,8.8419228451713e+16,3.1311624599643787e+19,2.980682751696177e+19,3.6024728746436337e+18,,,,,,,,
5547,,8.8419228451713e+16,3.131131736059866e+19,2.980625577493475e+19,3.6024465207400694e+18,,,,,,,,
5551,,8.8419228451713e+16,3.131125591278963e+19,2.980618839582503e+19,3.6024412499593564e+18,,,,,,,,
5555,3.2910122893108273e+19,,,,,,,,,,,,
5600,,8.8419228451713e+16,3.130907541223172e+19,2.9805363001730855e+19,3.602376682895625e+18,,,,,,,,
5628,,8.83989987913677e+16,3.130782941191291e+19,2.980489134796276e+19,3.6023397874306365e+18,,,,,,,,
5648,,8.838454903397818e+16,3.1306939411685196e+19,2.980455445241412e+19,3.602333712607756e+18,,,,,,,,
5652,,8.838165908250029e+16,3.1306761411639652e+19,2.9804493112431763e+19,3.60233249764318e+18,,,,,,,,
5656,3.2901570318723953e+19,,,,,,,,,,,,
5729,,8.832602751655069e+16,3.1302417013155336e+19,2.9803312317771395e+19,3.6023091095750897e+18,,,,,,,,
5749,,8.831157775916118e+16,3.13012885979646e+19,2.9803005617859625e+19,3.6023018678801956e+18,,,,,,,,
5753,,8.830868780768328e+16,3.130106291492646e+19,2.9802880943742747e+19,3.602300419541217e+18,,,,,,,,
5757,3.2901303822233915e+19,,,,,,,,,,,,
5830,,8.82530562417337e+16,3.1300759744954122e+19,2.9800480966993035e+19,3.6022725390158725e+18,,,,,,,,
5850,,8.82386064843442e+16,3.1300680999506768e+19,2.97998575964087e+19,3.602261616138069e+18,,,,,,,,
5854,,8.823571653286629e+16,3.1300665250417295e+19,2.9799825179619095e+19,3.602259431562509e+18,,,,,,,,
5858,3.2901037331064635e+19,,,,,,,,,,,,
5931,,8.81800849669167e+16,3.1300362080336536e+19,2.979920115641938e+19,3.6022173784829655e+18,,,,,,,,
5951,,8.81656352095272e+16,3.1300283334861017e+19,2.9799039072471405e+19,3.602206599703246e+18,,,,,,,,
5955,,8.81627452580493e+16,3.1300267585765917e+19,2.9798997856208294e+19,3.6022044439473024e+18,,,,,,,,
5959,3.2900770841511215e+19,,,,,,,,,,,,
6000,,8.81302333039229e+16,3.130009040826419e+19,2.9798534173248496e+19,3.6021801916929326e+18,,,,,,,,
6032,,8.81302333039229e+16,3.1299964415374078e+19,2.979820444314375e+19,3.6021629456453816e+18,,,,,,,,
6052,,8.81302333039229e+16,3.1299885669817754e+19,2.9797998361828282e+19,3.6021503490076723e+18,,,,,,,,
6056,,8.81302333039229e+16,3.1299869920706482e+19,2.979788991896862e+19,3.60214782968013e+18,,,,,,,,
6060,3.2900504352110723e+19,,,,,,,,,,,,
6133,,8.81302333039229e+16,3.1299566749667803e+19,2.9795802393920127e+19,3.6020993326249513e+18,,,,,,,,
6153,,8.81302333039229e+16,3.129948800394347e+19,2.979526017962182e+19,3.602081165085296e+18,,,,,,,,
6157,,8.81302333039229e+16,3.1299472254798606e+19,2.9795072380735885e+19,3.6020775315773645e+18,,,,,,,,
6161,3.2900237862703084e+19,,,,,,,,,,,,
6234,,8.81302333039229e+16,3.129916908384837e+19,2.9791457252181565e+19,3.602007586549688e+18,,,,,,,,
6254,,8.81302333039229e+16,3.1299090338146992e+19,2.979051825775187e+19,3.602004560927207e+18,,,,,,,,
6258,,8.81302333039229e+16,3.1299074589006717e+19,2.979019523053824e+19,3.6020039558027095e+18,,,,,,,,
6262,3.289997137350877e+19,,,,,,,,,,,,
6335,,8.81302333039229e+16,3.1298771418457125e+19,2.9783976956675863e+19,3.601992307156154e+18,,,,,,,,
6355,,8.81302333039229e+16,3.1298692672859832e+19,2.9782361820607726e+19,3.601990051118271e+18,,,,,,,,
6359,,8.81302333039229e+16,3.1298676923740373e+19,2.9782053892569846e+19,3.6019895999106954e+18,,,,,,,,
6363,3.289970488445722e+19,,,,,,,,,,,,
6400,,8.81302333039229e+16,3.1298515495879385e+19,2.977889763018163e+19,3.601984975033033e+18,,,,,,,,
6436,,8.81302333039229e+16,3.129837375434293e+19,2.977612627784076e+19,3.601980914164844e+18,,,,,,,,
6456,,8.81302333039229e+16,3.1298295009044894e+19,2.9774586637651386e+19,3.6019735173609395e+18,,,,,,,,
6460,,8.81302333039229e+16,3.1298279259985277e+19,2.9774483526523724e+19,3.601972038000158e+18,,,,,,,,
6464,3.289943839515598e+19,,,,,,,,,,,,
6537,,8.81302333039229e+16,3.12979760910691e+19,2.9772498637316067e+19,3.601943560305129e+18,,,,,,,,
6557,,8.81302333039229e+16,3.129789734589607e+19,2.9771983081677713e+19,3.601932070143551e+18,,,,,,,,
6561,,8.81302333039229e+16,3.1297881596861456e+19,2.97716077921008e+19,3.6019297721112356e+18,,,,,,,,
6565,3.289917190583464e+19,,,,,,,,,,,,
6638,,8.81302333039229e+16,3.1297578427974947e+19,2.9764383467745206e+19,3.6018855349891615e+18,,,,,,,,
6658,,8.81302333039229e+16,3.1297499682809627e+19,2.9762507019860636e+19,3.6018642408962765e+18,,,,,,,,
6662,,8.81302333039229e+16,3.1297483933776556e+19,2.976250213713639e+19,3.6018599820776996e+18,,,,,,,,
6666,3.2898905416510833e+19,,,,,,,,,,,,
6739,,8.81302333039229e+16,3.129718076489312e+19,2.9762408144694735e+19,3.6017779998200924e+18,,,,,,,,
6759,,8.81302333039229e+16,3.129710201972859e+19,2.9762383731073524e+19,3.601774277796546e+18,,,,,,,,
6763,,8.81302333039229e+16,3.1297086270695674e+19,2.9762378848350704e+19,3.6017735333918356e+18,,,,,,,,
6767,3.289863892637369e+19,,,,,,,,,,,,
6800,,8.81302333039229e+16,3.1296940592251286e+19,2.976233368316459e+19,3.6017666476482755e+18,,,,,,,,
6840,,8.805376168062931e+16,3.129678310204114e+19,2.976228485593636e+19,3.6017592036011827e+18,,,,,,,,
6860,,8.801552586898251e+16,3.129670435693606e+19,2.9762260442322256e+19,3.6017554816392443e+18,,,,,,,,
6864,,8.800787870665315e+16,3.129668860791505e+19,2.9762255559598002e+19,3.601754737246857e+18,,,,,,,,
6868,3.289837243622947e+19,,,,,,,,,,,,
6941,,8.786067083181298e+16,3.129638543901736e+19,2.9762161567156204e+19,3.601740407693398e+18,,,,,,,,
6961,,8.782243502016619e+16,3.129630669384914e+19,2.9762137153534956e+19,3.6017387989022894e+18,,,,,,,,
6965,,8.781478785783682e+16,3.129629094481549e+19,2.976213227081094e+19,3.601738477144067e+18,,,,,,,,
6969,3.289810594629801e+19,,,,,,,,,,,,
7042,,8.766757998299666e+16,3.129598777591499e+19,2.976203827837359e+19,3.601732283298298e+18,,,,,,,,
7062,,8.762934417134986e+16,3.1295909030746018e+19,2.9762013864753512e+19,3.6017306745091313e+18,,,,,,,,
7066,,8.762169700902048e+16,3.129589328171223e+19,2.9762008982029447e+19,3.601730352751298e+18,,,,,,,,
7070,3.289783945699335e+19,,,,,,,,,,,,
7143,,8.747448913418032e+16,3.129559011280926e+19,2.976191498959128e+19,3.601724158913004e+18,,,,,,,,
7163,,8.743625332253352e+16,3.129551136763965e+19,2.9761890575970976e+19,3.6017180650954404e+18,,,,,,,,
7167,,8.742860616020416e+16,3.129549561860573e+19,2.976188569324873e+19,3.6017168463319276e+18,,,,,,,,
7171,3.2897572967943836e+19,,,,,,,,,,,,
7200,,8.736551707098694e+16,3.1295365689128972e+19,2.9761845410790203e+19,3.601706791532949e+18,,,,,,,,
7244,,8.736551707098694e+16,3.1295192449826615e+19,2.97617917008455e+19,3.60169338513431e+18,,,,,,,,
7264,,8.736551707098694e+16,3.129511370468918e+19,2.9761767287234265e+19,3.6016922387661855e+18,,,,,,,,
7268,,8.736551707098694e+16,3.1295097955661705e+19,2.9761762404510654e+19,3.6016920094925604e+18,,,,,,,,
7272,3.2897306478904218e+19,,,,,,,,,,,,
7345,,8.736551707098694e+16,3.129479478697467e+19,2.9761668412081123e+19,3.60168759597528e+18,,,,,,,,
7365,,8.736551707098694e+16,3.129471604186115e+19,2.976164399846306e+19,3.601686448100259e+18,,,,,,,,
7369,,8.736551707098694e+16,3.1294700292838445e+19,2.976163911574001e+19,3.601686218525255e+18,,,,,,,,
7373,3.289703998994421e+19,,,,,,,,,,,,
7446,,8.736551707098694e+16,3.129439712411165e+19,2.9761545123321295e+19,3.601681799206423e+18,,,,,,,,
7466,,8.736551707098694e+16,3.1294318378987803e+19,2.9761520709706043e+19,3.6016806541371715e+18,,,,,,,,
7470,,8.736551707098694e+16,3.129430262996303e+19,2.9761515826982576e+19,3.601680425123321e+18,,,,,,,,
7474,3.289677350098988e+19,,,,,,,,,,,,
7547,,8.736551707098694e+16,3.129399946124553e+19,2.9761421834555843e+19,3.601676016606703e+18,,,,,,,,
7567,,8.736551707098694e+16,3.12939207161241e+19,2.9761397420938506e+19,3.601674871544449e+18,,,,,,,,
7571,,8.736551707098694e+16,3.129390496709982e+19,2.9761392538215084e+19,3.6016746425319987e+18,,,,,,,,
7575,3.289650701201678e+19,,,,,,,,,,,,
7600,,8.736551707098694e+16,3.1293790786656588e+19,2.976135713847024e+19,3.601672982191728e+18,8.736551707098694e+16,,,,,,,
7648,,8.736551707098694e+16,3.1293601798336766e+19,2.976129854578914e+19,3.601670234042317e+18,6.662447152729386e+16,,,,,,,
7668,,8.736551707098694e+16,3.1293523053203517e+19,2.9761274132172005e+19,3.601648472887129e+18,5.798236921742175e+16,,,,,,,
7672,,8.736551707098694e+16,3.129350730417686e+19,2.976126924944923e+19,3.6016441206560916e+18,5.625394875544733e+16,,,,,,,
7676,3.2896240523064127e+19,,,,,,,,,,,,
7749,,8.736551707098694e+16,3.1293204135491502e+19,2.976117525703574e+19,3.6015603402086175e+18,2.298185486243969e+16,,,,,,,
7769,,8.736551707098694e+16,3.129312539037842e+19,2.9761150843421856e+19,3.601538579062184e+18,1.4339752552567572e+16,,,,,,,
7773,,8.736551707098694e+16,3.1293109641355805e+19,2.9761145960700527e+19,3.601534226832898e+18,1.2611332090593152e+16,,,,,,,
7777,3.289597403411306e+19,,,,,,,,,,,,
7785,3.289595292607738e+19,,,,,,,,,,,,
7802,,8.736551707098694e+16,3.1292995460939067e+19,2.9761110560970932e+19,3.60150267317057e+18,80283741278586.4,,,,,,,
7850,,8.736551707098694e+16,3.1292806472663097e+19,2.976105196831505e+19,3.6014504464191304e+18,79053519180310.55,,,,,,,
7870,,8.736551707098694e+16,3.1292727727548105e+19,2.976102755470844e+19,3.601381821088406e+18,78540926639362.23,,,,,,,
7874,,8.736551707098694e+16,3.129271197852511e+19,2.976102267196696e+19,3.6013680960222597e+18,78438408131172.62,,,,,,,
7878,3.289570754516255e+19,,,,,,,,,,,,
7886,3.289568643712424e+19,,,,,,,,,,,,
7903,,8.736551707098694e+16,3.1292597798111166e+19,2.9760987272091234e+19,3.601268589292709e+18,77695148946797.56,,,,,,,
7951,,8.736551707098694e+16,3.1292408809839813e+19,2.9760928679193494e+19,3.601103888498969e+18,77304067951828.55,,,,,,,
