,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,1585851.32392043,1585851.32392043,,,,,,,,,,
404,1351808.765248418,,,,,,,,,,,,
505,1120884.1542888195,,,,,,,,,,,,
606,847438.1718538335,,,,,,,,,,,,
707,479850.9095844518,,,,,,,,,,,,
800,,1558213.10321802,1338309.296426346,1558213.10321802,,,,,,,,,
804,,1557799.3243153072,1335833.876151405,1555826.1224796667,,,,,,,,,
808,186509.20828247326,,,,,,,,,,,,
905,,1547351.4070218087,1104154.2368386192,1495554.858836243,,,,,,,,,
909,54008.909831008496,,,,,,,,,,,,
1006,,1536903.4897283104,819902.6333381045,1435283.5951928196,,,,,,,,,
1010,16444.64550445361,,,,,,,,,,,,
1107,,1526455.5724348114,469989.26537600905,1375012.3315493946,,,,,,,,,
1111,7940.9451299626135,,,,,,,,,,,,
1200,,1516835.2129467383,204905.8961244239,1319515.0293826782,,,,,,,,,
1204,,1516161.7557105622,193504.4608877965,1317128.0486443252,,,,,,,,,
1208,,1515488.2984743856,182103.02565116927,1307083.5862953726,,,,,,,,,
1212,4249.73394187667,,,,,,,,,,,,
1305,,1499156.960497106,70129.25467526406,1063505.3743332839,,,,,,,,,
1309,,1498483.5032609296,65511.77958347416,1052715.1952378412,,,,,,,,,
1313,3641.3412145699285,,,,,,,,,,,,
1406,,1482152.1652836504,37963.03395833004,791053.352173365,,,,,,,,,
1410,,1481478.7080474738,36827.00321090141,777372.4767518732,,,,,,,,,
1414,3311.5023517387594,,,,,,,,,,,,
1507,,1465147.3700701944,8450.478991743094,445611.24778069387,,,,,,,,,
1511,,1464473.9128340182,7280.313044561305,435215.6257658045,,,,,,,,,
1515,3078.6381436791767,,,,,,,,,,,,
1600,,1449489.4893290922,4383.516001370342,203913.03593451198,,,,,,,,,
1608,,1447465.5283648754,4123.129750296996,183121.79190473296,,,,,,,,,
1612,,1446453.5478827674,3992.9366247603234,178383.0820544994,,,,,,,,,
1616,3021.8512523772106,,,,,,,,,,,,
1709,,1421913.0211916494,3510.2586450987396,63469.36818633569,,,,,,,,,
1713,,1420901.040709541,3490.3543985147567,61635.69056767947,,,,,,,,,
1717,2983.7716106861258,,,,,,,,,,,,
1810,,1396360.514018423,3224.166689687021,17169.00831526651,,,,,,,,,
1814,,1395348.533536315,3213.1898769518575,16787.64163064552,,,,,,,,,
1818,2955.841520119687,,,,,,,,,,,,
1911,,1370808.0068451967,3136.624031572734,7539.499528586491,,,,,,,,,
1915,,1369796.0263630885,3133.466677124111,7458.922228142843,,,,,,,,,
1919,2917.723735474226,,,,,,,,,,,,
2000,,1348291.4411182944,3094.603694297631,5746.654593715337,,,,,,,,,
2012,,1343536.395469191,3089.1171555456576,5504.9226923843935,,,,,,,,,
2016,,1341951.380252824,3087.288309295,5462.472119238385,,,,,,,,,
2020,2857.961022147813,,,,,,,,,,,,
2113,,1303514.7612559092,3058.473799525505,4433.045720447635,,,,,,,,,
2117,,1301929.7460395414,3057.285572318515,4407.602030317219,,,,,,,,,
2121,2776.050603649259,,,,,,,,,,,,
2214,,1263493.1270426265,3024.8029530142508,3790.592544654608,,,,,,,,,
2218,,1261908.1118262599,3023.4634635584043,3778.9626664801995,,,,,,,,,
2222,2683.118618289872,,,,,,,,,,,,
2315,,1223471.4928293445,2972.9399378822873,3496.938120750815,,,,,,,,,
2319,,1221886.4776129767,2970.85649352451,3487.672973728478,,,,,,,,,
2323,2579.986469418779,,,,,,,,,,,,
2400,,1189789.9194815326,2915.3387925609977,3300.05374652616,,,,,,,,,
2416,,1180709.7966768015,2904.3723331114147,3262.993158436814,,,,,,,,,
2420,,1178439.765975619,2901.630718249019,3260.9153177188286,,,,,,,,,
2424,2480.233382104911,,,,,,,,,,,,
2517,,1123391.5214719374,2816.689543754558,3210.5276803076968,,,,,,,,,
2521,,1121121.4907707546,2813.186814909425,3208.4364717664735,,,,,,,,,
2525,2386.9170117336507,,,,,,,,,,,,
2618,,1066073.2462670736,2708.2617560163067,3157.7246646418266,,,,,,,,,
2622,,1063803.2155658905,2703.9349494640132,3154.223647161,,,,,,,,,
2626,2333.2257337766364,,,,,,,,,,,,
2719,,1008754.9710622091,2604.1703885525294,3069.3239732509583,,,,,,,,,
2723,,1006484.9403610262,2600.0563860407156,3066.2998494731,,,,,,,,,
2727,2296.995416636938,,,,,,,,,,,,
2800,,962786.8493632586,2520.7745698341737,3008.085466749326,962786.8493632586,,,,,,,,
2820,,949622.1592815985,2500.181890300007,2992.9648478600348,961346.1797036949,,,,,,,,
2824,,946989.2212652664,2496.0633543931744,2988.732067034957,961058.0457717824,,,,,,,,
2828,2273.140273504405,,,,,,,,,,,,
2921,,883140.4743692161,2407.9255462654555,2886.087132026828,954070.7979228998,,,,,,,,
2925,,880507.5363528839,2404.2909974766826,2881.5452160259533,953782.6639909873,,,,,,,,
2929,2266.1352408655966,,,,,,,,,,,,
3022,,816658.7894568335,2346.5129607959498,2771.4037530047544,946795.4161421049,,,,,,,,
3026,,814025.8514405016,2344.1303613451983,2766.9824372245453,946507.282210192,,,,,,,,
3030,2258.502104037679,,,,,,,,,,,,
3123,,750177.1045444511,2311.953622619276,2659.765529554483,939520.0343613096,,,,,,,,
3127,,747544.1665281191,2310.626746795527,2655.1820606827796,939231.9004293968,,,,,,,,
3131,2251.6428578311597,,,,,,,,,,,,
3200,,699493.0477300605,2301.265596899988,2571.533753774199,933973.4561719901,,,,,,,,
3204,,696823.8397732138,2300.752657179684,2566.9502849024966,933685.3222400779,,,,,,,,
3224,,683477.7999889804,2298.1879585781658,2544.0329405439816,894342.4436279051,,,,,,,,
3228,,680808.5920321338,2297.6750188578626,2540.3918820544263,886473.8679054703,,,,,,,,
3232,2241.6547202581482,,,,,,,,,,,,
3305,,629426.338862835,2290.9140215188722,2470.3015061304814,735003.7852486074,,,,,,,,
3325,,616080.299078601,2289.1579183139384,2452.0962136827034,687061.0264747301,,,,,,,,
3329,,613411.0911217546,2288.806697672951,2450.456848335664,677472.4747199549,,,,,,,,
3333,2225.073784055026,,,,,,,,,,,,
3406,,562028.8379524556,2282.444039216614,2418.899065405154,492892.85344052815,,,,,,,,
3426,,548682.7981682222,2280.791400656525,2410.7022386699573,443406.2818720471,,,,,,,,
3430,,546013.5902113754,2280.460872944508,2409.6374490067233,433508.9675583509,,,,,,,,
3434,2203.720787148475,,,,,,,,,,,,
