,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,871834238338.7008,871834238338.7008,,,,,,,,,,
505,664801764403.8649,,,,,,,,,,,,
606,519204320299.44904,,,,,,,,,,,,
800,,866607535791.9272,705383541945.8014,866607535791.9272,,,,,,,,,
808,494640458912.1488,,,,,,,,,,,,
905,,864380024981.5669,661690234142.6653,823225761103.7858,,,,,,,,,
1006,,862237371725.8873,516085012509.0628,781496625451.3838,,,,,,,,,
1010,492455779264.00006,,,,,,,,,,,,
1200,,858121780323.8892,492449766579.1197,701343632218.0563,,,,,,,,,
1208,,857848763688.8121,491475117262.42084,698038354146.5789,,,,,,,,,
1212,492205850950.6211,,,,,,,,,,,,
1305,,854538436988.5088,490411560032.99756,657961857529.9153,,,,,,,,,
1406,,851091601970.6667,489304144773.49506,512949971184.86444,,,,,,,,,
1410,,850955093653.1283,489260286743.4158,512464315223.7417,,,,,,,,,
1414,492187127334.7268,,,,,,,,,,,,
1600,,844470948570.059,489018786926.7442,489395657070.41516,,,,,,,,,
1608,,844034714152.3269,489008618513.4109,488424345148.16974,,,,,,,,,
1612,,843816596943.4609,489003534306.7442,488380163453.5121,,,,,,,,,
1616,492185356216.3313,,,,,,,,,,,,
1810,,833019795104.5925,488983612186.7051,486193169567.956,,,,,,,,,
1814,,832801677895.7261,488983209719.6336,486187941082.48126,,,,,,,,,
1818,492184824237.9685,,,,,,,,,,,,
1919,492183972567.35834,,,,,,,,,,,,
2000,,822659227683.4559,488981241591.33344,485944816507.9098,,,,,,,,,
2012,,821697179493.2347,488981114615.3139,485929131051.4858,,,,,,,,,
2016,,821376496763.1608,488981072289.97406,485928702187.45123,,,,,,,,,
2020,492181061405.41016,,,,,,,,,,,,
2121,492173397621.0609,,,,,,,,,,,,
2214,,805502701624.5096,488980493926.4855,485907473417.7369,,,,,,,,,
2218,,805182018894.436,488980482242.37445,485907425348.57764,,,,,,,,,
2222,492146824967.51807,,,,,,,,,,,,
2319,,797084779960.0739,488979706655.40405,485906211602.3107,,,,,,,,,
2323,492113420439.77466,,,,,,,,,,,,
2400,,790590954676.0804,488978560513.48694,485905238201.83905,,,,,,,,,
2416,,788557454132.0284,488978334115.0838,485905045925.20264,,,,,,,,,
2420,,788049078996.0153,488978277515.48267,485905033284.7991,,,,,,,,,
2525,491579968324.19507,,,,,,,,,,,,
2618,,762884509763.3711,488964413158.795,485904407584.82526,,,,,,,,,
2622,,762376134627.3582,488964133070.78094,485904379262.2135,,,,,,,,,
2719,,750048037579.0425,488905956982.4751,485903692438.8789,,,,,,,,,
2723,,749539662443.0297,488903557968.5243,485903641083.36444,,,,,,,,,
2727,486799845463.6562,,,,,,,,,,,,
2800,,739753441074.7789,488851265618.8644,485902652489.7166,739753441074.7789,,,,,,,,
2820,,736899462355.6841,488837683190.3815,485902395712.14557,733160691664.953,,,,,,,,
2824,,736328666611.8651,488834966704.6848,485902159918.1033,731842141782.9878,,,,,,,,
2828,468510752479.2773,,,,,,,,,,,,
2925,,721916074080.4353,488309875627.7236,485896206118.53345,698548757263.3665,,,,,,,,
2929,449066538129.8406,,,,,,,,,,,,
3022,,708074277292.8243,487733145255.7896,485890488113.00616,666573922625.7102,,,,,,,,
3026,,707503481549.0056,487709362560.0397,485888357040.485,665255372743.7451,,,,,,,,
3030,387157746692.25867,,,,,,,,,,,,
3127,,693090889017.5757,482991298073.585,485834547459.3248,631961988224.1235,,,,,,,,
3131,315282746378.9331,,,,,,,,,,,,
3200,,682673866692.879,479322941807.7393,485795655385.81305,607898452878.2587,,,,,,,,
3224,,680038897324.6079,478116906871.02295,485782868950.6859,599987153586.4672,,,,,,,,
3228,,679599735763.2296,477915901048.2371,485763869033.2953,598668603704.5021,,,,,,,,
3232,308493434384.2301,,,,,,,,,,,,
3305,,671145875706.6932,453445234755.152,485398120623.5252,573286518476.6718,,,,,,,,
3329,,668510906338.4224,445818014092.37213,485284121119.181,540995244567.1252,,,,,,,,
3333,302196364558.42096,,,,,,,,,,,,
3406,,660057046281.8861,419023991487.8515,484918372709.4107,437394074107.32916,,,,,,,,
3426,,657861238474.9934,412064505097.0667,484823373122.45764,435154250440.52594,,,,,,,,
3430,,657422076913.6152,410672607818.9099,484654381052.0974,434706285707.1654,,,,,,,,
3434,301602211113.52435,,,,,,,,,,,,
3531,,646333247488.8079,334794217437.39325,480387331275.502,423395176189.80975,,,,,,,,
3535,301049575339.49744,,,,,,,,,,,,
3600,,638757710555.0288,326935571220.9207,477472218061.7886,415667784539.3389,,,,,,,,
3608,,638687347253.8925,326024423833.50385,477134233921.06836,414771855072.61774,,,,,,,,
3628,,638511439001.0516,323746555364.961,476289273569.2671,414555253289.8229,,,,,,,,
3632,,638476257350.4836,323290981671.25244,475037966762.8304,414511932933.264,,,,,,,,
3636,300977704400.4576,,,,,,,,,,,,
3729,,637623102324.2058,313222343342.19275,444693776706.73773,413461414286.7096,,,,,,,,
3733,,637587920673.6376,312807141761.613,443386458623.37744,413418093930.15076,,,,,,,,
3737,300884539603.7205,,,,,,,,,,,,
3810,,636910673900.2007,311741310248.98444,418220585518.6886,412584177066.3911,,,,,,,,
3830,,636734765647.3597,311464470895.0549,411683995101.8864,412556952029.978,,,,,,,,
3834,,636699583996.7917,311409103024.2689,408158290094.0906,412551507022.69525,,,,,,,,
3838,300798904464.1807,,,,,,,,,,,,
3931,,635846428970.514,310196122584.80145,322659943655.03906,412419465596.09155,,,,,,,,
3935,,635811247319.9458,310146102772.86475,321677245140.2573,412414020588.8088,,,,,,,,
3939,300510118558.1819,,,,,,,,,,,,
4000,,635239545498.2131,309999234339.5451,305708394275.0526,412325539220.46606,,,,,,,,
4012,,635239545498.2131,309972120167.23987,302760298730.70715,412309204198.61835,,,,,,,,
4032,,635239545498.2131,309926929880.06464,297846806156.798,412306526503.40607,,,,,,,,
4036,,635239545498.2131,309917891822.6296,297445600104.4061,412305990964.3638,,,,,,,,
4040,299820504702.1337,,,,,,,,,,,,
4133,,635239545498.2131,309685314840.08704,287716353333.9031,412293004142.5847,,,,,,,,
4137,,635239545498.2131,309675724036.6832,287614401272.8306,412292468603.54224,,,,,,,,
4141,298514210629.5231,,,,,,,,,,,,
4214,,635239545498.2131,309615441564.73755,285651824097.1877,412282159476.97565,,,,,,,,
4234,,635239545498.2131,309599783779.8166,285142063791.826,412281803360.30164,,,,,,,,
4238,,635239545498.2131,309596652222.8324,285082990131.30634,412281732136.9668,,,,,,,,
4242,292639987135.7073,,,,,,,,,,,,
4335,,635239545498.2131,309211531042.0638,283650453863.70496,412280004971.09814,,,,,,,,
4339,,635239545498.2131,309195649756.25885,283633468474.72974,412279933747.7632,,,,,,,,
4343,285337887777.9293,,,,,,,,,,,,
4400,,635239545498.2131,308911791790.5997,283374441292.8554,412278847591.90784,,,,,,,,
4416,,635239545498.2131,308837337242.23004,283306499736.9539,412278562698.5687,,,,,,,,
4436,,635239545498.2131,308744269056.768,283221572792.0772,412278485002.2289,,,,,,,,
4440,,635239545498.2131,308725655419.6756,283212010102.90356,412278469462.9612,,,,,,,,
4444,271413429438.86444,,,,,,,,,,,,
4537,,635239545498.2131,305378573817.6334,282980114890.4475,412278092635.7134,,,,,,,,
4541,,635239545498.2131,305240549834.044,282977528798.24927,412278077096.4456,,,,,,,,
4545,259091988424.16434,,,,,,,,,,,,
