,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
303,,,,,,,,,,,,,
400,,9359618015.072334,9359618015.072334,,,,,,,,,,
404,7117803709.666954,,,,,,,,,,,,
505,6311683266.295109,,,,,,,,,,,,
606,5948896643.509701,,,,,,,,,,,,
703,,9161256744.77639,7588320611.614917,,,,,,,,,,
707,5738125708.722588,,,,,,,,,,,,
800,,9097754951.975376,6990993050.64059,9097754951.975376,,,,,,,,,
804,,9093732375.205849,6966360986.270514,9075180566.46003,,,,,,,,,
808,5629008567.034254,,,,,,,,,,,,
905,,8992162311.775257,6175992660.726867,8505177332.197402,,,,,,,,,
909,5552775758.574063,,,,,,,,,,,,
1006,,8890592248.34466,5818247737.823643,7935174097.934781,,,,,,,,,
1010,5513811487.444235,,,,,,,,,,,,
1103,,8793044761.683601,5617586474.079432,7387745249.187509,,,,,,,,,
1107,,8789022184.914068,5609311782.791008,7363944365.558022,,,,,,,,,
1111,5490188547.820465,,,,,,,,,,,,
1200,,8695497275.02254,5508473702.52786,6810573821.172389,,,,,,,,,
1204,,8688795125.226118,5504136580.796112,6786772937.5429,,,,,,,,,
1208,,8682092975.429705,5499799459.064363,6756027724.895399,,,,,,,,,
1212,5474054072.364281,,,,,,,,,,,,
1305,,8519565842.866647,5426590111.955238,6010456318.193486,,,,,,,,,
1309,,8512863693.0702305,5423571169.806408,5996496946.942937,,,,,,,,,
1313,5464969876.83526,,,,,,,,,,,,
1406,,8350336560.507173,5386809916.687165,5657982194.117123,,,,,,,,,
1410,,8343634410.710754,5385293988.723485,5649633507.226758,,,,,,,,,
1414,5459516750.381476,,,,,,,,,,,,
1507,,8181107278.1476965,5361902463.334726,5447177850.135392,,,,,,,,,
1511,,8174405128.351282,5360937864.349623,5442999939.032221,,,,,,,,,
1515,5453480145.796518,,,,,,,,,,,,
1600,,8025282295.381052,5346466066.286398,5350041416.986663,,,,,,,,,
1608,,8005972182.7667675,5345165230.505435,5341685594.780323,,,,,,,,,
1612,,7996317126.459621,5344514812.614952,5338672724.269334,,,,,,,,,
1616,5444890793.366378,,,,,,,,,,,,
1709,,7762182011.011408,5336261396.396272,5265610614.377884,,,,,,,,,
1713,,7752526954.704266,5335921049.33571,5264088676.011928,,,,,,,,,
1717,5416578866.095685,,,,,,,,,,,,
1810,,7518391839.25605,5331321897.125559,5227181670.63752,,,,,,,,,
1814,,7508736782.948909,5331132241.364317,5226228829.599451,,,,,,,,,
1818,5363405659.222473,,,,,,,,,,,,
1911,,7274601667.50069,5327270314.5915985,5203122434.426296,,,,,,,,,
1915,,7264946611.19355,5327111059.879322,5202495633.219006,,,,,,,,,
1919,5246328560.066976,,,,,,,,,,,,
2000,,7059776664.666762,5321467669.491198,5189176107.5640955,,,,,,,,,
2012,,7014592972.290391,5320670955.55405,5187295703.942226,,,,,,,,,
2016,,6999531741.498268,5320405384.241669,5186967120.177188,,,,,,,,,
2020,4987479711.485126,,,,,,,,,,,,
2113,,6634296894.789267,5307924015.216369,5178998963.875005,,,,,,,,,
2117,,6619235663.997141,5307409319.586458,5178755362.280693,,,,,,,,,
2121,4650249835.236568,,,,,,,,,,,,
2214,,6254000817.288138,5280783988.9991255,5172848023.618679,,,,,,,,,
2218,,6238939586.496012,5279686037.222328,5172637286.865403,,,,,,,,,
2222,3979068364.261695,,,,,,,,,,,,
2315,,5873704739.78701,5214867949.048459,5167526920.598437,,,,,,,,,
