num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,,,,,,,,,,,,,
33,,,,,,,,,,,,,
40,,46321.08968054122,46321.08968054122,,,,,,,,,,
44,,,,,,,,,,,,,
55,21823.408816164072,,,,,,,,,,,,
62,,45762.80449011136,41414.99887971867,,,,,,,,,,
66,8649.582619036733,,,,,,,,,,,,
73,,45483.6618948964,37427.62969301986,,,,,,,,,,
77,5527.408768965845,,,,,,,,,,,,
80,,45306.02569794147,34435.96414710357,45306.02569794147,,,,,,,,,
84,,45155.58163922313,32726.440978008566,44489.71058846754,,,,,,,,,
88,4459.123291081197,,,,,,,,,,,,
95,,44741.86047774774,21745.724390319985,42244.84403741425,,,,,,,,,
99,3989.925858583067,,,,,,,,,,,,
102,,44478.58337499066,13853.84710297277,40816.29259583488,,,,,,,,,
106,,44328.139316272325,9344.202938774357,39757.68522304521,,,,,,,,,
110,3674.8607509850513,,,,,,,,,,,,
113,,44064.86221351525,7631.429519203324,37905.122320663344,,,,,,,,,
117,,43914.41815479692,6652.70185087702,36211.20309899372,,,,,,,,,
120,,43801.58511075818,6203.587676463423,34940.76368274148,,,,,,,,,
121,3507.509671579274,,,,,,,,,,,,
124,,43533.51889680938,5604.7687772452955,33246.84446107186,,,,,,,,,
128,,43265.452682860596,5005.94987802717,29008.646311538556,,,,,,,,,
132,3388.044118238555,,,,,,,,,,,,
135,,42796.3368084502,4416.7644337042,21591.799549855277,,,,,,,,,
139,,42528.27059450141,4080.0870369482186,17379.514901142,,,,,,,,,
143,3261.2306581540174,,,,,,,,,,,,
146,,42059.15472009103,3764.7828249701433,10008.01676589378,,,,,,,,,
150,,41791.08850614223,3584.608989554099,8628.623123387391,,,,,,,,,
154,3139.365820582384,,,,,,,,,,,,
157,,41321.972631731864,3390.61941299248,6214.684249001209,,,,,,,,,
160,,41120.92297127029,3307.481023037502,5833.104233222161,,,,,,,,,
161,,41009.60811945807,3279.7682263858424,5705.9108946291435,,,,,,,,,
165,3019.50813229958,,,,,,,,,,,,
168,,40230.40415677266,3170.001902611992,4815.557524478029,,,,,,,,,
172,,39785.14474952386,3107.2782890269323,4607.064304734895,,,,,,,,,
176,2921.0960607269126,,,,,,,,,,,,
179,,39005.94078683846,3024.858004761961,4242.201170184411,,,,,,,,,
183,,38560.681379589645,2977.7606994676926,4090.681367220153,,,,,,,,,
187,2848.9266130504507,,,,,,,,,,,,
190,,37781.477416904236,2896.2420393336524,3825.5217120327015,,,,,,,,,
194,,37336.21800965544,2849.659947828486,3715.0743462537425,,,,,,,,,
198,2797.795223277355,,,,,,,,,,,,
200,,36668.32889878224,2783.242571898173,3549.403297585304,,,,,,,,,
201,,36507.85621316191,2772.173009243122,3521.7914561405637,,,,,,,,,
205,,35865.96547068071,2727.8947586229133,3441.7635478651187,,,,,,,,,
209,2747.043211061039,,,,,,,,,,,,
212,,34742.65667133857,2668.5116284606083,3301.7147083830896,,,,,,,,,
216,,34100.76592885732,2634.5784112250058,3209.7236375765688,,,,,,,,,
220,2671.629872026473,,,,,,,,,,,,
223,,32977.45712951518,2573.262783907639,3048.7392636651603,,,,,,,,,
227,,32335.566387033952,2538.225282583429,2979.7967153304317,,,,,,,,,
231,2596.439276277335,,,,,,,,,,,,
234,,31212.25758769182,2489.697287192849,2859.1472557446555,,,,,,,,,
238,,30570.366845210592,2461.967004112517,2783.5620482240215,,,,,,,,,
240,,30249.421473969986,2449.0590544612805,2745.7694444637045,,,,,,,,,
242,2468.9755548112294,,,,,,,,,,,,
245,,29124.887024288495,2416.7891803331913,2651.287935062917,,,,,,,,,
249,,28225.25946454329,2390.973281030718,2588.8753025038063,,,,,,,,,
253,2316.7700686826756,,,,,,,,,,,,
256,,26650.911234989224,2350.7578619134733,2479.653195525368,,,,,,,,,
260,,25751.283675244016,2327.7776224179056,2444.8513626818312,,,,,,,,,
264,2203.4898706763847,,,,,,,,,,,,
267,,24176.935445689942,2292.0902484385924,2383.948155205641,,,,,,,,,
271,,23277.30788594475,2271.697463307556,2360.0655494078496,,,,,,,,,
275,2139.996488247962,,,,,,,,,,,,
278,,21702.95965639066,2240.910136918374,2318.270989261714,,,,,,,,,
280,,21253.145876518065,2232.113757950036,2307.1155531949034,21253.145876518065,,,,,,,,
282,,20838.868565260287,2223.3173789816997,2295.9601171280947,21151.616010426365,,,,,,,,
286,2092.9800277408945,,,,,,,,,,,,
289,,19388.89797585803,2139.0584189619317,2256.9160908942595,20796.261479105426,,,,,,,,
293,,18560.343353342454,2090.91044180778,2235.7865241587233,20593.201746922026,,,,,,,,
297,2054.323875182386,,,,,,,,,,,,
300,,17110.372763940206,2017.90293378603,2198.809782371533,20237.847215601087,,,,,,,,
302,,16696.095452682417,1997.0436457798162,2187.407450740813,20136.317349509383,,,,,,,,
304,,16281.818141424643,1976.184357773602,2176.0051191100943,19994.187104772296,,,,,,,,
308,2020.5931961481099,,,,,,,,,,,,
311,,14831.847552022384,1942.4018980916394,2136.0969584025747,19496.731248192493,,,,,,,,
313,,14417.570240764593,1932.7497667539346,2127.6951680179354,19354.6010034554,,,,,,,,
315,,14003.29292950681,1923.097635416231,2119.2933776332943,19072.822114236365,,,,,,,,
319,1975.1335379577224,,,,,,,,,,,,
320,,12967.59965136234,1899.8857790309953,2098.288901671695,18368.37489118878,,,,,,,,
322,,12757.94331185156,1890.6010364769015,2089.8871112870547,18086.596001969745,,,,,,,,
324,,12548.286972340778,1881.316293922807,2083.9902267586685,17804.8171127507,,,,,,,,
326,,12338.63063283,1872.031551368713,2078.0933422302805,16771.133697678815,,,,,,,,
330,1933.6589606914852,,,,,,,,,,,,
333,,11604.833444542259,1849.135973778906,2057.454246380928,13153.241744927154,,,,,,,,
335,,11395.177105031478,1842.5943801818185,2050.2749819880564,12119.558329855256,,,,,,,,
337,,11185.520765520696,1836.0527865847303,2043.0957175951844,11026.216502850282,,,,,,,,
341,1892.9569784967614,,,,,,,,,,,,
344,,10451.723577232966,1794.7756873841013,2017.968292220132,7199.520108332871,,,,,,,,
346,,10242.067237722184,1782.9822304696345,2009.7805535776629,6106.178281327898,,,,,,,,
348,,10032.410898211401,1771.1887735551695,2001.5928149351935,5786.118564149871,,,,,,,,
352,1852.5663302197695,,,,,,,,,,,,
355,,9298.613709923664,1732.9068978621071,1972.9357296865503,4665.909554026781,,,,,,,,
357,,9088.957370412883,1721.9692190926608,1962.247960774071,4345.849836848756,,,,,,,,
359,,8879.301030902101,1711.0315403232144,1951.5601918615907,4204.688760986555,,,,,,,,
360,,8774.47286114671,1708.1507050017165,1946.2163074053515,4134.108223055456,,,,,,,,
363,1804.0022830043135,,,,,,,,,,,,
366,,8316.97255032594,1690.8656930727323,1914.1530006679127,3710.624995468856,,,,,,,,
368,,8164.472446719015,1685.1040224297376,1896.518333584384,3569.463919606655,,,,,,,,
370,,8011.972343112089,1679.3423517867427,1878.8836665008557,3484.410391747161,,,,,,,,
374,1790.1588864914163,,,,,,,,,,,,
377,,7478.221980487857,1657.615773362926,1817.1623317085034,3186.72304423893,,,,,,,,
379,,7325.721876880931,1651.4081795275497,1807.4226193805598,3101.6695163794343,,,,,,,,
381,,7173.22177327401,1645.2005856921724,1797.6829070526157,3053.0479440411877,,,,,,,,
385,1771.54826964739,,,,,,,,,,,,
388,,6639.471410649775,1618.0661429980296,1763.593913904812,2882.8724408573244,,,,,,,,
390,,6486.971307042852,1610.3134450854168,1756.8205111578732,2834.250868519078,,,,,,,,
392,,6334.471203435928,1602.560747172805,1750.0471084109345,2797.1254455818626,,,,,,,,
396,1751.6946052004694,,,,,,,,,,,,
399,,5800.720840811692,1582.7227701159673,1726.340198796649,2667.1864653016055,,,,,,,,
400,,5724.470789008229,1579.8887733935617,1723.4591506346956,2648.6237538329983,,,,,,,,
401,,5688.955400845989,1577.0547766711566,1720.578102472741,2630.06104236439,,,,,,,,
