num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,,,,,,,,,,,,,
33,,,,,,,,,,,,,
40,,2853.1360583519527,2853.1360583519527,,,,,,,,,,
44,,,,,,,,,,,,,
55,1380.9956249663949,,,,,,,,,,,,
62,,2541.6517552397377,2469.8545103896327,,,,,,,,,,
66,974.9813634069204,,,,,,,,,,,,
73,,2385.90960368363,1997.9242576522986,,,,,,,,,,
77,708.2451104274346,,,,,,,,,,,,
80,,2286.800961784288,1573.6385066049447,2286.800961784288,,,,,,,,,
84,,2235.3562941529,1331.189506006457,2242.0116682534513,,,,,,,,,
88,542.6460455321196,,,,,,,,,,,,
95,,2093.883458166579,969.0041974651292,2118.8411110436496,,,,,,,,,
99,392.9722119132962,,,,,,,,,,,,
102,,2003.8552898116477,783.9166377888157,2040.4598473646852,,,,,,,,,
106,,1952.4106221802595,678.1523179737794,1919.0998406836743,,,,,,,,,
110,289.8236922580452,,,,,,,,,,,,
113,,1862.382453825328,569.0708756937302,1706.7198289919045,,,,,,,,,
117,,1810.9377861939388,506.73862296227395,1498.5757732451707,,,,,,,,,
120,,1772.3542854703962,467.40985483408934,1342.46773143512,,,,,,,,,
121,202.85065573623436,,,,,,,,,,,,
124,,1717.3051477555478,414.9714973298429,1134.3236756883855,,,,,,,,,
128,,1662.2560100406981,362.53313982559644,1026.6418347548276,,,,,,,,,
132,87.25235941853596,,,,,,,,,,,,
135,,1565.920019039713,274.95657807790883,838.1986131211011,,,,,,,,,
139,,1510.8708813248636,224.9128285078016,744.6672020199978,,,,,,,,,
143,-11.399046634966552,,,,,,,,,,,,
146,,1414.5348903238776,154.13305181233946,580.9872325930676,,,,,,,,,
150,,1359.485752609029,113.68746512921818,509.67507339429613,,,,,,,,,
154,-106.26439030604786,,,,,,,,,,,,
157,,1263.1497616080433,54.48695686861581,384.87879479644636,,,,,,,,,
160,,1221.8629083219064,29.115310471214755,347.60141425017287,,,,,,,,,
161,,1215.7352435574235,20.658095005414424,335.1756207347483,,,,,,,,,
165,-189.19488581615428,,,,,,,,,,,,
168,,1172.8415902060435,-30.38946089810866,248.19506612677628,,,,,,,,,
172,,1148.3309311481119,-59.559492842979026,208.40917030611226,,,,,,,,,
176,-249.3893479073313,,,,,,,,,,,,
179,,1105.4372777967317,-103.98170809663887,138.78385261995007,,,,,,,,,
183,,1080.9266187387998,-129.36583109873018,103.8699142082853,,,,,,,,,
187,-301.29151062416156,,,,,,,,,,,,
190,,1038.03296538742,-175.78354321912025,42.77052198787207,,,,,,,,,
194,,1013.5223063294882,-202.30795014505736,2.5459357756119996,,,,,,,,,
198,-351.59068224610246,,,,,,,,,,,,
200,,976.7563177425909,-239.1461348721149,-57.7909435427781,,,,,,,,,
201,,969.5773750672898,-245.2858323266245,-67.84709009584314,,,,,,,,,
205,,940.861604366086,-269.8446221446629,-95.48189688639164,,,,,,,,,
209,-405.8258590639881,,,,,,,,,,,,
212,,890.6090056389793,-305.64515151849,-143.8428087698515,,,,,,,,,
216,,861.8932349377751,-326.1025968749628,-164.97222473486352,,,,,,,,,
220,-432.68002843712,,,,,,,,,,,,
223,,811.6406362106685,-347.03820575725666,-201.9487026736345,,,,,,,,,
227,,782.9248655094648,-359.0014108328533,-226.31428679699772,,,,,,,,,
231,-452.89163409706134,,,,,,,,,,,,
234,,732.6722667823582,-379.2714110494368,-268.9540590128834,,,,,,,,,
238,,703.9564960811542,-390.8542683160559,-283.0393778229912,,,,,,,,,
240,,689.5986107305522,-396.90258470157625,-290.0820372280452,,,,,,,,,
242,-476.0040957041463,,,,,,,,,,,,
245,,667.5573089866174,-412.02337566537716,-307.68868574067983,,,,,,,,,
249,,649.9242675914695,-424.12000843641783,-324.49021972795924,,,,,,,,,
253,-490.12996090255655,,,,,,,,,,,,
256,,619.0664451499607,-441.5343401381708,-353.8929042056985,,,,,,,,,
260,,601.4334037548128,-451.4853868248866,-371.9026275530302,,,,,,,,,
264,-498.75323045205914,,,,,,,,,,,,
267,,570.5755813133039,-473.1742826917504,-403.41964341086043,,,,,,,,,
271,,552.9425399181562,-485.56793747281534,-416.6633084528756,,,,,,,,,
275,-502.99557074054553,,,,,,,,,,,,
278,,522.084717476647,-505.15171691870705,-439.83972227640186,,,,,,,,,
280,,513.2681967790735,-510.74708247467606,-448.43865097407206,513.2681967790735,,,,,,,,
282,,507.43776353265343,-516.3424480306453,-457.03757967174226,490.1585699293235,,,,,,,,
286,-505.5418013159903,,,,,,,,,,,,
289,,487.0312471701836,-524.995494482342,-487.1338301135882,409.2748759551985,,,,,,,,
293,,475.37038067734363,-529.9400924547401,-495.1847891867562,363.0556222556988,,,,,,,,
297,-507.3591043733299,,,,,,,,,,,,
300,,454.96386431487366,-536.2835719463062,-509.2739675648003,282.17192828157386,,,,,,,,
302,,449.1334310684539,-538.0959946581823,-511.78699546125097,259.0623014318239,,,,,,,,
304,,443.3029978220339,-539.9084173700585,-514.3000233577022,233.642549268932,,,,,,,,
308,-509.3523974970804,,,,,,,,,,,,
311,,422.89648145956414,-544.0928963315721,-523.0956209952807,144.67341669880972,,,,,,,,
313,,417.0660482131441,-545.2884617491474,-525.260625687411,119.25366453591774,,,,,,,,
315,,411.23561496672437,-546.4840271667229,-527.4256303795412,84.2505494739408,,,,,,,,
319,-510.77270833817107,,,,,,,,,,,,
320,,396.6595318506742,-550.502476556839,-532.8381421098665,-3.257238181001486,,,,,,,,
322,,392.88613430869344,-552.1098563128857,-535.0031468019964,-38.260353242978404,,,,,,,,
324,,389.11273676671277,-553.7172360689319,-536.5408470400673,-73.26346830495532,,,,,,,,
326,,385.33933922473193,-555.3246158249789,-538.0785472781381,-93.67931723366151,,,,,,,,
330,-512.0035910771294,,,,,,,,,,,,
333,,372.1324478277992,-559.9244281952144,-543.4604981113861,-165.1347884841333,,,,,,,,
335,,368.3590502858184,-561.238660300996,-545.4746646490063,-185.55063741283945,,,,,,,,
337,,364.5856527438377,-562.5528924067777,-547.4888311866263,-201.42211792514303,,,,,,,,
341,-513.6804678031837,,,,,,,,,,,,
344,,351.3787613469051,-564.0900789432094,-554.5384140682972,-256.9722997182054,,,,,,,,
346,,347.60536380492414,-564.5292750964757,-555.7806921433032,-272.8437802305091,,,,,,,,
348,,343.83196626294347,-564.9684712497419,-557.0229702183092,-282.83154691758347,,,,,,,,
352,-516.3514282669978,,,,,,,,,,,,
355,,330.6250748660108,-565.5913811488728,-561.3709434808301,-317.7887303223439,,,,,,,,
357,,326.85167732403005,-565.7693554057671,-562.2402960993788,-327.7764970094184,,,,,,,,
359,,323.07827978204926,-565.9473296626618,-563.1096487179275,-335.32144688809234,,,,,,,,
360,,321.1915810110588,-566.0348365772024,-563.5443250272019,-339.0939218274293,,,,,,,,
363,-519.2169825483479,,,,,,,,,,,,
366,,309.60406842420446,-566.5598780644463,-566.1523828828479,-361.7287714634513,,,,,,,,
368,,305.7415642285863,-566.7348918935276,-566.7073011153174,-369.2737213421252,,,,,,,,
370,,301.8790600329682,-566.9099057226088,-567.2622193477866,-374.2384196523493,,,,,,,,
374,-520.8662125925456,,,,,,,,,,,,
377,,288.3602953483046,-567.412608386957,-569.2044331614295,-391.61486373813415,,,,,,,,
379,,284.49779115268643,-567.5562377196277,-569.7795731601423,-396.5795620483586,,,,,,,,
381,,280.6352869570683,-567.6998670522986,-570.3547131588547,-401.26969730482523,,,,,,,,
385,-523.5248792707226,,,,,,,,,,,,
388,,267.1165222724048,-568.2706201016692,-572.3677031543488,-417.68517070245866,,,,,,,,
390,,263.2540180767866,-568.4336924014895,-572.7649557621404,-422.37530595892514,,,,,,,,
392,,259.3915138811685,-568.5967647013097,-573.1622083699323,-425.8429705352051,,,,,,,,
396,-525.6847021194858,,,,,,,,,,,,
399,,245.87274919650497,-568.7655873976986,-574.5525924972034,-437.97979655218535,,,,,,,,
