num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
33,,,,,,,,,,,,,
40,,7344.427751899218,7344.427751899218,,,,,,,,,,
44,5646.290484075438,,,,,,,,,,,,
55,2828.082054364786,,,,,,,,,,,,
66,1103.9765202494689,,,,,,,,,,,,
73,,7184.494999452131,6024.809002617974,,,,,,,,,,
77,802.9528738397744,,,,,,,,,,,,
80,,7150.569870145171,5710.075207355537,7150.569870145171,,,,,,,,,
84,,7123.691945322104,5530.227324348431,6995.4967165488,,,,,,,,,
88,645.7304984706299,,,,,,,,,,,,
95,,7049.777652058671,2740.2827330148116,6569.045544158779,,,,,,,,,
99,571.5118567660293,,,,,,,,,,,,
106,,6975.8633587952345,1126.9422049637558,6142.594371768758,,,,,,,,,
110,529.4275040493089,,,,,,,,,,,,
113,,6928.826990354865,929.9597487257905,5871.216352975109,,,,,,,,,
117,,6901.9490655317995,817.3983451612387,5698.786378431068,,,,,,,,,
120,,6881.790621914501,773.9854906855122,5569.463897523043,,,,,,,,,
121,500.5784891585509,,,,,,,,,,,,
124,,6833.315123154598,716.1016847178771,5397.033922979006,,,,,,,,,
128,,6784.839624394693,658.2178787502418,4403.518693955113,,,,,,,,,
132,482.2288094967818,,,,,,,,,,,,
135,,6700.007501564863,609.65661006976,2664.867043163301,,,,,,,,,
139,,6651.532002804958,581.907313680913,2103.9257162223985,,,,,,,,,
143,467.4655087924382,,,,,,,,,,,,
146,,6566.699879975129,552.1742514865978,1122.2783940758186,,,,,,,,,
150,,6518.224381215222,535.1839302327032,1007.9792697865481,,,,,,,,,
154,456.29633756053573,,,,,,,,,,,,
157,,6433.392258385395,515.1943311593211,807.9558022803254,,,,,,,,,
160,,6397.035634315464,506.6273601278717,766.7424630259477,,,,,,,,,
161,,6379.587310529478,503.77170311738837,753.0046832744882,,,,,,,,,
165,448.9647688804052,,,,,,,,,,,,
168,,6257.449044027574,490.1361440461428,656.8402250142734,,,,,,,,,
172,,6187.655748883627,482.3443960054309,629.8062265938748,,,,,,,,,
176,442.82039291050717,,,,,,,,,,,,
179,,6065.5174823817215,470.80637930487865,582.4967293581775,,,,,,,,,
183,,5995.7241872377745,464.21322690456293,564.7656666085545,,,,,,,,,
187,438.2400107116929,,,,,,,,,,,,
190,,5873.585920735869,457.1159017660104,533.7363067967143,,,,,,,,,
194,,5803.792625591923,453.06028740112345,521.3985102527685,,,,,,,,,
198,433.80169129675204,,,,,,,,,,,,
200,,5699.102682876001,449.15666775602193,502.89181543684936,,,,,,,,,
201,,5673.191423846513,448.50606448183817,499.8073663008627,,,,,,,,,
205,,5569.546387728561,445.9036513851039,491.7579170848544,,,,,,,,,
209,429.4371607209864,,,,,,,,,,,,
212,,5388.167574522141,443.09992910292067,477.6713809568393,,,,,,,,,
216,,5284.522538404189,441.4978020845304,472.12220477923927,,,,,,,,,
220,426.2138651003155,,,,,,,,,,,,
223,,5103.1437251977695,439.4124939609953,462.4111464684386,,,,,,,,,
227,,4999.498689079818,438.2208893189752,459.2778406514579,,,,,,,,,
231,423.42440662624824,,,,,,,,,,,,
234,,4818.119875873399,435.95534660532024,453.79455547174183,,,,,,,,,
238,,4714.474839755446,434.660750768946,451.7508151472487,,,,,,,,,
240,,4662.65232169647,433.9162639292689,450.72894498500193,,,,,,,,,
242,419.5310257166729,,,,,,,,,,,,
245,,4500.452676504298,432.0550468300761,448.17426957938517,,,,,,,,,
249,,4370.692960350561,430.56607315072176,446.49711709567543,,,,,,,,,
253,416.3984952033059,,,,,,,,,,,,
256,,4143.613457081523,428.24972870704477,443.56210024918323,,,,,,,,,
260,,4013.8537409277856,426.92610331065816,441.9839475312118,,,,,,,,,
264,413.7044268438674,,,,,,,,,,,,
267,,3786.7742376587476,425.18507064414325,439.2221802747617,,,,,,,,,
271,,3657.0145215050106,424.1901948347063,437.7278159697144,,,,,,,,,
275,411.3534123705595,,,,,,,,,,,,
278,,3429.935018235971,422.50326907150077,435.1126784358818,,,,,,,,,
280,,3365.0551601591023,422.0212902820136,434.424649917031,3365.0551601591023,,,,,,,,
282,,3302.8937347989354,421.53931149252617,433.7366213981802,3347.922832543124,,,,,,,,
286,409.22581534054785,,,,,,,,,,,,
289,,3085.3287460383435,420.7177628218711,431.3285215822019,3287.9596858871914,,,,,,,,
293,,2961.0058953180082,420.24830643863976,429.98126604087395,3253.695030655233,,,,,,,,
297,407.20098339841576,,,,,,,,,,,,
300,,2743.4409065574164,419.40954712144384,427.6235688435497,3193.731883999301,,,,,,,,
304,,2619.11805583708,418.9302560830463,426.1633914307389,3159.46722876734,,,,,,,,
