,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,785906.477230582,785906.477230582,,,,,,,,,,
404,683114.8144820448,,,,,,,,,,,,
505,561250.2924983428,,,,,,,,,,,,
606,457438.6360136846,,,,,,,,,,,,
707,344555.8977950309,,,,,,,,,,,,
800,,774188.8025424135,677122.3881925598,774188.8025424135,,,,,,,,,
804,,774010.2120701685,676034.5473021794,773133.1185909614,,,,,,,,,
808,234468.05645858133,,,,,,,,,,,,
905,,769500.8026459797,555075.0873605169,746477.098816785,,,,,,,,,
909,143832.3916099537,,,,,,,,,,,,
1006,,764991.3932217908,452175.43196439894,719821.0790426092,,,,,,,,,
1010,92120.88001135236,,,,,,,,,,,,
1107,,760481.983797602,339903.9109230701,693165.0592684335,,,,,,,,,
1111,59584.13789775383,,,,,,,,,,,,
1200,,756329.7553179036,240561.36359567087,668620.4073971626,,,,,,,,,
1204,,756053.8480414796,236288.56586115912,667564.7234457099,,,,,,,,,
1208,,755777.9407650558,232015.76812664725,662820.6184836607,,,,,,,,,
1212,38543.43269741012,,,,,,,,,,,,
1305,,749087.1893117778,146341.97312239755,547776.0731539641,,,,,,,,,
1309,,748811.2820353541,142809.0331222224,543731.8360607892,,,,,,,,,
1313,24220.30837682651,,,,,,,,,,,,
1406,,742120.5305820763,92394.1451101788,445659.086551291,,,,,,,,,
1410,,741844.6233056522,90315.18065607386,441251.90813127265,,,,,,,,,
1414,13976.807724081518,,,,,,,,,,,,
1507,,735153.8718523744,57136.73689976646,334377.83144582587,,,,,,,,,
1511,,734877.964575951,55768.55365208366,330150.88937673246,,,,,,,,,
1515,7300.054933158122,,,,,,,,,,,,
1600,,728739.0276755203,36704.58020655218,236101.428339403,,,,,,,,,
1608,,727826.2694543786,34990.96461594258,227647.54420121617,,,,,,,,,
1612,,727369.8903438076,34134.156820637814,224232.10141732343,,,,,,,,,
1616,3928.01218880349,,,,,,,,,,,,
1709,,716302.6969124636,20943.4401173353,141407.6139079253,,,,,,,,,
1713,,715846.3178018926,20399.493036786746,139298.12677353635,,,,,,,,,
1717,2247.927548088297,,,,,,,,,,,,
1810,,704779.1243705488,12028.598344819029,88143.06376460372,,,,,,,,,
1814,,704322.7452599775,11683.406811129642,86757.40919249294,,,,,,,,,
1818,1456.5551833696386,,,,,,,,,,,,
1911,,693255.5518286333,7098.049579368111,53155.285818806544,,,,,,,,,
1915,,692799.1727180626,6908.962683212999,52339.25184840673,,,,,,,,,
1919,1042.0329498717629,,,,,,,,,,,,
2000,,683101.116618431,4448.112819655293,34998.52997741032,,,,,,,,,
2012,,681057.4368904828,4100.698721270676,32550.428066210825,,,,,,,,,
2016,,680376.2103145001,3984.8940218091357,32058.572958386318,,,,,,,,,
2020,806.9824266998771,,,,,,,,,,,,
2113,,663856.4658469178,2511.253054906916,20131.08659364167,,,,,,,,,
2117,,663175.2392709351,2450.4843552408456,19804.22552099309,,,,,,,,,
2121,666.4144700806845,,,,,,,,,,,,
2214,,646655.494803353,1674.9260527879183,11877.844509264944,,,,,,,,,
2218,,645974.26822737,1642.944267119757,11680.023194060284,,,,,,,,,
2222,582.7134405204697,,,,,,,,,,,,
2315,,629454.5237597878,1207.3387666871201,6882.856300347305,,,,,,,,,
2319,,628773.2971838049,1189.3756532672173,6762.348169231208,,,,,,,,,
2323,520.4848496343333,,,,,,,,,,,,
2400,,614978.4590201539,926.5541811507371,4322.058514130264,,,,,,,,,
2416,,611415.0493509903,874.6388286339014,3840.025989665882,,,,,,,,,
2420,,610524.1969336997,861.6599905046926,3773.676851498791,,,,,,,,,
2424,476.2833509277891,,,,,,,,,,,,
2517,,588921.0258143963,690.1770082769368,2164.7102509468423,,,,,,,,,
2521,,588030.1733971055,683.1055450922872,2134.095039642534,,,,,,,,,
2525,440.9799221697765,,,,,,,,,,,,
2618,,566427.0022778021,594.0184770938919,1391.6761655130729,,,,,,,,,
2622,,565536.1498605113,590.3447835681851,1376.9823422391166,,,,,,,,,
2626,412.42846351567925,,,,,,,,,,,,
2719,,543932.9787412081,522.4718044525091,1020.6571278456682,,,,,,,,,
2723,,543042.1263239172,519.6729187157803,1011.7476846491617,,,,,,,,,
2727,388.1478818107192,,,,,,,,,,,,
2800,,525893.2172910682,483.7642979062023,840.240903116408,525893.2172910682,,,,,,,,
2820,,520450.3849216785,474.4373834102078,795.693687133875,524441.8487012623,,,,,,,,
2824,,519361.81844780064,472.57200051100904,790.5105258378449,524151.574983301,,,,,,,,
2828,368.17753398157043,,,,,,,,,,,,
2921,,492964.08145626023,438.28507139552966,664.818864409131,517112.4373227422,,,,,,,,
2925,,491875.51498238236,436.87117741138616,661.5472104441864,516822.1636047811,,,,,,,,
2929,350.81170286597865,,,,,,,,,,,,
3022,,465477.77799084224,408.08074681092484,582.2096017942671,509783.02594422223,,,,,,,,
3026,,464389.211516964,406.89351255935935,579.714372131297,509492.7522262611,,,,,,,,
3030,335.8310887760859,,,,,,,,,,,,
3123,,437991.4745254238,381.6168166940617,519.2050528042688,502453.6145657022,,,,,,,,
3127,,436902.90805154585,380.5744787202348,517.4190374180566,502163.340847741,,,,,,,,
3131,322.5217279224162,,,,,,,,,,,,
3200,,417036.5699032733,365.73234082493576,484.82425661968284,496865.84549494943,,,,,,,,
3204,,416350.4839320116,364.9190729950562,483.0382412334706,496575.57177698804,,,,,,,,
3224,,412920.05407570273,360.85273384565926,474.10816430240925,477679.0534075324,,,,,,,,
3228,,412233.9681044412,360.0394660157797,472.7196937239534,473899.74973364145,,,,,,,,
3232,310.18233673039884,,,,,,,,,,,,
3305,,399026.81315765245,346.6785730907533,445.9916350886783,401148.1540112368,,,,,,,,
3325,,395596.38330134377,343.20821129204506,439.049282196399,384308.0039975259,,,,,,,,
3329,,394910.29733008216,342.51413893230347,437.94182119562566,380939.9739947836,,,,,,,,
3333,299.486348368991,,,,,,,,,,,,
3406,,381703.1423832937,330.9521918575971,416.62319693073897,316105.3964419962,,,,,,,,
3426,,378272.712526985,327.94908872130975,411.08589192687236,298142.46368713194,,,,,,,,
3430,,377586.6265557232,327.34846809405224,410.1432818570813,294549.877136159,,,,,,,,
3434,289.85005454588054,,,,,,,,,,,,
3507,,364379.47160893463,317.36975962056044,391.99803801360395,225392.58602993112,,,,,,,,
3527,,360949.0417526261,314.77788728978334,387.28498766464867,208925.9049680661,,,,,,,,
3531,,360262.95578136446,314.259512823628,386.4623940339053,205632.56875569298,,,,,,,,
3535,281.38920579627813,,,,,,,,,,,,
3600,,348427.97277709923,306.468813614684,372.2726539035817,148822.51909225856,,,,,,,,
3608,,348251.2219517805,305.5655441411834,370.62746664209504,142235.84666751252,,,,,,,,
3628,,347809.34488848364,303.30737045743143,366.51449848837797,131099.35028422988,,,,,,,,
3632,,347720.9694758244,302.8557357206811,365.7874591858711,128872.05100757338,,,,,,,,
3636,274.15679320174337,,,,,,,,,,,,
3709,,346019.7427821316,295.30683816631006,351.7919526126123,85996.53993193545,,,,,,,,
3729,,345577.86571883486,293.3460855547851,348.15675610007753,79240.07337451757,,,,,,,,
3733,,345489.4903061755,292.95393503248005,347.5102204517308,77888.78006303398,,,,,,,,
3737,267.61235974973124,,,,,,,,,,,,
3810,,343788.26361248275,285.97404614503495,335.0644092210566,51876.3838169751,,,,,,,,
3830,,343346.38654918596,284.16108799245177,331.831730979323,48051.51320378934,,,,,,,,
3834,,343258.0111365266,283.7984963619351,331.2713116318921,47286.539081152194,,,,,,,,
3838,261.5076298206703,,,,,,,,,,,,
3911,,341556.7844428338,277.4748549529726,320.48323919384643,32560.78722038696,,,,,,,,
3931,,341114.907379537,275.83235069090443,317.68114245669153,30193.723860356924,,,,,,,,
3935,,341026.53196687775,275.50384983849074,317.18495257166325,29720.31118835091,,,,,,,,
3939,255.67191372890937,,,,,,,,,,,,
4000,,339590.431511163,270.5684568711499,309.1218669399537,22027.3552682533,,,,,,,,
4012,,339590.431511163,269.6573074002563,307.633297284869,20607.117252235286,,,,,,,,
4032,,339590.431511163,268.1387249487669,305.15234785972746,18934.031738021138,,,,,,,,
4036,,339590.431511163,267.83500845846896,304.71552896355,18599.414635178313,,,,,,,,
4040,249.73161783480728,,,,,,,,,,,,
4113,,339590.431511163,262.4043404304428,296.30676521213286,12158.03540545384,,,,,,,,
4133,,339590.431511163,260.99377730628004,294.1226707312453,11049.857462370068,,,,,,,,
4137,,339590.431511163,260.71166468144753,293.73168674261564,10828.221873753319,,,,,,,,
4141,244.27252298813693,,,,,,,,,,,,
4214,,339590.431511163,255.55420244901575,286.2052449614945,6561.73679288081,,,,,,,,
4234,,339590.431511163,254.21460186916332,284.25032501834613,5981.336051238731,,,,,,,,
4238,,339590.431511163,253.94668175319276,283.87562266143044,5865.255902910315,,,,,,,,
4242,239.10374977493927,,,,,,,,,,,,
4315,,339590.431511163,249.1221585844269,276.6626022908046,3630.713047588319,,,,,,,,
4335,,339590.431511163,247.8690356834487,274.7890905062265,3363.921460875725,,,,,,,,
4339,,339590.431511163,247.61841110325292,274.43249650352226,3310.563143533206,,,,,,,,
4343,234.02748608796637,,,,,,,,,,,,
4400,,339590.431511163,243.9398817245317,268.9944379622828,2496.8488040597913,,,,,,,,
