,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,284508055134.20526,284508055134.20526,,,,,,,,,,
404,232118072618.97345,,,,,,,,,,,,
505,219923194564.0052,,,,,,,,,,,,
606,211644988309.21036,,,,,,,,,,,,
707,208952098660.79034,,,,,,,,,,,,
800,,278299223946.32983,229135180210.40317,278299223946.32983,,,,,,,,,
804,,278208755154.6472,228581451461.16528,277765778974.21857,,,,,,,,,
808,206753119280.84128,,,,,,,,,,,,
905,,275924418164.6607,216580677206.3488,264296293428.4131,,,,,,,,,
909,205902328673.8969,,,,,,,,,,,,
1006,,273640081174.6742,208399923077.46857,250826807882.6075,,,,,,,,,
1010,205211625095.05096,,,,,,,,,,,,
1107,,271355744184.68765,205746907417.44254,237357322336.80185,,,,,,,,,
1111,204894313555.30457,,,,,,,,,,,,
1200,,269252344778.0665,203758718428.1139,224954726735.21838,,,,,,,,,
1204,,269096384302.46387,203673204923.19656,224421281763.10733,,,,,,,,,
1208,,268940423826.86118,203587691418.2792,223957900152.69568,,,,,,,,,
1212,204682687688.55023,,,,,,,,,,,,
1305,,265158382293.49683,202788679677.31906,212720896100.21332,,,,,,,,,
1309,,265002421817.89426,202755730739.54758,212402998474.2006,,,,,,,,,
1313,204551355746.63245,,,,,,,,,,,,
1406,,261220380284.52988,202108787598.296,204693981043.39206,,,,,,,,,
1410,,261064419808.92728,202082109530.61542,204590167080.47253,,,,,,,,,
1414,204475095697.46396,,,,,,,,,,,,
1507,,257282378275.56296,201781053708.97903,202072678479.67188,,,,,,,,,
1511,,257126417799.96027,201768639035.92184,201988265306.86304,,,,,,,,,
1515,204424104576.67392,,,,,,,,,,,,
1600,,253656297217.80133,201582369192.65643,200110072211.8668,,,,,,,,,
1608,,253197474521.72238,201565625835.95853,199941245866.24918,,,,,,,,,
1612,,252968063173.68277,201557254157.60953,199909618394.8528,,,,,,,,,
1616,204389387142.23508,,,,,,,,,,,,
1709,,247404837983.72574,201437306575.85788,199142652213.49368,,,,,,,,,
1713,,247175426635.68622,201432360283.82697,199116713778.59695,,,,,,,,,
1717,204369837992.33453,,,,,,,,,,,,
1810,,241612201445.72894,201364564848.46634,198487706732.35196,,,,,,,,,
1814,,241382790097.68948,201361769160.4102,198475667760.92087,,,,,,,,,
1818,204356733657.2744,,,,,,,,,,,,
1911,,235819564907.73227,201312086421.92142,198183722703.71378,,,,,,,,,
1915,,235590153559.6927,201310037649.20023,198175653561.97906,,,,,,,,,
1919,204347151068.18005,,,,,,,,,,,,
2000,,230715162413.85403,201282274679.3785,198004184300.11682,,,,,,,,,
2012,,229703140340.62985,201278355201.2859,197979976874.91278,,,,,,,,,
2016,,229365799649.5551,201277048708.5885,197974876025.14505,,,,,,,,,
2020,204339171656.07126,,,,,,,,,,,,
2113,,221185287890.99356,201258970154.29553,197851180418.27582,,,,,,,,,
2117,,220847947199.91885,201258224646.90192,197848458818.4651,,,,,,,,,
2121,204333439542.93695,,,,,,,,,,,,
2214,,212667435441.35724,201245085943.96,197782460023.0532,,,,,,,,,
2218,,212330094750.28247,201244544141.7769,197780481420.78015,,,,,,,,,
2222,204327881757.60382,,,,,,,,,,,,
2315,,204149582991.72083,201234399576.48788,197732500315.66006,,,,,,,,,
2319,,203812242300.64612,201233981243.89868,197731266400.8793,,,,,,,,,
2323,204323645068.61942,,,,,,,,,,,,
2400,,196981093306.38336,201227246494.8495,197706279626.5672,,,,,,,,,
2416,,195206921278.74515,201225916174.04962,197701343967.44376,,,,,,,,,
2420,,194763378271.8357,201225583593.84964,197700571228.04132,,,,,,,,,
2424,204319337888.4964,,,,,,,,,,,,
2517,,184007460354.2797,201219173360.882,197681832297.53378,,,,,,,,,
2521,,183563917347.37015,201218909021.37817,197681287518.98303,,,,,,,,,
2525,204314807914.37057,,,,,,,,,,,,
2618,,172807999429.81415,201213640232.73358,197668076639.12653,,,,,,,,,
2622,,172364456422.90466,201213422963.09875,197667618869.2419,,,,,,,,,
2626,204305430447.72717,,,,,,,,,,,,
2719,,161608538505.3486,201207810033.65637,197656517949.5414,,,,,,,,,
2723,,161164995498.43915,201207578572.6484,197656244366.0784,,,,,,,,,
2727,204293958435.08096,,,,,,,,,,,,
2800,,152626792615.43076,201203036402.64603,197650977884.41586,152626792615.43076,,,,,,,,
2820,,150213360459.59256,201201856618.22977,197649609967.10095,152083748479.14822,,,,,,,,
2824,,149730674028.4249,201201620661.3465,197649343280.52933,151975139651.89172,,,,,,,,
2828,204263530329.23163,,,,,,,,,,,,
2921,,138025528072.6094,201193647530.30554,197642876131.17035,149341375590.9215,,,,,,,,
2925,,137542841641.44177,201193318741.39664,197642651800.51315,149232766763.66495,,,,,,,,
2929,204174972954.28094,,,,,,,,,,,,
3022,,125837695685.6262,201184823278.4632,197637211782.07538,146599002702.69476,,,,,,,,
3026,,125355009254.45863,201184472950.09482,197637033722.20563,146490393875.43817,,,,,,,,
3030,204042260964.21655,,,,,,,,,,,,
3123,,113649863298.64311,201161921135.537,197632715770.3643,143856629814.468,,,,,,,,
3127,,113167176867.47551,201160991163.80276,197632511780.22122,143748020987.21146,,,,,,,,
3131,203425389422.79187,,,,,,,,,,,,
3200,,104358149498.66588,201118277201.8945,197628788960.11005,141765909889.78027,,,,,,,,
3204,,103998962725.93413,201115936710.83093,197628584969.96692,141657301062.52374,,,,,,,,
3224,,102203028862.27513,201104234255.51367,197627565019.25153,140447988855.41144,,,,,,,,
3228,,101843842089.54337,201101893764.45023,197627235517.88953,140206126413.9889,,,,,,,,
3232,202675122034.6974,,,,,,,,,,,,
3305,,94929496714.4564,201052016003.44617,197620892616.67184,135550274416.60631,,,,,,,,
3325,,93133562850.79749,201039060740.8477,197619245109.86203,134525688197.03516,,,,,,,,
3329,,92774376078.06564,201036469688.328,197618888787.20688,134320770953.12091,,,,,,,,
3333,201201017001.35477,,,,,,,,,,,,
3406,,85860030702.97873,200905509740.04504,197612029576.09375,130376114007.7719,,,,,,,,
3426,,84064096839.31976,200871494169.0624,197610247962.81766,130083178679.78786,,,,,,,,
3430,,83704910066.58798,200864691054.86594,197608847639.5928,130024591614.19106,,,,,,,,
3434,199830789479.75784,,,,,,,,,,,,
3507,,76790564691.501,200656509389.14676,197581891417.51456,128896790601.45245,,,,,,,,
3527,,74994630827.84209,200602436229.2197,197574889801.39032,128641341929.00815,,,,,,,,
3531,,74635444055.11026,200591621597.23434,197573310540.8362,128590252194.51932,,,,,,,,
3535,199343592199.55515,,,,,,,,,,,,
3600,,68439472225.48688,200264180319.291,197546068296.2782,127708954274.58635,,,,,,,,
3608,,68133160585.18199,200226216113.15262,197542909775.17004,127606774805.60861,,,,,,,,
3628,,67367381484.419754,200131305597.80676,197535013472.39966,127512489003.31126,,,,,,,,
3632,,67214225664.26731,200112323494.73755,197531379217.9828,127493631842.85176,,,,,,,,
3636,198772505775.8545,,,,,,,,,,,,
3709,,64265976126.332726,199840371536.74,197461419820.458,127130631504.00699,,,,,,,,
3729,,63500197025.57048,199769734664.5328,197443248548.37375,127052927768.3671,,,,,,,,
3733,,63347041205.418045,199755607290.0914,197439255985.18124,127037387021.23912,,,,,,,,
3737,197696114035.78113,,,,,,,,,,,,
3810,,60398791667.48347,199229335194.48038,197362399143.72507,126738227639.02548,,,,,,,,
3830,,59633012566.72122,199092641143.6723,197342436327.76254,126701296103.14061,,,,,,,,
3834,,59479856746.568756,199065302333.51074,197333005846.2872,126693909795.96368,,,,,,,,
3838,196061620099.5954,,,,,,,,,,,,
3911,,56531607208.63417,198594683822.14157,197151469077.88858,126551723382.80705,,,,,,,,
3931,,55765828107.87194,198472445247.76007,197104316670.5123,126523651917.72772,,,,,,,,
3935,,55612672287.719475,198447997532.88367,197093620906.2467,126518037624.71185,,,,,,,,
3939,194561332579.89783,,,,,,,,,,,,
4000,,53123890210.242256,197853760114.74075,196919814736.93103,126426805363.20395,,,,,,,,
4012,,53060914874.65834,197744054745.23734,196887727444.13434,126409962484.15633,,,,,,,,
4032,,52955955982.018486,197561212462.73187,196834248622.80646,126387581944.88135,,,,,,,,
4036,,52934964203.49052,197524644006.2307,196814035713.52646,126383105837.02632,,,,,,,,
4040,192079546687.33896,,,,,,,,,,,,
4113,,52530872466.82709,196673743258.38864,196424937209.88556,126296940760.81766,,,,,,,,
4133,,52425913574.18723,196452730077.13086,196323872663.48535,126283521237.10374,,,,,,,,
4137,,52404921795.65927,196408527440.87933,196274503429.7063,126280837332.36096,,,,,,,,
4141,189366553993.91583,,,,,,,,,,,,
4214,,52000830058.99583,195535554747.7171,195324145679.4583,126229172166.06245,,,,,,,,
4234,,51895871166.35598,195308808593.64902,195077299510.56277,126222602557.28828,,,,,,,,
4238,,51874879387.82801,195263459362.8354,195016331594.69443,126221288635.53339,,,,,,,,
4242,187114974950.24042,,,,,,,,,,,,
4315,,51470787651.16457,194635693396.17764,193842699214.2294,126195995641.7527,,,,,,,,
4335,,51365828758.52472,194472637300.9418,193537859634.88785,126190628776.18396,,,,,,,,
4339,,51344836979.99675,194440026081.89465,193378636234.23868,126189555403.07024,,,,,,,,
4343,183953041689.74075,,,,,,,,,,,,
4400,,51024712357.445206,193792346098.00266,190950479374.33878,126173186463.08571,,,,,,,,
4416,,51024712357.445206,193622462823.53918,190313585771.74216,126168892970.63074,,,,,,,,
4436,,51024712357.445206,193410108730.45972,189517468768.4962,126165532561.64297,,,,,,,,
4440,,51024712357.445206,193367637911.844,189462087434.43713,126164860479.84543,,,,,,,,
4444,180480837114.02246,,,,,,,,,,,,
4517,,51024712357.445206,192122667416.7386,188395996753.80066,126151922905.24252,,,,,,,,
4537,,51024712357.445206,191799298456.971,188119090083.5055,126149396650.67265,,,,,,,,
4541,,51024712357.445206,191734624665.01743,188025692637.76215,126148891399.7586,,,,,,,,
4545,174773387509.9501,,,,,,,,,,,,
4618,,51024712357.445206,189569235062.4075,186227791807.20276,126139165319.6645,,,,,,,,
4638,,51024712357.445206,189006796204.5868,185760804578.48615,126137056054.79346,,,,,,,,
4642,,51024712357.445206,188894308433.02258,185659915106.69632,126136634201.81924,,,,,,,,
4646,170910783984.7433,,,,,,,,,,,,
4719,,51024712357.445206,185894433172.0428,183717792774.7418,126128513532.06557,,,,,,,,
4739,,51024712357.445206,185115244792.56754,183213345415.7925,126127334651.53168,,,,,,,,
4743,,51024712357.445206,184959407116.6724,183132246467.48746,126127098875.4249,,,,,,,,
4747,167049804857.98502,,,,,,,,,,,,
4800,,51024712357.445206,182604889120.654,181976586454.13962,126123739065.90332,,,,,,,,
4820,,51024712357.445206,181778742455.38425,181571091712.6141,126122560185.36945,,,,,,,,
4840,,51024712357.445206,180952595790.11462,181165596971.0885,126121466575.42264,,,,,,,,
4844,,51024712357.445206,180787366457.06067,181091044414.46527,126121247853.43332,,,,,,,,
4848,162007055362.7708,,,,,,,,,,,,
4921,,51024712357.445206,177935805722.24634,179655907699.46652,126117037455.1382,,,,,,,,
4941,,51024712357.445206,177195140596.3205,179283144916.35,126115906122.78067,,,,,,,,
4945,,51024712357.445206,177047007571.1353,179234889514.20496,126115679856.30916,,,,,,,,
4949,153597499383.50745,,,,,,,,,,,,
5022,,51024712357.445206,173328041853.75226,178305973022.91183,126111324226.73247,,,,,,,,
5042,,51024712357.445206,172362076732.3541,178064696012.18634,126110497187.68005,,,,,,,,
5046,,51024712357.445206,172168883708.07437,177990282699.653,126110331779.86955,,,,,,,,
5050,142441014433.33594,,,,,,,,,,,,
5123,,51024712357.445206,169941911320.55423,176557826433.38672,126107147679.51772,,,,,,,,
5143,,51024712357.445206,169363476934.18536,176185759870.72015,126106437565.08553,,,,,,,,
5147,,51024712357.445206,169247790056.91162,176084162112.32712,126106295542.19904,,,,,,,,
5151,132031831546.24942,,,,,,,,,,,,
5200,,51024712357.445206,166606061214.275,174737991813.61972,126104413738.9536,,,,,,,,
5224,,51024712357.445206,165409806644.02444,174128405263.2616,126103561601.6349,,,,,,,,
5244,,51024712357.445206,164412927835.48227,173620416471.29657,126102983848.44943,,,,,,,,
5248,,51024712357.445206,164213552073.7738,173470717940.7623,126102868297.81235,,,,,,,,
5252,119477645004.30513,,,,,,,,,,,,
5325,,51024712357.445206,159480181510.11972,170589021227.97806,126100643948.04855,,,,,,,,
5345,,51024712357.445206,158250734610.46927,169840528575.3068,126100001521.6619,,,,,,,,
5349,,51024712357.445206,158004845230.53915,169672893498.3138,126099873036.38463,,,,,,,,
5353,106255476287.27797,,,,,,,,,,,,
5426,,51024712357.445206,151474443048.2628,166445918266.19736,126097399694.79604,,,,,,,,
5446,,51024712357.445206,149778234689.23,165607742881.232,126096258581.08162,,,,,,,,
5450,,51024712357.445206,149438993017.42337,165439022229.95837,126096030358.33878,,,,,,,,
5454,94268726248.82149,,,,,,,,,,,,
5527,,51024712357.445206,142323240464.8524,162191149692.94025,126091637070.53824,,,,,,,,
5547,,51024712357.445206,140474993048.6001,161347546436.57187,126090246699.18561,,,,,,,,
5551,,51024712357.445206,140105343565.34967,161109784857.325,126089968624.91502,,,,,,,,
5555,82089556956.38632,,,,,,,,,,,,
5600,,51024712357.445206,134247521660.03539,158197205511.55087,126086562215.10114,,,,,,,,
5628,,51024712357.445206,130900194856.9986,156532874456.82275,126084615695.2074,,,,,,,,
5648,,51024712357.445206,128509247140.54373,155344066560.58844,126082409988.14061,,,,,,,,
5652,,51024712357.445206,128031057597.25279,155110864832.8555,126081968846.72725,,,,,,,,
5656,67602546663.506805,,,,,,,,,,,,
5729,,51024712357.445206,118237877145.10458,150621731573.9964,126073476874.51997,,,,,,,,
5749,,51024712357.445206,115694193910.78035,149455722935.3317,126069592087.46707,,,,,,,,
5753,,51024712357.445206,115185457263.91554,149176306909.4453,126068815130.05649,,,,,,,,
5757,54925839848.97492,,,,,,,,,,,,
