,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
202,,,,,,,,,,,,,
303,,,,,,,,,,,,,
400,,34800.30955424727,34800.30955424727,,,,,,,,,,
404,28641.14775363135,,,,,,,,,,,,
505,23308.69565095289,,,,,,,,,,,,
602,,33941.560159610795,33767.47252565392,,,,,,,,,,
606,19475.133285546788,,,,,,,,,,,,
703,,33512.18546229256,32559.76786436674,,,,,,,,,,
707,16705.384795154296,,,,,,,,,,,,
800,,33099.815703481974,28514.910069424295,33099.815703481974,,,,,,,,,
804,,33078.15179308442,28348.11180983903,33080.770367557205,,,,,,,,,
808,14587.99286236038,,,,,,,,,,,,
905,,32531.138055546253,23776.018120382647,32599.87563545655,,,,,,,,,
909,13142.427909286886,,,,,,,,,,,,
1002,,32005.78822840564,20130.164237173503,32138.026239280684,,,,,,,,,
1006,,31984.12431800809,19979.819747144265,32087.147873401296,,,,,,,,,
1010,12179.949555391282,,,,,,,,,,,,
1103,,31458.774490867465,17060.402955745783,30853.347500826152,,,,,,,,,
1107,,31437.110580469925,16940.014634451007,30693.261238654726,,,,,,,,,
1111,11333.238829490045,,,,,,,,,,,,
1200,,30933.424663726855,14928.150121080429,26971.255643169407,,,,,,,,,
1204,,30912.212024987843,14841.61831405373,26811.169380997977,,,,,,,,,
1208,,30890.99938624884,14755.086507027045,26634.85294001816,,,,,,,,,
1212,10486.462648072198,,,,,,,,,,,,
1305,,30376.5928968279,13227.860982072021,22359.17924625777,,,,,,,,,
1309,,30355.380258088888,13164.882609908927,22206.075591252837,,,,,,,,,
1313,9604.643610556459,,,,,,,,,,,,
1406,,29840.97376866795,11722.224687698286,18493.311957383085,,,,,,,,,
1410,,29819.76112992895,11662.733639359702,18385.454049656248,,,,,,,,,
1414,8859.416504095894,,,,,,,,,,,,
1507,,29305.354640508016,10348.310923744422,15769.89978728044,,,,,,,,,
1511,,29284.142001768996,10294.107925162345,15682.43789810407,,,,,,,,,
1515,8252.063618628568,,,,,,,,,,,,
1600,,28812.16078982608,9519.712395338547,13736.410863929794,,,,,,,,,
1608,,28782.81165226441,9450.103808388094,13561.487085577051,,,,,,,,,
1612,,28768.137083483583,9415.299514912867,13496.82410878901,,,,,,,,,
1616,7651.7862476356895,,,,,,,,,,,,
1709,,28412.278790548327,8715.58785334459,11928.746921679058,,,,,,,,,
1713,,28397.604221767484,8686.733764207753,11874.65483320168,,,,,,,,,
1717,7108.548168089473,,,,,,,,,,,,
1810,,28041.74592883225,8037.5642542241,10562.921687625201,,,,,,,,,
1814,,28027.071360051403,8010.794377523742,10517.526902955078,,,,,,,,,
1818,6600.864957621073,,,,,,,,,,,,
1911,,27671.21306711616,7558.153674203004,9416.703374704639,,,,,,,,,
1915,,27656.538498335314,7539.488078189777,9378.50740721938,,,,,,,,,
1919,6171.986144382003,,,,,,,,,,,,
2000,,27344.703911742574,7143.576086068451,8566.843098157646,,,,,,,,,
2012,,27324.405423591357,7087.682628357206,8452.255195701871,,,,,,,,,
2016,,27317.639260874297,7069.051475786791,8418.22947340954,,,,,,,,,
2020,5758.6322264828805,,,,,,,,,,,,
