,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,119084.26569953213,119084.26569953213,,,,,,,,,,
404,104233.534798027,,,,,,,,,,,,
505,75551.78862100282,,,,,,,,,,,,
606,34638.47374120704,,,,,,,,,,,,
707,6779.281435026235,,,,,,,,,,,,
800,,117413.96439912569,103359.29699962414,117413.96439912569,,,,,,,,,
804,,117387.12562876279,103202.04731262501,117261.38493762459,,,,,,,,,
808,3037.710237640508,,,,,,,,,,,,
905,,116709.44667710084,74813.2345354107,113408.753534723,,,,,,,,,
909,1853.7661347848461,,,,,,,,,,,,
1006,,116031.76772543893,34298.77637595,109556.12213182141,,,,,,,,,
1010,1233.8795107600536,,,,,,,,,,,,
1107,,115354.08877377704,6718.711681450139,105703.49072891979,,,,,,,,,
1111,980.6104776180332,,,,,,,,,,,,
1200,,114730.08736284083,3322.5028291984577,102156.0182490203,,,,,,,,,
1204,,114688.15599210438,3176.429330176881,102003.43878751926,,,,,,,,,
1208,,114646.22462136792,3030.355831155304,100892.59275074798,,,,,,,,,
1212,848.3261220986134,,,,,,,,,,,,
1305,,113629.38888100909,1895.8615584279296,73954.57635904384,,,,,,,,,
1309,,113587.4575102726,1849.078289449481,72369.96500309039,,,,,,,,,
1313,769.3445627142819,,,,,,,,,,,,
1406,,112570.62176991372,1257.208874325176,33943.13962121978,,,,,,,,,
1410,,112528.69039917731,1232.8018881344829,32863.390989355015,,,,,,,,,
1414,713.2859605563016,,,,,,,,,,,,
1507,,111511.85465881838,989.5538565269756,6679.486666634634,,,,,,,,,
1511,,111469.92328808196,979.5230098627478,6534.962323767569,,,,,,,,,
1515,670.7258043678121,,,,,,,,,,,,
1600,,110536.95028919599,862.7934515098086,3319.2956949753006,,,,,,,,,
1608,,110400.58666266514,852.3009069387581,3030.247009241166,,,,,,,,,
1612,,110332.40484939974,847.0546346532329,2983.547190206643,,,,,,,,,
1616,639.4657327984173,,,,,,,,,,,,
1709,,108678.99587771339,771.1667877161574,1851.076578619451,,,,,,,,,
1713,,108610.81406444796,768.0373919661755,1826.6530194702614,,,,,,,,,
1717,617.3316581057429,,,,,,,,,,,,
1810,,106957.40509276156,714.342649609132,1234.3817101024051,,,,,,,,,
