,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
202,,,,,,,,,,,,,
303,,,,,,,,,,,,,
400,,925696.7985663037,925696.7985663037,,,,,,,,,,
404,,,,,,,,,,,,,
505,727100.5525757873,,,,,,,,,,,,
602,,922881.8325913651,857013.3288278357,,,,,,,,,,
606,456722.14852406346,,,,,,,,,,,,
703,,921474.3496038954,820113.9009286582,,,,,,,,,,
707,267578.2615036761,,,,,,,,,,,,
800,,920122.6085169204,773786.9272887596,920122.6085169204,,,,,,,,,
804,,920032.1156310348,771876.536623197,918837.4459787845,,,,,,,,,
808,211126.38451709133,,,,,,,,,,,,
905,,917747.1702624337,709069.5246402229,886387.0918908593,,,,,,,,,
909,182414.23004572117,,,,,,,,,,,,
1002,,915552.7177797174,433785.5914333957,855221.900341069,,,,,,,,,
1006,,915462.2248938325,422433.67666198,853805.4432781265,,,,,,,,,
1010,159818.8849454368,,,,,,,,,,,,
1103,,913267.7724111162,260982.45443723293,819456.3595017672,,,,,,,,,
1107,,913177.279525231,254324.67207744956,817786.2748193527,,,,,,,,,
1111,142064.41732044975,,,,,,,,,,,,
1200,,911073.3199284003,209955.36009813286,778956.8059532242,,,,,,,,,
1204,,910931.9230113991,208047.00259364618,777286.7212708099,,,,,,,,,
1208,,910790.5260943971,206138.64508915934,774877.4050430963,,,,,,,,,
1212,126567.64690026343,,,,,,,,,,,,
1305,,907361.6508571107,174305.6704551013,716451.4865210459,,,,,,,,,
1309,,907220.2539401093,172992.97047019162,705532.9998525737,,,,,,,,,
1313,112383.44694715743,,,,,,,,,,,,
1406,,903791.3787028225,151432.0957956637,440759.6981421143,,,,,,,,,
1410,,903649.9817858207,150542.98756166256,434225.4012316528,,,,,,,,,
1414,99584.60782102394,,,,,,,,,,,,
1507,,900221.1065485342,133236.55934644572,275768.70115295757,,,,,,,,,
1511,,900079.7096315324,132522.8922035503,273633.45434662787,,,,,,,,,
1515,88842.69961065092,,,,,,,,,,,,
1600,,896933.6282282489,119938.42490421321,226124.21290579304,,,,,,,,,
1608,,896476.8469585477,118807.23683236273,221853.71929313373,,,,,,,,,
1612,,896248.4563236968,118241.64279643745,220770.61088454098,,,,,,,,,
1616,80348.09154652459,,,,,,,,,,,,
1709,,890709.9834285675,106613.73867651256,194505.23197616672,,,,,,,,,
1713,,890481.5927937165,106134.23747569085,193679.73454257485,,,,,,,,,
1717,73539.36344409647,,,,,,,,,,,,
1810,,884943.119898587,96033.13097217154,173661.42177797193,,,,,,,,,
1814,,884714.7292637362,95616.59049779964,172965.72702594753,,,,,,,,,
1818,68121.54984805455,,,,,,,,,,,,
1911,,879176.2563686066,87098.78743962011,156095.1292893575,,,,,,,,,
1915,,878947.8657337556,86747.53782897351,155428.43831291277,,,,,,,,,
1919,63839.190837201924,,,,,,,,,,,,
2000,,874094.5647431782,80339.20635295767,141261.2550634635,,,,,,,,,
2012,,872980.9523437057,79434.50073281425,139261.18213412949,,,,,,,,,
2016,,872609.7482105484,79132.93219276641,138626.7159882069,,,,,,,,,
2020,60451.41257592232,,,,,,,,,,,,
