num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,,,,,,,,,,,,,
33,7.943808691806789e+17,,,,,,,,,,,,
40,,9.350003747736837e+17,9.350003747736837e+17,,,,,,,,,,
44,7.898946558466188e+17,,,,,,,,,,,,
55,7.854095091776084e+17,,,,,,,,,,,,
62,,8.802966469489631e+17,7.983291392069747e+17,,,,,,,,,,
66,7.852519305881821e+17,,,,,,,,,,,,
73,,8.529447830366033e+17,7.299940338707892e+17,,,,,,,,,,
77,7.851143722586263e+17,,,,,,,,,,,,
80,,8.355390514560108e+17,7.27890421898678e+17,8.355390514560108e+17,,,,,,,,,
84,,8.217811355151671e+17,7.266883579146143e+17,8.143941950666496e+17,,,,,,,,,
88,7.846705161365363e+17,,,,,,,,,,,,
95,,7.839468666778472e+17,7.241136001883256e+17,7.562458399959068e+17,,,,,,,,,
99,7.842106234241403e+17,,,,,,,,,,,,
102,,7.598705137813705e+17,7.240269673064177e+17,7.19242341314525e+17,,,,,,,,,
106,,7.46112597840527e+17,7.239774628024704e+17,6.981005655619931e+17,,,,,,,,,
110,7.840491428937605e+17,,,,,,,,,,,,
113,,7.220362449440507e+17,7.238800744541779e+17,6.611024579950625e+17,,,,,,,,,
117,,7.08278329003207e+17,7.23824423969439e+17,6.603122203641939e+17,,,,,,,,,
120,,6.979598920475743e+17,7.237926629255269e+17,6.597195421410422e+17,,,,,,,,,
121,7.83855667342461e+17,,,,,,,,,,,,
124,,6.797743701103333e+17,7.237503148669773e+17,6.589293045101736e+17,,,,,,,,,
128,,6.615888481730926e+17,7.237079668084279e+17,6.58582279737934e+17,,,,,,,,,
132,7.83649502549439e+17,,,,,,,,,,,,
135,,6.297641847829208e+17,7.233199862360479e+17,6.579749863865148e+17,,,,,,,,,
139,,6.115786628456804e+17,7.230982830518309e+17,6.579271523291258e+17,,,,,,,,,
143,7.834493403200627e+17,,,,,,,,,,,,
146,,5.797539994555086e+17,7.226863756578839e+17,6.578434427286945e+17,,,,,,,,,
150,,5.6156847751826784e+17,7.224510000041997e+17,6.578056645329281e+17,,,,,,,,,
154,7.833007604730922e+17,,,,,,,,,,,,
157,,5.297438141280964e+17,7.220585026546917e+17,6.57739552690337e+17,,,,,,,,,
160,,5.1610467267516563e+17,7.218902895049027e+17,6.576862700279105e+17,,,,,,,,,
161,,5.1064733005082586e+17,7.218342184549729e+17,6.57668509140435e+17,,,,,,,,,
165,7.831372813532968e+17,,,,,,,,,,,,
168,,4.7244593168044666e+17,7.21388816616799e+17,6.575441829281064e+17,,,,,,,,,
172,,4.50616561183087e+17,7.211343012806993e+17,6.574535384462662e+17,,,,,,,,,
176,7.816158932900728e+17,,,,,,,,,,,,
179,,4.1241516281270765e+17,7.209214480374985e+17,6.572949106030458e+17,,,,,,,,,
183,,3.905857923153481e+17,7.207998176128124e+17,6.571497320367706e+17,,,,,,,,,
187,7.800192785873532e+17,,,,,,,,,,,,
190,,3.523843939449687e+17,7.190478885139588e+17,6.568956695457887e+17,,,,,,,,,
194,,3.305550234476092e+17,7.180467861717569e+17,6.567243612282698e+17,,,,,,,,,
198,7.727763158855423e+17,,,,,,,,,,,,
200,,2.9781096770156986e+17,7.165948812401706e+17,6.564673987519919e+17,,,,,,,,,
201,,2.932953211367761e+17,7.163528970849064e+17,6.564245716726125e+17,,,,,,,,,
205,,2.7523273487760118e+17,7.15384960463849e+17,6.562281261662373e+17,,,,,,,,,
209,7.654732583418335e+17,,,,,,,,,,,,
212,,2.4362320892404512e+17,7.136758495368275e+17,6.55884346530081e+17,,,,,,,,,
216,,2.2556062266487018e+17,7.126992147213868e+17,6.54899903051301e+17,,,,,,,,,
220,7.501429842079692e+17,,,,,,,,,,,,
223,,1.9395109671131418e+17,7.031629911077644e+17,6.531771269634355e+17,,,,,,,,,
227,,1.758885104521393e+17,6.977137204714085e+17,6.520058944353604e+17,,,,,,,,,
231,7.316441383439159e+17,,,,,,,,,,,,
234,,1.4427898449858317e+17,6.812463123891142e+17,6.499562375112289e+17,,,,,,,,,
238,,1.2621639823940834e+17,6.718363649135176e+17,6.488544706681732e+17,,,,,,,,,
240,,1.1718510510982086e+17,6.648187492843103e+17,6.483035872466454e+17,,,,,,,,,
242,6.900280659667336e+17,,,,,,,,,,,,
245,,1.065207570888837e+17,6.472747102112928e+17,6.469263786928259e+17,,,,,,,,,
249,,9.798927867213394e+16,6.332394789528788e+17,6.458237270522784e+17,,,,,,,,,
253,6.520043460784031e+17,,,,,,,,,,,,
