,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
202,,,,,,,,,,,,,
303,,,,,,,,,,,,,
400,,686602.1060903748,686602.1060903748,,,,,,,,,,
404,,,,,,,,,,,,,
505,522363.1078196142,,,,,,,,,,,,
602,,684429.5253525651,634209.4769116613,,,,,,,,,,
606,316025.7164607261,,,,,,,,,,,,
703,,683343.2349836603,606710.3113196191,,,,,,,,,,
707,212424.57536018896,,,,,,,,,,,,
800,,682299.9660155043,579334.3695596793,682299.9660155043,,,,,,,,,
804,,682227.7655453015,578205.4647448363,681264.2796836658,,,,,,,,,
808,145217.80612441187,,,,,,,,,,,,
905,,680404.703672682,523783.3875795241,655113.1998047418,,,,,,,,,
909,117076.4404085085,,,,,,,,,,,,
1002,,678653.8422702656,331362.86552778585,629997.8062576563,,,,,,,,,
1006,,678581.6418000628,323427.9986390544,628936.9609931306,,,,,,,,,
1010,99737.56760532333,,,,,,,,,,,,
1103,,676830.7803976461,215018.86126483846,603211.4633283813,,,,,,,,,
1107,,676758.5799274434,210548.38137311826,601976.9194695951,,,,,,,,,
1111,84370.80870508662,,,,,,,,,,,,
1200,,675079.9189952296,140288.70263048715,573273.7747528129,,,,,,,,,
1204,,674963.4226166436,137266.7809641374,572039.2308940267,,,,,,,,,
1208,,674846.9262380577,134244.85929778765,569885.0343782752,,,,,,,,,
1212,71475.46297242554,,,,,,,,,,,,
1305,,672021.8890573457,100580.83072383828,517645.76887129486,,,,,,,,,
1309,,671905.3926787596,99192.62335996408,509725.30839599785,,,,,,,,,
1313,60757.357756033896,,,,,,,,,,,,
1406,,669080.3554980479,79611.8526922048,317654.1418700494,,,,,,,,,
1410,,668963.8591194616,78804.39823167869,313434.83510401635,,,,,,,,,
1414,52573.60288409876,,,,,,,,,,,,
1507,,666138.8219387499,66906.07300925758,211116.64602771425,,,,,,,,,
1511,,666022.3255601638,66415.42042276598,208272.24834888164,,,,,,,,,
1515,45037.233254589046,,,,,,,,,,,,
1600,,663430.281136624,58325.08782511498,144984.39999485892,,,,,,,,,
1608,,663038.7545785301,57597.86691746098,139295.604637194,,,,,,,,,
1612,,662842.9912994829,57234.25646363396,137871.93967264047,,,,,,,,,
1616,38790.54492698661,,,,,,,,,,,,
1709,,658095.7317825919,50397.612803887896,103348.06428221894,,,,,,,,,
1713,,657899.968503545,50115.68935400148,102529.38973201565,,,,,,,,,
1717,34327.000041976,,,,,,,,,,,,
1810,,653152.7089866542,44243.339803292925,82676.53188958597,,,,,,,,,
1814,,652956.9457076071,44001.18105893382,82157.08615084532,,,,,,,,,
1818,30870.162363830055,,,,,,,,,,,,
1911,,648209.6861907163,38522.83411040515,69560.52698638455,,,,,,,,,
1915,,648013.9229116691,38296.92289603284,69188.61685657655,,,,,,,,,
1919,28202.455667431015,,,,,,,,,,,,
2000,,643853.9532319194,34096.96391905778,61285.526598156655,,,,,,,,,
2012,,642972.2767814847,33504.02853407308,60169.79620873264,,,,,,,,,
2016,,642678.3846313398,33306.38340574485,59850.65204794594,,,,,,,,,
2020,25710.06556696978,,,,,,,,,,,,
