,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
303,,,,,,,,,,,,,
400,,443107743792.41876,443107743792.41876,,,,,,,,,,
404,327551168147.71,,,,,,,,,,,,
505,301986265386.5582,,,,,,,,,,,,
606,288508909186.29535,,,,,,,,,,,,
703,,432405708140.21204,353549162627.4087,,,,,,,,,,
707,281485393295.67,,,,,,,,,,,,
800,,428979643921.51874,321008355956.42,428979643921.51874,,,,,,,,,
804,,428765733601.7791,319666467021.5338,427847105287.1568,,,,,,,,,
808,277892146421.6001,,,,,,,,,,,,
905,,423364498028.3606,295006371797.0091,399250504769.51953,,,,,,,,,
909,275693561054.86975,,,,,,,,,,,,
1006,,417963262454.942,282274922938.7639,370653904251.88257,,,,,,,,,
1010,274499095959.11078,,,,,,,,,,,,
1103,,412775937201.2626,275640853068.60834,343189842368.60724,,,,,,,,,
1107,,412562026881.52313,275367283177.0555,341899462015.5085,,,,,,,,,
1111,273848697978.57397,,,,,,,,,,,,
1200,,407588611947.58325,272113947904.83124,311898118805.9588,,,,,,,,,
1204,,407228191063.12805,271974019506.0259,310607738452.85986,,,,,,,,,
1208,,406867770178.6726,271834091107.22046,309656802831.2924,,,,,,,,,
1212,273358997333.54755,,,,,,,,,,,,
1305,,398127563730.63196,269639674982.60706,286596614008.28186,,,,,,,,,
1309,,397767142846.17664,269549183596.02512,286109187888.09393,,,,,,,,,
1313,273008246662.33792,,,,,,,,,,,,
1406,,389026936398.1356,268484223292.61755,274289104473.5371,,,,,,,,,
1410,,388666515513.6805,268440307403.8171,274031071180.17743,,,,,,,,,
1414,272805014360.16367,,,,,,,,,,,,
1507,,379926309065.6397,267822579071.06906,267773763816.205,,,,,,,,,
1511,,379565888181.1844,267797105737.7599,267644286918.54892,,,,,,,,,
1515,272716121110.47403,,,,,,,,,,,,
1600,,371546523502.05414,267410179997.1798,264763425945.69952,,,,,,,,,
1608,,370547067915.37036,267375400155.3299,264504472150.38724,,,,,,,,,
1612,,370047340122.0284,267358010234.4049,264412931544.84793,,,,,,,,,
1616,272664357145.29044,,,,,,,,,,,,
1709,,357928941133.4879,267044514310.57605,262193071860.51865,,,,,,,,,
1713,,357429213340.1462,267031586643.6141,262152179492.58456,,,,,,,,,
1717,272634280822.74292,,,,,,,,,,,,
1810,,345310814351.6058,266883310254.52405,261160539570.18314,,,,,,,,,
1814,,344811086558.2639,266877195764.25226,261134223692.17044,,,,,,,,,
1818,272610527841.88055,,,,,,,,,,,,
1911,,332692687569.7233,266792293582.3022,260496063650.35883,,,,,,,,,
1915,,332192959776.3815,266788792461.39694,260476629063.9004,,,,,,,,,
1919,272592614815.46442,,,,,,,,,,,,
2000,,321573744167.86664,266753510176.98273,260063644101.65747,,,,,,,,,
2012,,319438539640.17126,266748529148.59485,260005340342.28207,,,,,,,,,
2016,,318726804797.60614,266746868805.799,259996697247.50876,,,,,,,,,
2020,272586491994.2,,,,,,,,,,,,
2113,,301467234865.4013,266716844211.63193,259787102199.2534,,,,,,,,,
2117,,300755500022.8361,266715606084.03726,259782485558.51523,,,,,,,,,
2121,272580733304.4384,,,,,,,,,,,,
2214,,283495930090.63116,266692009466.4273,259670532020.61652,,,,,,,,,
2218,,282784195248.06616,266691036410.0311,259667909999.70746,,,,,,,,,
2222,272576130119.62137,,,,,,,,,,,,
2315,,265524625315.8613,266673727924.69318,259604325992.66425,,,,,,,,,
2319,,264812890473.29608,266673014172.72046,259602651471.952,,,,,,,,,
2323,272571569633.7319,,,,,,,,,,,,
2400,,250400259911.35196,266667138204.12418,259568742427.5289,,,,,,,,,
2416,,247034273480.87643,266665977518.9692,259562044344.6798,,,,,,,,,
2420,,246192776873.25757,266665687347.6805,259561238358.32272,,,,,,,,,
2424,272564635518.8671,,,,,,,,,,,,
2517,,225786484138.50037,266659972059.67407,259541693189.16348,,,,,,,,,
2521,,224944987530.88147,266659736377.69452,259541076406.4491,,,,,,,,,
2525,272548747575.43457,,,,,,,,,,,,
2618,,204538694796.1242,266655098623.81458,259526119425.62747,,,,,,,,,
2622,,203697198188.50534,266654907376.23203,259525693247.5942,,,,,,,,,
2626,272506768811.5133,,,,,,,,,,,,
2719,,183290905453.74808,266648591602.64835,259515358430.2856,,,,,,,,,
2723,,182449408846.1292,266648331158.3768,259515018093.72842,,,,,,,,,
2727,272432151235.55344,,,,,,,,,,,,
2800,,166250599149.46622,266641483734.8671,259508466615.0042,166250599149.46622,,,,,,,,
2820,,162571891461.40833,266639705183.30606,259506764932.21866,165583531025.6621,,,,,,,,
2824,,161836149923.79684,266639349472.99396,259506565410.0824,165450117400.90118,,,,,,,,
2828,272258307662.2303,,,,,,,,,,,,
2921,,143994417636.71625,266622010465.58234,259501726998.27777,162214837000.45102,,,,,,,,
2925,,143258676099.10468,266621295454.9674,259501499921.56204,162081423375.69012,,,,,,,,
2929,271925150678.5753,,,,,,,,,,,,
3022,,125416943812.02406,266581840977.07855,259495993311.20618,158846142975.23993,,,,,,,,
3026,,124681202274.41246,266580213988.29968,259495754345.7249,158712729350.4791,,,,,,,,
3030,271228214884.8637,,,,,,,,,,,,
3103,,110518177675.38972,266514703642.26266,259491154260.20923,156144517073.83307,,,,,,,,
3123,,106839469987.33191,266497687967.9675,259489959432.8026,155422445712.95804,,,,,,,,
3127,,106103728449.72029,266494284833.10837,259489350337.30078,155278031440.78308,,,,,,,,
3131,270313880519.4303,,,,,,,,,,,,
3200,,92676445388.30914,266368367924.82672,259478234344.39227,152642470973.58948,,,,,,,,
3204,,92235228869.029,266361468368.20844,259477625248.8905,152498056701.41446,,,,,,,,
3224,,90029146272.6283,266326970585.1176,259474579771.38144,149419090627.497,,,,,,,,
3228,,89587929753.34819,266320071028.49942,259473578059.04474,148803297412.71347,,,,,,,,
3232,269262667218.45535,,,,,,,,,,,,
3305,,81094511757.20546,266122270909.0609,259454295096.56454,136949278028.13123,,,,,,,,
3325,,78888429160.80473,266070894254.66122,259449286534.88132,135819610371.80315,,,,,,,,
3329,,78447212641.5246,266060618923.78125,259444116232.12415,135593676840.5375,,,,,,,,
3333,266942406212.70633,,,,,,,,,,,,
3406,,69953794645.38188,265575880258.06952,259344587904.0477,131244456363.67453,,,,,,,,
3426,,67747712048.98118,265449974111.13132,259318736390.2617,130522079280.62479,,,,,,,,
3430,,67306495529.70104,265424792881.7437,259310792575.41214,130377603864.01491,,,,,,,,
3434,263525771057.1969,,,,,,,,,,,,
3507,,58813077533.55837,264636335106.38965,259157874139.5607,127596452094.2735,,,,,,,,
3527,,56606994937.15767,264431540879.02484,259118155065.3135,127077715790.27754,,,,,,,,
3531,,56165778417.87751,264390582033.55188,259100779193.37625,126973968529.47833,,,,,,,,
3535,259522597937.95914,,,,,,,,,,,,
3600,,48554793460.295074,263290374062.83255,258801045402.45917,125184328280.69244,,,,,,,,
3608,,48287398536.64966,263162813718.40134,258766293658.58478,124976833759.09415,,,,,,,,
3628,,47618911227.53607,262843912857.3232,258679414298.89862,124813555276.36372,,,,,,,,
3632,,47485213765.713356,262780132685.1076,258652301291.1991,124780899579.81767,,,,,,,,
3636,254377305334.8251,,,,,,,,,,,,
3709,,44911537625.62602,261108679547.87796,258130375892.98203,124152277421.30576,,,,,,,,
3729,,44243050316.51244,260674535875.87027,257994810854.48407,124051711130.60394,,,,,,,,
3733,,44109352854.68973,260587707141.46866,257957069007.92426,124031597872.46352,,,,,,,,
3737,248144751344.77118,,,,,,,,,,,,
3810,,41535676714.602455,258541134400.81824,257230538461.64786,123644417653.26158,,,,,,,,
3830,,40867189405.48886,258009557065.5843,257041829228.84888,123565055753.33221,,,,,,,,
3834,,40733491943.66614,257903241598.5375,256999626161.65903,123549183373.34634,,,,,,,,
3838,241082364018.82126,,,,,,,,,,,,
3911,,38159815803.578835,255094456173.17783,256187217118.25623,123243640058.61832,,,,,,,,
3931,,37491328494.465256,254364901517.24005,255976201782.30753,123211877764.3272,,,,,,,,
3935,,37357631032.64254,254218990586.0526,255951316024.506,123205525305.4689,,,,,,,,
3939,230145035454.08746,,,,,,,,,,,,
4000,,35185047278.023384,250584445076.124,255546922460.2323,123102297849.02258,,,,,,,,
