,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
202,,,,,,,,,,,,,
303,,,,,,,,,,,,,
400,,909.0471760433214,909.0471760433214,,,,,,,,,,
404,,,,,,,,,,,,,
505,635.2935519369362,,,,,,,,,,,,
602,,898.7473507146565,828.0874574618648,,,,,,,,,,
606,548.9712232075889,,,,,,,,,,,,
703,,893.5974380503238,786.5359880737465,,,,,,,,,,
707,478.2142927397505,,,,,,,,,,,,
800,,888.6514823231926,728.265329017619,888.6514823231926,,,,,,,,,
804,,888.2768085008835,725.8624152421087,887.0520865580377,,,,,,,,,
808,419.7731502817839,,,,,,,,,,,,
905,,878.8162944875877,627.8622391445224,846.6673434878778,,,,,,,,,
909,375.6763997249059,,,,,,,,,,,,
1006,,869.3557804742917,544.0336304090495,806.2826004177182,,,,,,,,,
1010,339.1378089333501,,,,,,,,,,,,
1103,,860.269940283304,476.8636865651502,767.4972531127128,,,,,,,,,
1107,,859.8952664609953,474.0937919736493,765.1341352997546,,,,,,,,,
1111,307.8988620370295,,,,,,,,,,,,
1200,,851.1841000923165,417.5850240841371,710.1916461484725,,,,,,,,,
1204,,850.611031035264,415.15453944372814,707.8285283355141,,,,,,,,,
1208,,850.0379619782111,412.7240548033189,703.9380148483738,,,,,,,,,
1212,283.1064303212351,,,,,,,,,,,,
1305,,836.1410373446824,371.04950927683007,609.5930627852232,,,,,,,,,
1309,,835.5679682876289,369.33097131697474,606.4996646855186,,,,,,,,,
1313,260.25142321077476,,,,,,,,,,,,
1406,,821.6710436540999,335.2971166331443,531.4847607676851,,,,,,,,,
1410,,821.0979745970475,333.893658708038,528.6254221657632,,,,,,,,,
1414,242.73430174542582,,,,,,,,,,,,
1507,,807.2010499635186,304.13015227456964,459.28646106916364,,,,,,,,,
1511,,806.6279809064654,302.9027911845296,456.9174512979082,,,,,,,,,
1515,227.95493806917526,,,,,,,,,,,,
1600,,793.8771943870415,280.4085049122652,404.20698388746877,,,,,,,,,
1608,,792.4302545067706,278.38654659565714,399.46896434495727,,,,,,,,,
1612,,791.7067845666351,277.37556743735314,397.7741025262021,,,,,,,,,
1616,215.74916449262105,,,,,,,,,,,,
1709,,774.1626385183455,258.6645870975465,356.67370342138753,,,,,,,,,
1713,,773.4391685782095,257.8930002794103,355.28975580816086,,,,,,,,,
1717,206.7758816128261,,,,,,,,,,,,
1810,,755.8950225299199,241.46866803473335,321.72902618741665,,,,,,,,,
1814,,755.1715525897846,240.79137598340643,320.6954155665216,,,,,,,,,
1818,198.80614430586465,,,,,,,,,,,,
1911,,737.627406541495,227.19675142786818,295.63035800981373,,,,,,,,,
1915,,736.9039366013593,226.63614835341303,294.6983184393819,,,,,,,,,
1919,192.28213795760007,,,,,,,,,,,,
2000,,721.5302003734766,217.36041722616258,274.8924775677088,,,,,,,,,
2012,,719.3808916745984,216.05090224349195,272.0963588564137,,,,,,,,,
2016,,718.6644554416389,215.61439724926836,271.29075078894164,,,,,,,,,
2020,186.65289188394905,,,,,,,,,,,,
2113,,701.2908767923716,206.57288131367267,251.7547551527415,,,,,,,,,
