,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
400,,574593172258.5366,574593172258.5366,,,,,,,,,,
505,395327706165.2104,,,,,,,,,,,,
707,347802162529.4009,,,,,,,,,,,,
800,,569594438892.1318,430496667258.6314,569594438892.1318,,,,,,,,,
905,,567720270857.7906,392671334696.1563,532157504274.08405,,,,,,,,,
909,342364061155.6055,,,,,,,,,,,,
1010,341615672582.3633,,,,,,,,,,,,
1107,,564114728544.106,345150669520.61005,460135972913.64905,,,,,,,,,
1111,340839666596.9928,,,,,,,,,,,,
1200,,562454751142.2614,342640242668.15857,426977545109.0925,,,,,,,,,
1212,340306026923.6222,,,,,,,,,,,,
1305,,559354635995.7385,339805889770.22955,389540610491.0447,,,,,,,,,
1309,,559236536371.1089,339697914421.7372,388604050588.6755,,,,,,,,,
1313,339887366804.23315,,,,,,,,,,,,
1410,,556254520849.2158,338957510261.5992,364955913053.8533,,,,,,,,,
1414,339483219841.90656,,,,,,,,,,,,
1507,,553390604951.9521,338222714360.92554,342244335421.4002,,,,,,,,,
1511,,553272505327.3224,338192413499.04205,342136515760.1205,,,,,,,,,
1515,339259199402.428,,,,,,,,,,,,
1600,,550644788679.3177,337707368171.6009,339737528296.6471,,,,,,,,,
1612,,550054067638.5056,337641968801.6089,339414069312.8079,,,,,,,,,
1616,339112323494.26697,,,,,,,,,,,,
1709,,545279072558.60956,337234345454.8924,336799442526.775,,,,,,,,,
1713,,545082165545.0056,337217536244.7185,336770230955.06744,,,,,,,,,
1717,338963995457.50275,,,,,,,,,,,,
1810,,540307170465.1093,336846922193.14087,336061850341.15936,,,,,,,,,
1814,,540110263451.5055,336831639139.4674,336031759585.7986,,,,,,,,,
1818,338843914876.6541,,,,,,,,,,,,
1911,,535335268371.6091,336622839181.2158,335302058768.30035,,,,,,,,,
1915,,535138361358.00525,336614228873.6591,335279396179.71814,,,,,,,,,
1919,338755856244.39056,,,,,,,,,,,,
2000,,530954087318.9208,336494965071.41095,334797816172.34845,,,,,,,,,
2012,,530015089237.82227,336478127828.7406,334729828406.60205,,,,,,,,,
2016,,529702089877.4558,336472515414.5171,334712311817.04346,,,,,,,,,
2020,338703879956.8081,,,,,,,,,,,,
2113,,522111855388.57526,336328259269.0308,334287534520.24506,,,,,,,,,
2117,,521798856028.2092,336322310562.0005,334271643161.5887,,,,,,,,,
2121,338670311892.8441,,,,,,,,,,,,
2214,,514208621539.3284,336211622828.1534,333886277714.1705,,,,,,,,,
2218,,513895622178.96234,336207058385.5207,333877354656.44135,,,,,,,,,
2222,338650803468.6987,,,,,,,,,,,,
2315,,506305387690.0814,336132334536.90576,333660970506.51154,,,,,,,,,
2319,,505992388329.71533,336129253141.08655,333655100802.8514,,,,,,,,,
2323,338634782389.84247,,,,,,,,,,,,
2400,,499654151282.2996,336086464304.03436,333536239303.7354,,,,,,,,,
2416,,497723820696.8851,336078012188.0734,333512760489.0952,,,,,,,,,
2420,,497241238050.53156,336075899159.08325,333506858323.6381,,,,,,,,,
2424,338618964533.3646,,,,,,,,,,,,
2517,,485538608876.45685,336047544982.0545,333363730811.3003,,,,,,,,,
2521,,485056026230.10333,336046375737.641,333359212803.8735,,,,,,,,,
2525,338604343036.6528,,,,,,,,,,,,
2618,,473353397056.02856,336029854982.88354,333249651123.7735,,,,,,,,,
2622,,472870814409.67487,336029173714.6461,333246420095.89453,,,,,,,,,
2626,338592117694.8775,,,,,,,,,,,,
2719,,461168185235.60034,336014551091.4885,333168067669.8275,,,,,,,,,
2723,,460685602589.24664,336013948096.7191,333165779998.46106,,,,,,,,,
2727,338580747512.8997,,,,,,,,,,,,
2800,,451395886646.9398,336002101965.4973,333121742324.65485,451395886646.9398,,,,,,,,
2820,,448277007848.4031,335999025048.29694,333110303967.82227,446102934263.4625,,,,,,,,
2824,,447653232088.6957,335998409664.8567,333109056858.47504,445044343786.7672,,,,,,,,
2828,338571094264.7721,,,,,,,,,,,,
2921,,432526669915.7915,335985090207.6693,333078814456.80615,419373524726.90204,,,,,,,,
2925,,431902894156.0842,335984540951.7027,333078018923.7552,418314934250.2065,,,,,,,,
2929,338563650052.4572,,,,,,,,,,,,
3022,,416776331983.18,335972517220.07,333058727247.2751,392644115190.34143,,,,,,,,
3026,,416152556223.4725,335972021396.08514,333058115220.12836,391585524713.64594,,,,,,,,
3030,338557294498.4942,,,,,,,,,,,,
3123,,401025994050.5686,335961570223.51605,333043273561.8238,365914705653.7807,,,,,,,,
3127,,400402218290.8611,335961139247.3276,333042661821.6841,364856115177.0852,,,,,,,,
3131,338550663027.66003,,,,,,,,,,,,
