num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,,,,,,,,,,,,,
33,,,,,,,,,,,,,
40,,172438193347.59708,172438193347.59708,,,,,,,,,,
44,126831902337.09409,,,,,,,,,,,,
55,125188670167.25845,,,,,,,,,,,,
62,,168625024669.30814,146836669876.91565,,,,,,,,,,
66,122457101406.35182,,,,,,,,,,,,
73,,166718440330.1636,134034636775.63277,,,,,,,,,,
77,119727429046.5957,,,,,,,,,,,,
80,,165505159387.0717,126649768388.67535,165505159387.0717,,,,,,,,,
84,,164094485437.53958,122429843596.12827,161007847091.62576,,,,,,,,,
88,116866712082.05331,,,,,,,,,,,,
95,,160215132076.32642,120814006474.61403,148640238279.14948,,,,,,,,,
99,112737708322.16736,,,,,,,,,,,,
102,,157746452664.64526,119199051212.44571,140769941762.11914,,,,,,,,,
106,,156335778715.11316,118276219634.06381,136272213102.08546,,,,,,,,,
110,110002573821.80115,,,,,,,,,,,,
113,,153867099303.432,117113014133.43213,128401187947.02646,,,,,,,,,
117,,152456425353.90002,116448325275.92828,124305785450.75307,,,,,,,,,
120,,151398419891.75092,115769523287.49098,121234233578.54803,,,,,,,,,
121,102029010649.30293,,,,,,,,,,,,
124,,149655869647.8844,114864453969.57452,117138831082.27463,,,,,,,,,
128,,147913319404.01788,113959384651.65811,116603823865.46036,,,,,,,,,
132,93011974567.02344,,,,,,,,,,,,
135,,144863856477.25156,111462615317.0357,115667561236.03545,,,,,,,,,
139,,143121306233.385,110035889982.9658,114842756297.20988,,,,,,,,,
143,82833758689.95836,,,,,,,,,,,,
146,,140071843306.61862,107711083517.40784,113399347654.26523,,,,,,,,,
150,,138329293062.75214,106382622679.94615,112750555663.04843,,,,,,,,,
154,68265040151.81669,,,,,,,,,,,,
157,,135279830135.98578,104410776407.01129,111615169678.4189,,,,,,,,,
160,,133972917453.08588,103565699432.89636,111085128380.39803,,,,,,,,,
161,,133239735482.64648,103284007108.19139,110908447947.72438,,,,,,,,,
165,55390000533.333084,,,,,,,,,,,,
168,,128107461689.57072,98686093177.6098,109671684919.00885,,,,,,,,,
172,,125174733807.81313,96058713788.70605,108484012382.28627,,,,,,,,,
176,30252405701.571762,,,,,,,,,,,,
179,,120042460014.73737,90104397399.93631,106405585443.02176,,,,,,,,,
183,,117109732132.97978,86701930892.06789,105360336887.09322,,,,,,,,,
187,20063551817.67005,,,,,,,,,,,,
190,,111977458339.90404,81023930775.5561,103531151914.21822,,,,,,,,,
194,,109044730458.14647,77779359280.4065,101860035174.64612,,,,,,,,,
198,15097700298.769682,,,,,,,,,,,,
200,,104645638635.51007,67943407040.69486,99353360065.28789,,,,,,,,,
201,,103837377482.69412,66304081667.40959,98935580880.39487,,,,,,,,,
205,,100604332871.43039,59746780174.26849,97168181566.69048,,,,,,,,,
209,12591060160.181995,,,,,,,,,,,,
212,,94946504801.71877,45090962943.96965,94075232767.7077,,,,,,,,,
216,,91713460190.45499,36716210240.94175,90487056452.77707,,,,,,,,,
220,11344247601.89623,,,,,,,,,,,,
223,,86055632120.7434,26379671707.533257,84207747901.6485,,,,,,,,,
227,,82822587509.47961,20473078259.871258,78928816532.55368,,,,,,,,,
231,10499873080.348251,,,,,,,,,,,,
234,,77164759439.768,16109611423.806604,69690686636.63774,,,,,,,,,
238,,73931714828.50426,13616201803.198233,65608453055.42651,,,,,,,,,
240,,72315192522.87236,12432896014.682495,63567336264.82089,,,,,,,,,
242,7403979705.490335,,,,,,,,,,,,
245,,67401916996.415184,9474631543.39315,58464544288.30682,,,,,,,,,
249,,63471296575.24945,7108019966.361672,50452836402.059006,,,,,,,,,
253,3528384167.996429,,,,,,,,,,,,
256,,56592710838.209435,5197234778.664292,36432347601.125275,,,,,,,,,
260,,52662090417.04371,4105357528.551503,28512185604.950546,,,,,,,,,
264,1425129957.9231782,,,,,,,,,,,,
267,,45783504680.00369,2482430138.3512363,14651902111.644764,,,,,,,,,
271,,41852884258.83796,1555043058.2367983,10817845336.406757,,,,,,,,,
275,872280860.0160528,,,,,,,,,,,,
278,,34974298521.79793,854873080.3959949,4108245979.7402453,,,,,,,,,
280,,33008988311.215076,654824515.298622,3797392280.3368635,33008988311.215076,,,,,,,,
282,,31833554268.791676,454775950.20124954,3486538580.933482,32910852914.03169,,,,,,,,
286,324048162.0385816,,,,,,,,,,,,
289,,27719535120.309795,332371710.3875309,2398550633.021643,32567379023.889854,,,,,,,,
293,,25368667035.46301,262426430.4939773,1965651928.509711,32371108229.523087,,,,,,,,
297,292063022.0066784,,,,,,,,,,,,
300,,21254647886.981125,199481957.87385437,1208079195.61383,32027634339.38124,,,,,,,,
302,,20079213844.55773,181497822.83953357,1072397907.1571208,31929498942.19786,,,,,,,,
304,,18903779802.134335,163513687.80521274,936716618.7004118,31831363145.65079,,,,,,,,
308,260728169.4032897,,,,,,,,,,,,
311,,14789760653.652454,114996626.3363304,461832109.1019299,31487887857.736027,,,,,,,,
313,,13614326611.229057,101134608.77379256,422435785.79405993,31389752061.188953,,,,,,,,
315,,12438892568.805662,87272591.21125473,383039462.4861896,31288674942.76995,,,,,,,,
319,155531267.73239163,,,,,,,,,,,,
320,,9500307462.747173,61474540.99870501,284548654.21651435,31035982146.72243,,,,,,,,
322,,9070639412.993462,51155320.913685106,245152330.90864417,30934905028.303417,,,,,,,,
324,,8640971363.239752,40836100.828665204,225959189.86714372,30833827909.884415,,,,,,,,
326,,8211303313.486042,30516880.74364531,206766048.82564312,30822197976.207184,,,,,,,,
330,92358483.1591936,,,,,,,,,,,,
333,,6707465139.348057,20724474.478260536,139590055.18039143,30781493208.336895,,,,,,,,
335,,6277797089.594346,17926644.116722032,127011401.7748918,30769863274.65967,,,,,,,,
337,,5848129039.840634,15128813.755183525,114432748.36939211,30727006201.61808,,,,,,,,
341,14797339.172085457,,,,,,,,,,,,
344,,4344290865.702648,9290952.919509202,70407461.4501433,30577006445.972523,,,,,,,,
346,,3914622815.948938,7622992.680745109,63207489.076363266,30534149372.930943,,,,,,,,
348,,3484954766.195227,5955032.4419810185,56007516.70258321,30451141519.821815,,,,,,,,
352,4290783.813433084,,,,,,,,,,,,
355,,1981116592.0572402,3241845.333412169,30807613.394353084,30160614033.939896,,,,,,,,
357,,1551448542.3035297,2466649.016678212,27922172.609532002,30077606180.830776,,,,,,,,
359,,1121780492.5498188,1691452.6999442547,25036731.824710913,29997835776.742245,,,,,,,,
360,,906946467.6729643,1619108.6165555727,23594011.432300366,29957950574.697987,,,,,,,,
363,2618547.714644782,,,,,,,,,,,,
366,,791733744.3231546,1185044.1162234766,14937689.077837104,29718639362.432426,,,,,,,,
368,,753329503.2065517,1040355.9494461115,13929745.856898608,29638868958.34391,,,,,,,,
370,,714925262.0899484,895667.7826687464,12921802.635960111,29573887884.02468,,,,,,,,
374,919001.5656374942,,,,,,,,,,,,
377,,580510418.181837,756770.2246781874,9394001.362675361,29346454123.90736,,,,,,,,
379,,542106177.0652337,717085.2081094566,8335353.116383106,29281473049.58812,,,,,,,,
381,,503701935.9486305,677400.1915407254,7276704.870090852,29149011978.289948,,,,,,,,
385,521831.1102565937,,,,,,,,,,,,
388,,369287092.0405194,577538.2233039531,3571436.0080679595,28685398228.746315,,,,,,,,
390,,330882850.92391604,549006.2323791609,3162080.1525604213,28552937157.44814,,,,,,,,
392,,292478609.80731285,520474.2414543689,2752724.297052884,28328909500.474197,,,,,,,,
396,449755.4679892992,,,,,,,,,,,,
399,,158063765.89920163,477560.918055346,1319978.8027765008,27544812701.065414,,,,,,,,
400,,138861645.34090006,471430.4432840571,1263595.564952899,27432798872.578445,,,,,,,,
401,,135502380.64670178,465299.968512768,1207212.3271292972,27320785044.09148,,,,,,,,
403,,128783851.25830519,453039.0189701902,1094445.8514820936,26722873605.564808,,,,,,,,
407,421381.8280970071,,,,,,,,,,,,
