evaluations,best
0,3072171365.670051
1,1043037732.7474996
2,592204975.1318628
3,164485924.29073504
4,106390064.32351927
5,78595478.1766869
6,54588255.97518532
7,35398445.46482196
8,24365615.535877556
9,19351501.281366594
10,17760245.34022268
11,15514709.350391777
12,14790822.293476498
13,13012040.447510077
14,12511488.234006992
15,12090015.528469801
16,10776077.126331769
17,8355441.786335088
18,5741037.276183885
19,5150117.497885992
20,4206225.617483937
21,3950813.1014447045
22,3692387.7972325836
23,2625016.7405323326
24,2346419.4721400924
25,1506855.2053584422
26,1377178.6079249058
27,1349528.3579492888
28,1328238.0707789906
29,1270429.3760862874
30,1180653.779496871
31,1153519.5604246336
32,1097207.8090259957
33,998228.384449387
34,837283.4377899483
35,641356.478415473
36,611769.6670694682
37,495540.2680226638
38,476909.136552228
39,452496.7786875372
40,426505.3777099466
41,417444.4089928096
42,412153.30806146935
43,408680.31687776354
44,405591.58775002486
45,400291.01837364654
46,395048.6010515375
47,388262.3418710399
48,387379.4846196505
49,382897.47178175324
50,381343.279419257
51,378129.24578592303
52,375405.9335029973
53,370587.4940272014
54,365506.2074647064
55,361414.5699931666
56,353299.71401408984
57,347760.65834480687
58,336448.5201520082
59,326817.1291191804
60,319120.45073693467
61,310968.06926110655
62,301650.11257340293
63,282251.9946951166
64,266342.1213085628
65,244474.08993606514
66,220298.99631514386
67,173560.27783859125
68,152281.92451950183
69,139931.16236351494
70,128204.34960243643
71,115467.71741365119
72,104568.58888877055
73,96347.4464230276
74,94409.5555109928
75,91888.41041292447
76,87069.73817173652
77,81134.21011238621
78,79590.17287054661
79,76731.06700416618
80,76199.23843179064
81,75250.25950427807
82,73287.9410445644
83,70518.63452369082
84,68992.20714061514
85,64740.0259983025
86,63995.497480901555
87,63480.27922254526
88,61877.07865345479
89,60573.430557437525
90,59762.376696707404
91,59374.01805535646
92,59013.14806060514
93,58757.907626240594
94,58194.30906437429
95,56913.311888924196
96,55639.41764492426
97,53712.20861430881
98,50550.16528513182
99,49495.681153433674
100,48826.19828813111
101,48318.55646655668
102,47021.911324106186
103,46556.58268029058
104,46015.73666246749
105,45739.581238291954
106,45481.13289714068
107,44911.99240493082
108,44781.76102177218
109,44028.77772820308
110,43888.99458108166
111,43849.439176737666
112,43782.282343450985
113,43745.47890017634
114,43545.752038804974
115,43299.18867143117
116,42775.615671580024
117,42392.259839601815
118,42048.46175667938
119,41784.61134086458
120,41622.89016167146
121,41248.730142848566
122,41100.99209553156
123,40850.28393468039
124,40347.95481166478
125,39524.16063567817
126,38472.2458321692
127,37191.42702226346
128,36716.54438771556
129,36143.76347999924
130,35760.84282485553
131,35119.060592734444
132,34200.679213285526
133,33966.017189396225
134,33863.086479170226
135,33538.06136166056
136,33277.6789569319
137,32818.4329642201
138,32384.01015125208
139,31511.473726303553
140,30957.123168698097
141,30296.02670686482
142,30000.242948768293
143,29529.584609053833
144,28850.119232609897
145,28090.271613898913
146,26809.67105542184
147,25868.92462864629
148,25600.156110248514
149,25361.814450828613
150,25003.55600752354
151,24213.768073545798
152,23354.27588561436
153,22397.09599312375
154,21724.197948963654
155,21311.38311651108
156,21183.691951865534
157,21050.859183530865
158,20982.285049345446
159,20634.237902209323
160,20573.57228783084
161,20312.92852760522
162,20030.21318103751
163,19992.96382305601
164,19809.518875661277
165,19786.151074479785
166,19625.310328125743
167,19428.820709047333
168,19359.51283279895
169,19225.155149718794
170,19160.01469955235
171,19136.553776973422
172,19097.985722842546
173,19044.180238127246
174,18956.577125549888
175,18858.628543886934
176,18827.05061725786
177,18760.52281959066
178,18727.55621638583
179,18701.79411724231
180,18672.548204133807
181,18665.64367744077
182,18641.54893525822
183,18617.035329486018
184,18587.100532659664
185,18569.44766914671
186,18551.39981706463
187,18533.96927575932
188,18526.337782635168
189,18501.303975939718
190,18453.951377338664
191,18376.998407531173
192,18263.974796665585
193,18197.52593467646
194,18167.955105755074
195,18132.21777402306
196,18101.102232695448
197,18051.210897586785
198,18001.921823635534
199,17891.37052110151
200,17776.604956488532
201,17717.28301632567
202,17630.96281847914
203,17572.17941022146
204,17522.51736355028
205,17413.699969666657
206,17348.02864947515
207,17303.694462583884
208,17252.55263232016
209,17177.951868509357
210,17072.179855674753
211,16940.64167178994
212,16418.010676701837
213,16265.268059898084
214,15837.30379451173
215,15735.676830454298
216,15602.052405441975
217,15400.012998461547
218,15130.688122288955
219,15060.081109476494
220,14859.039920625313
221,14841.729841250297
222,14817.13314939848
223,14798.48989037887
224,14761.679522217166
225,14716.300893801983
226,14683.745342243245
227,14651.277586652002
228,14616.335082456402
229,14589.236079301329
230,14557.365336282473
231,14537.024692043871
232,14507.13292481153
233,14459.30297838895
234,14408.916879956563
235,14368.926227356715
236,14263.652590931566
237,14191.88634148909
238,14121.595562015673
239,14077.203217983797
240,13962.106300789299
241,13776.17089669519
242,13687.220041829296
243,13597.504345362737
244,13548.225340709756
245,13538.105091310761
246,13509.765040749078
247,13484.231602260674
248,13458.61342070596
249,13421.707490436418
250,13367.49963936076
251,13293.91765025944
252,13025.998197834502
253,12741.158015084207
254,12571.26614905709
255,12388.711213690078
256,12312.820217944189
257,12239.73587408725
258,12072.056400494665
259,11991.209929184904
260,11845.427190297272
261,11690.751684554605
262,11634.316789189012
263,11501.72242117387
264,11412.49551151847
265,11295.772035831667
266,11247.070721560918
267,11188.892049526097
268,11107.072073855326
269,10989.793234540917
270,10704.172279388547
271,10676.567346579437
272,10530.169899531034
273,10390.381266125121
274,10132.212633692872
275,9860.276133815114
276,9436.742694844519
277,9209.274370248388
278,8974.511528959703
279,8902.607874068333
280,8789.023979856935
281,8565.687430165546
282,8469.55679659061
283,8387.736002997186
284,8341.641547582585
285,8280.594091297913
286,8164.886542098087
287,7981.373935522587
288,7822.415337197773
289,7516.412751106679
290,7232.49923493395
291,7092.45478723267
292,7024.228453035133
293,7013.376950784046
294,6968.66492521761
295,6950.203079303445
296,6897.618195748417
297,6841.369049309616
298,6816.274422436523
