evaluations,best
0,7853121259.362752
1,1455341641.1526434
2,1092134448.985737
3,413141595.3973313
4,241183524.92859864
5,134223704.2153653
6,88020982.7030778
7,56996969.19991433
8,33804435.7499745
9,16813358.888299033
10,9309004.838349843
11,5151046.92516423
12,4688362.011791758
13,4346678.387294805
14,3871737.3718413827
15,3106322.5501331156
16,2915310.872788445
17,2610582.9587249905
18,2508015.38311835
19,2472393.2955865664
20,2436249.232508034
21,2309452.2177164895
22,2137789.214834384
23,1873479.9273803234
24,1820937.4184058988
25,1653559.644735104
26,1575036.9033252425
27,1498364.1381192
28,1465683.2431878885
29,1388226.7959975014
30,1342770.8552571933
31,1283715.1398693745
32,1214200.2267381197
33,1155704.4216768674
34,944077.9976835869
35,751914.6719733762
36,626953.7603785576
37,601652.5385717632
38,578798.6167615048
39,570170.6300864746
40,565588.1241738917
41,557785.3272000011
42,540738.5262196867
43,513912.0505020936
44,502146.90343623335
45,495296.2014155306
46,491880.34804517333
47,490199.9189003295
48,484754.9111838119
49,479256.3281785311
50,470354.6096795279
51,461826.6044717243
52,453297.29098333616
53,443950.94294784707
54,434051.3636523248
55,431642.4301828216
56,424338.86021181033
57,422007.91348002135
58,415674.6458380276
59,408308.91364038055
60,396975.2336742143
61,395503.00194186333
62,389686.4542388401
63,386264.87610890117
64,381568.319391741
65,377733.4369625524
66,371769.75848301896
67,367449.9339116474
68,363828.6788794499
69,361172.4369557665
70,357240.04937393096
71,354819.23177390656
72,350207.6576295675
73,348603.49747007736
74,347254.5957782997
75,346562.1394103479
76,345964.31479266303
77,345440.0104549441
78,339363.3393194065
79,333032.65968982765
80,325471.7759627951
81,322881.8393086413
82,318870.26371653564
83,318016.1933391243
84,316280.7898506313
85,313842.5474042504
86,310429.8205795559
87,305053.3949113781
88,292724.07685974037
89,287245.2581040073
90,269440.11396102875
91,254640.9496424017
92,239418.68148501203
93,221361.38950785733
94,206975.99251934374
95,201273.41044244068
96,195475.12234886741
97,194334.05121898564
98,194074.19403747685
99,193285.49456058297
100,192296.55187118394
101,190378.59294797218
102,188229.55209161158
103,186127.14161071455
104,183915.49946194273
105,182340.17783384075
106,179084.40714986416
107,176198.609678921
108,171194.27336407284
109,169064.54306396988
110,164979.55911481802
111,163554.96493135177
112,162514.53385527962
113,161554.08276544843
114,160802.62351564513
115,160141.244607468
116,159514.60629164777
117,159091.94164603032
118,157604.32789609596
119,156696.53901350152
120,154536.49748077578
121,150430.31301423747
122,141563.79065831634
123,138434.7490606893
124,134777.7292820512
125,133962.74572525648
126,133260.08072752669
127,132796.08442987016
128,131294.06881247018
129,129365.31076770235
130,126069.06563854631
131,122213.94443735728
132,114627.92460546242
133,108694.71911590315
134,101388.03445090853
135,95150.12395569266
136,94290.5338124956
137,92237.41251266084
138,91854.80314165988
139,89689.24849299986
140,88982.46943766039
141,88397.4239304605
142,87663.12751168013
143,85397.06808754939
144,84187.88659216133
145,83691.73559632336
146,83065.7636705679
147,82885.90915213022
148,82797.8693677401
149,82660.37894869226
150,82458.26410403401
151,82185.47744449283
152,82043.64175468597
153,81749.1860720107
154,81450.8835097966
155,81225.44144990023
156,81014.0770179932
157,80821.21509087087
158,80577.63993208244
159,80339.42204218452
160,80243.37310157115
161,80099.54508229221
162,80049.25959065689
163,79840.21364736637
164,79616.10329960288
165,79409.07367170976
166,79138.34088480686
167,78942.21832063426
168,78247.65616151968
169,77997.8051464545
170,77773.71049627678
171,77452.94192023609
172,77222.50367457293
173,76693.35240035078
174,75974.73410954658
175,75337.23185182748
176,75051.62718125092
177,74606.98549299003
178,74211.79423037087
179,73690.30085282469
180,73161.22882692251
181,72934.98471357916
182,72175.17552806895
183,71631.3798285093
184,70594.69549955305
185,70178.0041492805
186,69885.58874552138
187,69588.27863960603
188,69236.89156535908
189,68528.29454507951
190,68330.42936434817
191,67810.98657243657
192,67081.10964140494
193,66001.71872489725
194,64992.421337016036
195,63026.019872925484
196,61766.49541837907
197,59198.71538609373
198,57460.065602213734
199,56998.03874442191
200,56458.27138392817
201,56190.09421403031
202,55639.64067523424
203,54572.40654890934
204,53477.097850407685
205,51916.337247908574
206,50954.29378196105
207,50751.532210245845
208,50419.61997392757
209,50152.123328897105
210,49714.28702752887
211,49255.75362327519
212,48591.8829825181
213,47873.68140187552
214,47433.16280597688
215,47250.77867211856
216,47028.03712326371
217,46886.12542341276
218,46283.09104435315
219,46010.41058081076
220,45670.80243743988
221,45319.30912630614
222,45014.58354900608
223,44698.69193679625
224,44535.09144204441
225,44287.65194929402
226,44050.07362349168
227,43757.156912646955
228,43055.90912995678
229,42422.205387929105
230,41890.779636601044
231,41455.86741690146
232,40969.47562854187
233,40050.853528196385
234,39866.94753226628
235,39410.869782199006
236,39019.714799669055
237,38863.285879257404
238,38733.46631396487
239,38619.58993716989
240,38517.855218153185
241,38427.994321644815
242,38292.51518582922
243,38096.07208701938
244,37761.111341572505
245,37405.41925988956
246,37000.78475207348
247,36801.87738583814
248,36331.28373369191
249,35410.327486792194
