evaluations,best
0,5571973434.43042
1,5315131776.162346
2,5009224372.783122
3,4934189573.586883
4,4910266483.061469
5,4883927908.943465
6,4873509075.878508
7,4864573942.387751
8,4858621451.975448
9,4850325109.259482
10,4836156234.241833
11,4809069533.544995
12,4551337338.092352
13,2461533385.630871
14,2253444880.1830406
15,2074754624.7975402
16,1845425648.5259652
17,1413435991.557922
18,1153015305.9274085
19,687400182.4251258
20,81030718.9552748
21,41893877.44480158
22,14155133.476743814
23,1029671.2879837381
24,3492.049564080128
25,433.52369058846364
26,113.3845629473451
27,0.24363306394479595
28,0.0015068520515076208
29,6.77356262128637e-08
30,9.847229747377537e-11
31,9.847229747377537e-11
