num_evaluations,best
44,36970510790.49094
66,31856711492.442875
88,30576628929.50446
99,29819053817.63217
121,22661267912.923717
143,22659857798.86903
220,9781974691.886461
242,9768104180.928946
264,9648123465.594202
297,5243689538.194038
319,5243326492.877745
396,2015197077.5692613
418,2015191707.1045253
517,1189816204.244798
528,448863718.17415076
539,204227759.15004572
550,17741.538353080014
561,6297.273561740558
572,104.27075141217954
583,100.01776282286468
594,100.00001081444186
605,100.00000842472663
616,100.00000841336124
