num_evaluations,best
44,94951948364.62851
66,83289133332.26628
88,81747211347.67136
99,79667801938.55411
121,60056089269.66958
143,60055774397.59283
231,47010447728.94247
253,43920591841.24259
275,42715717384.77792
297,31416211878.239563
319,31411659068.227562
385,20118184725.86188
407,20118107870.996082
506,8892436186.768675
517,5400715341.161453
528,1140361605.1630738
539,44778654.18710539
550,71434.85633117681
561,22586.266015361136
572,180.6408973219345
583,100.59548038950126
594,100.00012888165605
605,100.00000905644283
616,100.00000840968126
