num_evaluations,best
44,37901709937.77022
55,24487051952.253357
77,23735335064.521984
99,23529178120.49644
132,15596938741.156677
154,15596834358.31681
242,11339328212.75895
264,10969686376.110594
275,10310385503.98726
297,4836324101.380601
319,4835089046.35052
385,2033105686.5056684
407,2033096413.817466
495,1645038446.3160012
506,959676426.1739954
517,119121721.68081638
528,50755066.10255738
539,89207.42736577446
550,735.5544005678528
561,100.0280933348985
572,100.00025481110792
583,100.00000396799908
605,100.00000353116496
