evaluations,best
0,6093481177.451201
1,5159698264.906656
2,4784418274.685005
3,4680461918.284616
4,4629884936.343765
5,4612903028.06294
6,4585750598.163443
7,4564671648.823158
8,4546555067.934253
9,4526687844.35762
10,4509848513.745452
11,4503612001.474715
12,4499686466.085141
13,4495938124.023512
14,4492858295.322062
15,4490796830.267292
16,4487730617.995169
17,4485078971.076206
18,4481965252.831938
19,4478698104.8390465
20,4473024638.615202
21,4463947865.311117
22,4447702569.300749
23,4420372696.804364
24,4375953429.885423
25,4297217512.660083
26,4146639713.0087986
27,3897410647.8352695
28,3457590531.4773912
29,2851481499.6893578
30,2266455149.5863895
31,1795738623.5913665
32,1642835062.4952462
33,1579840339.4950435
34,1505819797.5728202
35,1452913017.7933555
36,1363205394.0523717
37,1212053965.0842614
38,975320527.10644
39,616048322.8410935
40,450739872.68674546
41,383752195.2199539
42,298110211.5421722
43,173451929.87006992
44,46743929.225533485
45,26878725.846079864
46,16359434.446285667
47,4540433.892707739
48,503841.78974963236
49,111595.96039286777
50,38013.79860673655
51,8829.479880595603
52,412.1575696380474
53,3.7819838905469676
54,8.501699604013426e-05
55,1.4629352242120887e-08
56,2.2581393976421534e-10
