evaluations,best
0,1735293284.2614264
1,1631176970.715592
2,1475783839.3956065
3,1083712168.95909
4,708556974.297707
5,419969249.5519504
6,222159641.54159924
7,222159641.54159924
8,222159641.54159924
9,222159641.54159924
10,222159641.54159924
11,198806498.6568865
12,117228538.78423595
13,117228538.78423595
14,117228538.78423595
15,117228538.78423595
16,117228538.78423595
17,117228538.78423595
18,117228538.78423595
19,117228538.78423595
20,102046808.92391129
21,102046808.92391129
22,102046808.92391129
23,96397553.6704898
24,83516441.84084903
25,83516441.84084903
26,83516441.84084903
27,83516441.84084903
28,68670369.22733764
29,68670369.22733764
30,68670369.22733764
31,44347947.066693194
32,44347947.066693194
33,44347947.066693194
34,44347947.066693194
35,44347947.066693194
36,44347947.066693194
37,24075389.87921578
38,24075389.87921578
39,18355921.845125616
40,18355921.845125616
41,17868260.146098774
42,14994657.39263254
43,14994657.39263254
44,14994657.39263254
45,13321339.45477762
46,12291270.36178331
47,11179914.875640836
48,11179914.875640836
49,8951107.992877614
50,8655616.320505578
51,8655616.320505578
52,6816234.098631175
53,6816234.098631175
54,6816234.098631175
55,5440771.118175908
56,4852881.994814756
57,4008355.336984141
58,4008355.336984141
59,3719531.414335826
60,3719531.414335826
61,2693917.229825381
62,1742154.7096958412
63,1207955.6528493057
64,1207955.6528493057
65,1207955.6528493057
66,1180436.2951279136
67,794370.8613928809
68,794370.8613928809
69,656283.0671995129
70,656283.0671995129
71,550199.2928557559
72,550199.2928557559
73,515304.97777816356
74,515304.97777816356
75,495681.78779888403
76,495681.78779888403
77,419280.9636800174
78,419280.9636800174
79,419280.9636800174
80,363699.70627731
81,334720.4028746208
82,334720.4028746208
83,334720.4028746208
84,243120.4469588761
85,243120.4469588761
86,243120.4469588761
87,243120.4469588761
88,233160.02209459638
89,169446.66595477366
90,169446.66595477366
91,146872.4106627406
92,146872.4106627406
93,146872.4106627406
94,139337.4733702226
95,109279.2497360428
96,109279.2497360428
97,105788.5078444344
98,105788.5078444344
99,105788.5078444344
100,88189.36070692701
101,88189.36070692701
102,88189.36070692701
103,75680.7082473775
104,75680.7082473775
105,75256.41770149606
106,75256.41770149606
107,75256.41770149606
108,68978.01984642059
109,68978.01984642059
110,68978.01984642059
111,68978.01984642059
112,60470.16250678316
113,48034.364156165844
114,48034.364156165844
115,48034.364156165844
116,48034.364156165844
117,48034.364156165844
118,45478.944048156816
119,45478.944048156816
120,44316.65067065935
121,44316.65067065935
122,44316.65067065935
123,38984.21619782681
124,32722.35812376241
125,32722.35812376241
126,29097.406859883085
127,29097.406859883085
128,26267.388812338086
129,22114.753715916715
130,21628.79793908996
131,21628.79793908996
132,19391.00551766619
133,19391.00551766619
134,16552.376342183354
135,16552.376342183354
136,16552.376342183354
137,16552.376342183354
138,14580.478283381997
139,14580.478283381997
140,14580.478283381997
141,14365.476507911782
142,14365.476507911782
143,12989.89188688947
144,12989.89188688947
145,10767.131752347239
146,10767.131752347239
147,9272.890139824223
148,9272.890139824223
149,8009.722457970584
150,8009.722457970584
151,8009.722457970584
152,8009.722457970584
153,8009.722457970584
154,7469.865503222194
155,6510.4704150489715
156,6510.4704150489715
157,6510.4704150489715
158,6085.653284604613
159,6085.653284604613
160,6085.653284604613
161,4646.792400987708
162,4646.792400987708
163,4646.792400987708
164,4646.792400987708
165,3618.4520041497103
166,3116.8715334771287
167,3116.8715334771287
168,3116.8715334771287
169,3116.8715334771287
170,3116.8715334771287
171,3116.8715334771287
172,3116.8715334771287
173,2955.723349085203
174,2499.2223345250127
175,2319.6779507592623
176,2230.6413192081163
177,1712.89903482147
178,1508.8186026557848
179,1167.0496131538048
180,1167.0496131538048
181,1017.9097764728564
182,650.2218690274452
183,650.2218690274452
184,569.6929421244255
185,569.6929421244255
186,569.6929421244255
187,345.7616428987545
188,262.1331055372761
189,229.83295311200172
190,229.83295311200172
191,211.82153250049208
192,158.90430987473317
193,158.90430987473317
194,115.41822500297017
195,100.81520188379086
196,100.81520188379086
197,42.430255698086974
198,42.430255698086974
199,33.60560398046295
200,30.63536549339941
201,30.63536549339941
202,22.18905845716689
203,14.506590655128704
204,14.506590655128704
205,13.44357962230217
206,9.35837558762143
207,9.21610511179878
208,7.112968903599676
209,7.112968903599676
210,5.177908463739428
211,4.781555618441566
212,4.781555618441566
213,3.786449726161715
214,2.809504452232841
215,1.7932453457013757
216,1.7932453457013757
217,1.5277393299902786
218,1.2340221078419693
219,0.8440897820036172
220,0.8440897820036172
221,0.6245225796943115
222,0.4948860983466355
223,0.4948860983466355
224,0.4948860983466355
225,0.43526091333170386
226,0.2301192589445611
227,0.15137704606288555
228,0.15137704606288555
229,0.10992415783392637
230,0.09302278252521685
231,0.05767587348018975
232,0.05707411088999602
233,0.03833492962252142
234,0.03833492962252142
235,0.02761413314645812
236,0.020642506587318737
237,0.020521460200409715
238,0.017682034727468716
239,0.017682034727468716
240,0.012933308425040478
241,0.010255067598402764
242,0.009900395164489057
243,0.006468115545965665
244,0.005085738700876348
245,0.005085738700876348
246,0.0039698454593315845
247,0.0037533682949911933
248,0.0015589141491409826
249,0.0015589141491409826
250,0.001390479720295945
251,0.0011516724795487968
252,0.0011516724795487968
253,0.001124747702410063
254,0.0007347205438448234
255,0.000615211380825865
256,0.0005716397297549419
257,0.0003967747660158834
258,0.0003967747660158834
259,0.0003868215150518832
260,0.00023143167132796028
261,0.0001584458265480916
262,0.0001584458265480916
263,0.00014793068780019964
264,7.380655664393158e-05
265,7.380655664393158e-05
266,7.380655664393158e-05
267,6.769966672949138e-05
268,3.0901327371635295e-05
269,3.0901327371635295e-05
270,3.0901327371635295e-05
271,3.0901327371635295e-05
272,3.0901327371635295e-05
273,2.719930386189862e-05
274,1.2531145749449186e-05
275,1.2531145749449186e-05
276,1.2531145749449186e-05
277,8.105123824928006e-06
278,4.951081078332401e-06
279,4.951081078332401e-06
280,4.694503907113665e-06
281,4.4227972571325225e-06
282,4.4227972571325225e-06
283,4.386380637326095e-06
284,4.157444081320569e-06
285,2.623201768098451e-06
286,2.17425617686678e-06
287,1.838374893088562e-06
288,1.1837401729264912e-06
289,1.0140585552052107e-06
290,5.717631848629783e-07
291,5.717631848629783e-07
292,5.717631848629783e-07
293,5.717631848629783e-07
294,4.406178948814239e-07
295,2.851691434024606e-07
296,2.8167948288864915e-07
297,1.8794034613985452e-07
298,1.8794034613985452e-07
299,1.2832641744370816e-07
300,1.2832641744370816e-07
301,1.2832641744370816e-07
302,9.58406295979532e-08
303,8.323778198895368e-08
304,7.984406888583809e-08
305,7.209070624910007e-08
306,6.320770448617537e-08
307,4.4862870354299225e-08
308,3.364569171133221e-08
309,3.364569171133221e-08
310,2.1219536190065407e-08
311,2.1219536190065407e-08
312,8.898926345629723e-09
313,8.898926345629723e-09
314,8.898926345629723e-09
315,8.898926345629723e-09
316,8.571920489544857e-09
317,4.397719200126195e-09
318,3.5151673443902228e-09
319,2.982737989338532e-09
320,2.625844276172893e-09
321,2.625844276172893e-09
322,1.8438887980731965e-09
323,1.4503807867104776e-09
324,1.1973814425943714e-09
325,1.0566682666221693e-09
326,6.420621718278053e-10
327,5.627812208550745e-10
328,5.627812208550745e-10
329,3.9022283586018454e-10
330,3.1153025489625367e-10
331,3.1153025489625367e-10
