num_evaluations,best
44,88206475789.36705
55,65431358938.12773
77,62430259717.91604
99,61987587769.43343
132,44631575503.75773
154,44631448817.53716
253,25915296569.11601
264,22675484282.50231
286,22204826164.45374
308,17705625774.427555
330,17705132271.638004
407,12680107946.834814
429,12677990844.661503
495,7519011814.366606
506,1214346844.2704647
528,138134420.12530407
539,675970.4449989209
550,12592.036351820749
561,3075.448458287815
572,100.2428276455625
583,100.00020411967417
594,100.00000836841734
