num_evaluations,best
40,106152961337.70131
84,88593067215.79778
95,62629865894.25281
117,61132581737.08544
139,60979507162.44293
161,60971233972.3016
183,60971105128.74995
227,60951732086.23058
271,57875072781.99645
293,31650684286.960453
315,31581091611.40995
359,20762680172.062397
370,4665249853.657461
381,30698372.712765705
403,191620.5320514317
414,110.82182032331482
425,100.15241719818971
436,100.00071985536056
447,100.00000868428539
458,100.0000084355902
469,100.00000841171348
480,100.0000084115241
579,100.0000084115241
