evaluations,best
0,10401146861.948795
1,9143864045.473946
2,8807289385.471859
3,8615358041.631481
4,8576611626.119974
5,8523692302.108398
6,8507577088.709246
7,8487101353.387983
8,8480520761.914503
9,8471695043.575001
10,8462218407.896124
11,8450213765.988238
12,8446903351.528337
13,8443518650.69096
14,8439066416.617279
15,8432643485.905861
16,8430793401.749303
17,8427313470.889687
18,8421448495.476189
19,8413968774.225029
20,8400812651.897774
21,8381249629.464207
22,8346075663.946373
23,8285149194.2999
24,8173368426.701592
25,7982818871.873428
26,7625167044.682914
27,6964937276.988443
28,5850743279.385775
29,5674130570.294818
30,5357845321.785687
31,5000366196.113075
32,4837945286.219926
33,4674049572.9529085
34,4564900440.747331
35,4383302115.666502
36,4046814619.0593066
37,3450641027.4679475
38,2550832748.1073804
39,2389413827.0270348
40,2114074292.5127218
41,1832299875.8552692
42,1374052401.366688
43,708719208.3197922
44,357763040.80510646
45,285397243.4892
46,183805793.4515431
47,54979674.31558872
48,17381463.032980546
49,7437186.730541272
50,2096904.2961456166
51,897367.7617948873
52,457729.34549937333
53,120546.27101211509
54,15613.17270175394
55,1543.4982533933783
56,132.48551986056307
57,61.19583849533117
58,3.2586815861898573
59,0.13635937172158483
60,0.0002869910418904871
61,5.557180064328615e-07
62,2.383722783426987e-10
63,2.259204964937056e-10
64,2.259204964937056e-10
