evaluations,best
0,8874166928.57809
1,7467890567.476213
2,6739909631.030343
3,6504689626.995304
4,6385656190.29974
5,6351708521.841246
6,6313859334.874561
7,6269355540.083527
8,6248863450.6579
9,6224644459.947133
10,6209874853.499354
11,6203963296.789718
12,6200878374.213033
13,6197579622.97592
14,6193665804.875079
15,6187762603.237955
16,6183936995.677729
17,6181242056.012963
18,6177097547.480628
19,6170722789.31122
20,6163838956.065263
21,6150946318.88146
22,6126699371.72608
23,6083406214.585765
24,6001706297.983878
25,5868973926.75155
26,5617178576.50633
27,5181786374.73121
28,4411503208.863037
29,3821167596.6379194
30,3107475824.354183
31,2917358437.576147
32,2842004223.7001653
33,2742329595.1245804
34,2614621049.7884927
35,2506789071.0280104
36,2302809574.7362776
37,1944481600.7840738
38,1445949561.414792
39,1350042031.7167778
40,1191517091.8515034
41,1062954014.2894418
42,897317842.9641854
43,616742085.7880323
44,256613091.6537273
45,188229076.6357234
46,113460546.38795976
47,30416250.064840674
48,2591915.102299622
49,695396.1366734209
50,268291.32993943256
51,159221.0400001704
52,54095.5782776013
53,409.2325499896937
54,22.28700706589828
55,14.235271752752237
56,2.7065433943836594
57,0.014746046114454778
58,0.0005029696154962822
59,2.3445296054775272e-08
60,2.3228630606364372e-10
61,2.259390605455086e-10
