num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,1798064077790095.2,,,,,,,,,,,,
33,1.7372381004759568e+17,,,,,,,,,,,,
40,,2.1643823761173037e+17,2.1643823761173037e+17,,,,,,,,,,
44,1.7371717542860454e+17,,,,,,,,,,,,
62,,2.1219849884976314e+17,1.8885272007090528e+17,,,,,,,,,,
73,,2.0795876008779594e+17,1.6128026374071507e+17,,,,,,,,,,
77,1.7371054400681322e+17,,,,,,,,,,,,
80,,2.0371902132582877e+17,1.6126943198708493e+17,2.0371902132582877e+17,,,,,,,,,
84,,1.9782556161175747e+17,1.6125860023345475e+17,1.908314662813477e+17,,,,,,,,,
88,1.737038461392991e+17,,,,,,,,,,,,
102,,1.9193210189768614e+17,1.612572968635958e+17,1.779439112368667e+17,,,,,,,,,
106,,1.8603864218361488e+17,1.6125599349373683e+17,1.6505870352199664e+17,,,,,,,,,
110,1.736971487170649e+17,,,,,,,,,,,,
113,,1.8014518246954358e+17,1.6125469012387795e+17,1.521734958071266e+17,,,,,,,,,
117,,1.7425172275547232e+17,1.61253386754019e+17,1.5216856165121152e+17,,,,,,,,,
120,,1.68358263041401e+17,1.6125208338416013e+17,1.5216362749529645e+17,,,,,,,,,
121,1.7369512307879248e+17,,,,,,,,,,,,
124,,1.65349718147637e+17,1.6125078001430125e+17,1.5215869333938134e+17,,,,,,,,,
128,,1.6234117325387296e+17,1.6124947664444234e+17,1.5215755629959232e+17,,,,,,,,,
132,1.7369309744052006e+17,,,,,,,,,,,,
139,,1.5933262836010893e+17,1.6124817382250643e+17,1.521564192598033e+17,,,,,,,,,
143,1.736910718022476e+17,,,,,,,,,,,,
146,,1.563240834663449e+17,1.6124687100057027e+17,1.5215528222001424e+17,,,,,,,,,
150,,1.533155385725809e+17,1.6124556817863405e+17,1.521541451802252e+17,,,,,,,,,
157,,1.5030699367881686e+17,1.6124440725414166e+17,1.5215300814043613e+17,,,,,,,,,
160,,1.4729844878505286e+17,1.6124324632964928e+17,1.5215187334741766e+17,,,,,,,,,
161,,1.3883047617029018e+17,1.612420854051569e+17,1.5215073855439917e+17,,,,,,,,,
176,1.7368904616397443e+17,,,,,,,,,,,,
183,,1.303625035555275e+17,1.612420854051563e+17,1.5214960376138067e+17,,,,,,,,,
187,1.7368702052570093e+17,,,,,,,,,,,,
190,,1.2189453094076483e+17,1.6124208540515587e+17,1.5214846896836218e+17,,,,,,,,,
194,,1.1342655832600213e+17,1.6124208540515546e+17,1.521474627537461e+17,,,,,,,,,
198,1.7368499488742755e+17,,,,,,,,,,,,
200,,1.0495858571123946e+17,1.612420854051553e+17,1.5214645653913005e+17,,,,,,,,,
201,,8.875728024620358e+16,1.6124208540515517e+17,1.52145450324514e+17,,,,,,,,,
216,,7.255597478116771e+16,1.61242085405155e+17,1.52145450324514e+17,,,,,,,,,
227,,5.635466931613184e+16,1.6124208540515478e+17,1.52145450324514e+17,,,,,,,,,
240,,4.0153363851095976e+16,1.6124208540515475e+17,1.52145450324514e+17,,,,,,,,,
249,,3.182931807935732e+16,1.6124208540515475e+17,1.52145450324514e+17,,,,,,,,,
267,,2.3505272307618664e+16,1.6124208540515475e+17,1.52145450324514e+17,,,,,,,,,
280,,1.518122653588001e+16,1.6124208540515475e+17,1.52145450324514e+17,1.518122653588001e+16,,,,,,,,
282,,1.215410430104679e+16,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535879766e+16,,,,,,,,
302,,9126982066213572.0,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535879524e+16,,,,,,,,
313,,6099859831380353.0,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535879232e+16,,,,,,,,
315,,3072737596547133.0,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535878944e+16,,,,,,,,
320,,45615361713912.73,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535878656e+16,,,,,,,,
322,,40547096413386.14,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535878364e+16,,,,,,,,
324,,35478831112859.55,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535878076e+16,,,,,,,,
326,,30410565812332.95,1.6124208540515475e+17,1.52145450324514e+17,1.5181226535878074e+16,,,,,,,,
335,,25342300511806.367,1.6124208540515475e+17,1.52145450324514e+17,1.518122653587807e+16,,,,,,,,
337,,20274035211279.777,1.6124208540515475e+17,1.5214545032451395e+17,1.5181226535878036e+16,,,,,,,,
346,,15205769910753.182,1.6124208540515475e+17,1.5214545032451395e+17,1.5181226535878e+16,,,,,,,,
348,,10137504610226.598,1.6124208540515475e+17,1.5214545032451395e+17,1.5181226535877964e+16,,,,,,,,
359,,5069239309700.004,1.6124208540515475e+17,1.5214545032451395e+17,1.518122653587793e+16,,,,,,,,
360,,974009173.4117584,1.6124208540515475e+17,1.5214545032451392e+17,1.5181226535877894e+16,,,,,,,,
364,1.7368296924915514e+17,,,,,,,,,,,,
368,,836262850.9406471,1.6124208540515475e+17,1.5214545032451392e+17,1.518122653587786e+16,,,,,,,,
370,,698516528.469536,1.6124208540515475e+17,1.5214545032451392e+17,1.518122653587783e+16,,,,,,,,
379,,560770205.9984248,1.6124208540515475e+17,1.521454503245139e+17,1.5181226535877802e+16,,,,,,,,
381,,423023883.5273136,1.6124208540515472e+17,1.521454503245139e+17,1.5181226535877756e+16,,,,,,,,
386,1.7368101617126858e+17,,,,,,,,,,,,
390,,285277561.0562023,1.6124208540515472e+17,1.521454503245139e+17,1.5181226535877716e+16,,,,,,,,
399,,147531238.58509117,1.6124208540515472e+17,1.521454503245139e+17,1.5181226535877668e+16,,,,,,,,
400,,9784916.11398008,1.6124208540515472e+17,1.5214545032451386e+17,1.518122653587762e+16,,,,,,,,
401,,8423180.686766291,1.6124208540515472e+17,1.521454503245138e+17,1.5181226535877572e+16,,,,,,,,
410,,7061445.259552501,1.6124208540515472e+17,1.5214545032451373e+17,1.5181226535877292e+16,,,,,,,,
412,,5699709.832338713,1.6124208540515472e+17,1.521454503245136e+17,1.5181226535877018e+16,,,,,,,,
421,,4337974.405124925,1.6124208540515472e+17,1.5214545032451347e+17,1.5181226535876554e+16,,,,,,,,
432,,2976238.9779111375,1.6124208540515472e+17,1.5214545032451318e+17,1.518122653587609e+16,,,,,,,,
434,,1614503.5506973478,1.6124208540515472e+17,1.52145450324513e+17,1.5181226535875626e+16,,,,,,,,
440,,252768.12348355996,1.6124208540515472e+17,1.5214545032451283e+17,1.5181226535875428e+16,,,,,,,,
443,,236788.5616553003,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535875228e+16,,,,,,,,
445,,220808.99982704065,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
452,1.736790644905013e+17,,,,,,,,,,,,
480,,204829.43799878104,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
511,,203708.14277625232,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
520,,202586.84755372364,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
522,,201686.84533662169,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
533,,200786.84311951973,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587503e+16,,,,,,,,
560,,199886.84090241778,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535875028e+16,,,,,,,,
588,,196866.1436224671,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535875028e+16,,,,,,,,
600,,193845.4463425164,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535875002e+16,,,,,,,,
610,,193284.75884540842,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874976e+16,,,,,,,,
621,,192724.07134830047,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874768e+16,,,,,,,,
632,,192163.38385119248,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587456e+16,,,,,,,,
640,,191602.6963540845,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874416e+16,,,,,,,,
643,,191171.28442743927,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874276e+16,,,,,,,,
654,,190739.872500794,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587426e+16,,,,,,,,
665,,190308.46057414878,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874234e+16,,,,,,,,
680,,189877.04864750354,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874234e+16,,,,,,,,
720,,120071.55893397774,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535874234e+16,,,,,,,,
753,,119846.09712411187,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535872768e+16,,,,,,,,
760,,119620.63531424597,1.6124208540515472e+17,1.5214545032451264e+17,1.518122653587186e+16,119620.63531424597,,,,,,,
764,,119266.24190987216,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535870954e+16,95575.92339534067,,,,,,,
775,,118911.84850549835,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,71531.21147643538,,,,,,,
782,,118557.45510112455,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,47486.49955753007,,,,,,,
793,,118203.06169675074,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,47148.13370664258,,,,,,,
800,,117848.66829237694,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,46756.584613598956,,,,,,,
804,,102887.4389818505,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,46365.03552055532,,,,,,,
815,,87926.20967132408,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,45151.678396977746,,,,,,,
826,,72964.98036079765,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,44323.96703680874,,,,,,,
837,,58003.751050271225,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,43155.42965029073,,,,,,,
840,,43042.5217397448,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,41833.27473971613,,,,,,,
848,,41554.04070455083,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,40511.119829141535,,,,,,,
859,,40065.559669356866,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,38948.70986892444,,,,,,,
870,,38577.07863416291,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,35396.46363280131,,,,,,,
880,,37088.59759896893,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,34059.73720485853,,,,,,,
881,,36416.92717578432,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,32723.010776915755,,,,,,,
892,,35745.256752599715,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,31832.222309875164,,,,,,,
903,,35073.586329415106,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,30104.472147680488,,,,,,,
914,,34401.91590623049,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,28167.61120040737,,,,,,,
920,,33730.24548304588,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,27300.95619550919,,,,,,,
925,,33663.05870030607,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,26434.301190611015,,,,,,,
936,,33595.87191756627,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,24397.164241987433,,,,,,,
947,,33528.68513482646,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,23284.974471588946,,,,,,,
958,,33461.49835208665,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,23173.109319710155,,,,,,,
960,,33394.31156934685,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,23125.18132269565,,,,,,,
969,,32590.040493864093,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,23077.25332568115,,,,,,,
980,,31785.769418381347,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,23021.547372258057,,,,,,,
991,,30981.498342898594,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,22970.384002583654,,,,,,,
1000,,30177.227267415845,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,22416.031943774084,30177.227267415845,,,,,,
1002,,29414.776314446925,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,21861.67988496451,30177.227267415845,,,,,,
1013,,28652.325361478004,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,20973.49610003621,30177.227267415845,,,,,,
1022,,27889.87440850908,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,20468.093434710456,30177.227267415845,,,,,,
1024,,27127.42345554016,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19962.6907693847,30177.227267415845,,,,,,
1033,,26364.97250257124,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19962.378973848587,30177.227267415845,,,,,,
1040,,25602.521549602323,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19962.067178312467,30177.227267415845,,,,,,
1044,,25387.709514168986,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19961.755382776355,30177.227267415845,,,,,,
1046,,25172.897478735656,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19961.44358724024,30160.028073120116,,,,,,
1055,,24958.085443302327,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19961.131791704123,30142.828878824388,,,,,,
1057,,24743.273407868994,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19960.819996168007,29941.628269997465,,,,,,
1066,,24528.461372435664,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19958.340556800285,29740.42766117055,,,,,,
1068,,24313.64933700233,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19955.86111743256,29490.043317078886,,,,,,
1077,,24098.837301568998,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19953.386589449052,29239.65897298723,,,,,,
1080,,23884.025266135668,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19950.912061465548,29207.706574487685,,,,,,
1088,,23388.061091306256,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19948.437533482043,29175.754175988142,,,,,,
1090,,22892.096916476843,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19945.963005498535,29038.73786068535,,,,,,
1099,,22396.13274164743,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19599.901233075077,28901.721545382556,,,,,,
1101,,21900.168566818018,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,19253.839460651616,28227.665870934034,,,,,,
1110,,21404.204391988605,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,18903.51178083579,27553.61019648551,,,,,,
1120,,20908.24021715919,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,18553.18410101996,27372.788950143033,,,,,,
1121,,20726.974147936577,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,18202.856421204135,27191.967703800554,,,,,,
1132,,20545.708078713964,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,17852.528741388305,26191.789807156438,,,,,,
1134,,20364.44200949135,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,17502.20106157248,25383.51615276682,,,,,,
1143,,20183.17594026874,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,17164.176519776018,24575.242498377203,,,,,,
1145,,20001.909871046122,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,16826.151977979556,23264.538043545537,,,,,,
1154,,19820.64380182351,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,16084.518770877956,21953.833588713867,,,,,,
1156,,19639.377732600893,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,15342.885563776354,20703.567814406917,,,,,,
1160,,19458.11166337828,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,15030.02856606411,19453.30204009997,,,,,,
1165,,18865.64593672632,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,14717.171568351865,18203.03626579302,,,,,,
1167,,18273.18021007436,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,14404.31457063962,17825.899286097672,,,,,,
1176,,17680.714483422395,1.6124208540515472e+17,1.5214545032451264e+17,1.5181226535867974e+16,14326.66821512176,17448.762306402325,,,,,,
