num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
33,24873.39785273667,,,,,,,,,,,,
40,,35075.420501428576,35075.420501428576,,,,,,,,,,
44,17851.581489604214,,,,,,,,,,,,
55,10022.996272247077,,,,,,,,,,,,
66,6453.763894271837,,,,,,,,,,,,
73,,34041.542405903994,30995.11244168639,,,,,,,,,,
77,5696.090725916462,,,,,,,,,,,,
80,,33007.66431037942,26938.86076780986,33007.66431037942,,,,,,,,,
84,,32645.387409263076,22882.609093933326,31901.387194024188,,,,,,,,,
88,5436.883220490419,,,,,,,,,,,,
95,,32283.110508146732,15456.74084972368,30795.110077668953,,,,,,,,,
99,5337.860493644687,,,,,,,,,,,,
106,,31920.833607030385,12099.556883372585,29688.832961313718,,,,,,,,,
110,5309.098993072113,,,,,,,,,,,,
113,,31558.55670591404,11712.230739942908,28582.555844958486,,,,,,,,,
117,,31196.279804797698,11324.904596513232,26363.299491713162,,,,,,,,,
120,,30834.002903681347,11245.841618576134,24144.043138467834,,,,,,,,,
121,5292.258024145193,,,,,,,,,,,,
124,,30355.647376309404,11166.778640639035,21924.78678522251,,,,,,,,,
128,,29877.291848937464,11087.71566270194,18314.717152095673,,,,,,,,,
132,5280.748984882335,,,,,,,,,,,,
135,,29398.93632156552,11029.192483388362,14704.647518968835,,,,,,,,,
139,,28920.58079419358,10970.669304074785,13171.044208224534,,,,,,,,,
143,5277.739443097909,,,,,,,,,,,,
146,,28442.22526682163,10960.158603602447,11637.440897480232,,,,,,,,,
150,,27963.86973944969,10949.647903130108,11280.43554669967,,,,,,,,,
154,5275.076680971985,,,,,,,,,,,,
157,,27485.51421207774,10945.55629768589,10923.430195919109,,,,,,,,,
160,,27007.1586847058,10941.464692241669,10843.395399336612,,,,,,,,,
161,,26341.813792777626,10937.373086797448,10763.360602754117,,,,,,,,,
165,5272.787533432162,,,,,,,,,,,,
168,,25676.468900849457,10934.554740526977,10683.325806171622,,,,,,,,,
172,,25011.124008921288,10931.736394256503,10633.55694497477,,,,,,,,,
176,5271.657014237528,,,,,,,,,,,,
179,,24345.779116993115,10929.671428064325,10583.78808377792,,,,,,,,,
183,,23680.434225064942,10927.606461872147,10571.221611462175,,,,,,,,,
187,5271.1198442501745,,,,,,,,,,,,
190,,23015.089333136777,10925.338273104371,10558.65513914643,,,,,,,,,
194,,22349.744441208604,10923.070084336594,10553.992296362188,,,,,,,,,
198,5270.6221052288265,,,,,,,,,,,,
200,,21684.39954928043,10921.705775227798,10549.329453577944,,,,,,,,,
201,,20670.881859863952,10920.341466119002,10544.6666107937,,,,,,,,,
205,,19657.364170447465,10918.977157010206,10538.67903886198,,,,,,,,,
209,5270.313144275894,,,,,,,,,,,,
212,,18643.846481030985,10918.089692745572,10532.691466930257,,,,,,,,,
216,,17630.328791614502,10917.202228480939,10528.739198545392,,,,,,,,,
220,5269.858565604519,,,,,,,,,,,,
223,,16616.81110219802,10916.999812584974,10524.786930160528,,,,,,,,,
227,,15603.293412781535,10916.797396689008,10521.778078019674,,,,,,,,,
231,5269.373398271792,,,,,,,,,,,,
234,,14589.775723365052,10916.689609113108,10518.76922587882,,,,,,,,,
238,,13576.258033948568,10916.581821537207,10518.347420375736,,,,,,,,,
240,,12562.740344532085,10916.481007399603,10517.925614872653,,,,,,,,,
242,5269.234689531341,,,,,,,,,,,,
245,,11991.636189292958,10916.380193262,10517.503809369566,,,,,,,,,
249,,11420.532034053827,10916.279379124397,10516.505467991046,,,,,,,,,
253,5269.139984629377,,,,,,,,,,,,
256,,10849.4278788147,10916.192569227409,10515.507126612525,,,,,,,,,
260,,10278.32372357557,10916.105759330421,10515.505330480251,,,,,,,,,
264,5269.076870425543,,,,,,,,,,,,
267,,9707.219568336439,10916.050375956684,10515.503534347978,,,,,,,,,
271,,9136.115413097312,10915.994992582946,10515.501654695396,,,,,,,,,
275,5269.016515785182,,,,,,,,,,,,
278,,8565.011257858181,10915.934236094066,10515.499775042812,,,,,,,,,
280,,7993.907102619053,10915.873479605187,10515.498320503379,7993.907102619053,,,,,,,,
282,,7554.508967866025,10915.812723116307,10515.496865963945,7985.0194712712455,,,,,,,,
286,5268.909014292368,,,,,,,,,,,,
289,,7115.110833112997,10915.67636864907,10515.495411424516,7976.13183992344,,,,,,,,
293,,6675.712698359969,10915.540014181832,10515.493314628107,7967.244208575634,,,,,,,,
297,5268.8022404780095,,,,,,,,,,,,
300,,6236.314563606941,10915.475378652425,10515.4912178317,7958.356577227828,,,,,,,,
304,,5796.916428853913,10915.410743123019,10515.489516682479,7949.468945880023,,,,,,,,
308,5268.706685846691,,,,,,,,,,,,
311,,5357.518294100885,10915.38041452093,10515.487815533257,7940.581314532215,,,,,,,,
313,,4918.120159347857,10915.350085918839,10515.487051613298,7931.69368318441,,,,,,,,
315,,4478.72202459483,10915.31975731675,10515.486287693342,7569.186636082316,,,,,,,,
319,5268.604781339294,,,,,,,,,,,,
320,,4039.323889841802,10915.264849641897,10515.485523773385,7206.679588980221,,,,,,,,
322,,3875.8399450010174,10915.209941967043,10515.484759853427,6844.172541878125,,,,,,,,
324,,3712.356000160233,10915.155034292191,10515.483507840001,6481.665494776031,,,,,,,,
326,,3548.8720553194485,10915.100126617337,10515.482255826575,5514.599635931551,,,,,,,,
330,5268.507078398209,,,,,,,,,,,,
333,,3385.388110478664,10915.05086533835,10515.48100381315,4547.533777087072,,,,,,,,
335,,3221.9041656378795,10915.001604059365,10515.479047259247,3580.467918242591,,,,,,,,
337,,3058.4202207970948,10914.952342780378,10515.477090705343,2983.4760688145566,,,,,,,,
341,5268.4942225923905,,,,,,,,,,,,
344,,2894.9362759563105,10914.906487614298,10515.475134151438,2386.4842193865215,,,,,,,,
346,,2731.4523311155253,10914.860632448217,10515.471698993348,1789.4923699584865,,,,,,,,
348,,2567.968386274741,10914.814777282136,10515.468263835257,1751.0238174779947,,,,,,,,
352,5268.384992292041,,,,,,,,,,,,
355,,2404.4844414339564,10914.770478672974,10515.464828677166,1712.5552649975034,,,,,,,,
357,,2241.000496593172,10914.726180063815,10515.431201103878,1674.086712517012,,,,,,,,
359,,2077.516551752388,10914.681881454653,10515.397573530594,1658.558499863647,,,,,,,,
360,,1914.032606911603,10914.673072413805,10515.363945957308,1643.030287210282,,,,,,,,
363,5268.200635231156,,,,,,,,,,,,
368,,1816.8310548171935,10914.664263372955,10515.330318384022,1627.502074556917,,,,,,,,
370,,1719.6295027227839,10914.655454332107,10515.296690810737,1621.6837975642732,,,,,,,,
374,5268.016057506806,,,,,,,,,,,,
377,,1622.4279506283744,10914.646154912034,10515.263063237451,1615.865520571629,,,,,,,,
379,,1525.2263985339653,10914.63685549196,10515.252550375402,1610.047243578985,,,,,,,,
381,,1428.0248464395559,10914.627556071888,10515.24203751335,1607.3707662407637,,,,,,,,
385,5267.831101845428,,,,,,,,,,,,
388,,1330.8232943451462,10914.62142261214,10515.231524651299,1604.6942889025422,,,,,,,,
390,,1233.6217422507368,10914.615289152389,10515.213926870492,1602.0178115643207,,,,,,,,
392,,1136.4201901563274,10914.60915569264,10515.196329089684,1601.2494243949438,,,,,,,,
396,5267.376299189196,,,,,,,,,,,,
399,,1039.218638061918,10914.60362821487,10515.178731308875,1600.481037225567,,,,,,,,
400,,942.0170859675084,10914.598100737103,10515.157234927927,1599.7126500561901,,,,,,,,
401,,935.4020345550756,10914.592573259333,10515.135738546975,1598.9442628868132,,,,,,,,
403,,928.7869831426427,10914.587045781565,10515.114242166022,1598.5744765441577,,,,,,,,
407,5267.371585866995,,,,,,,,,,,,
410,,922.1719317302098,10914.567046157656,10515.092745785074,1598.2046902015022,,,,,,,,
412,,915.556880317777,10914.547046533748,10515.092745785074,1597.8349038588467,,,,,,,,
414,,908.9418289053441,10914.527046909841,10515.092745785074,1597.5035147043152,,,,,,,,
418,5267.365704020831,,,,,,,,,,,,
423,,902.3267774929112,10914.472796500208,10515.092745785074,1597.172125549784,,,,,,,,
425,,895.7117260804783,10914.418546090576,10515.092745785074,1596.7276121930313,,,,,,,,
429,5267.357772468701,,,,,,,,,,,,
434,,889.0966746680457,10914.40774402137,10515.092745785074,1596.2830988362782,,,,,,,,
436,,882.4816232556128,10914.39694195216,10515.092745785074,1596.1638344441922,,,,,,,,
440,5267.3186147837505,875.8665718431799,10914.387003685744,10515.092745785074,1596.0445700521063,,,,,,,,
445,,865.9960132273069,10914.377065419327,10515.092745785074,1595.9253056600205,,,,,,,,
447,,856.125454611434,10914.367127152911,10515.092745785074,1595.7741223862668,,,,,,,,
451,5267.274287893122,,,,,,,,,,,,
456,,846.2548959955609,10914.35011148889,10515.092745785074,1595.622939112513,,,,,,,,
458,,836.3843373796881,10914.333095824868,10515.092745785074,1595.3704206685625,,,,,,,,
462,5267.137896459885,,,,,,,,,,,,
467,,826.513778763815,10914.32504106479,10515.092745785074,1595.117902224612,,,,,,,,
469,,816.6432201479422,10914.316986304711,10515.092745785074,1594.869888210541,,,,,,,,
473,5266.668540597027,,,,,,,,,,,,
478,,806.7726615320692,10914.307860183693,10515.092745785074,1594.6218741964701,,,,,,,,
480,,796.9021029161962,10914.298734062675,10515.092745785074,1594.4179242229147,,,,,,,,
484,5266.2051056262835,,,,,,,,,,,,
489,,783.5538250502389,10914.278268349099,10515.092745785074,1594.2139742493596,,,,,,,,
491,,770.2055471842813,10914.257802635522,10515.092745785074,1593.975983163377,,,,,,,,
495,5264.982261642873,,,,,,,,,,,,
500,,756.8572693183238,10914.242758893732,10515.092745785074,1593.737992077394,,,,,,,,
502,,743.5089914523663,10914.22771515194,10515.092745785074,1593.6502588005524,,,,,,,,
506,5264.144382610003,,,,,,,,,,,,
511,,730.1607135864089,10914.218017479963,10515.092745785074,1593.5625255237105,,,,,,,,
513,,716.8124357204513,10914.208319807989,10515.092745785074,1593.479841447123,,,,,,,,
517,5262.666007536681,,,,,,,,,,,,
520,,703.4641578544939,10914.198488211738,10515.092745785074,1593.3971573705353,,,,,,,,
522,,696.5240125363829,10914.18865661549,10515.092745785074,1593.3144732939475,,,,,,,,
