num_evaluations,bfgs_best,best_vanilla_cmaes,best_1,best_2,best_7,best_19,best_25,best_50,best_100,best_187,best_250,best_500,best_750
22,784637.4436900546,,,,,,,,,,,,
33,329031357.7778754,,,,,,,,,,,,
40,,379354246.77426904,379354246.77426904,,,,,,,,,,
44,329027170.51140326,,,,,,,,,,,,
62,,369319246.20614755,344394579.585793,,,,,,,,,,
66,329025199.9618583,,,,,,,,,,,,
73,,359284245.63802594,309389936.00540835,,,,,,,,,,
77,329025009.9376786,,,,,,,,,,,,
80,,349249245.06990445,309388221.34562314,349249245.06990445,,,,,,,,,
84,,342352289.75750643,309386506.68583786,336825394.8528601,,,,,,,,,
88,329024728.8444169,,,,,,,,,,,,
95,,335455334.4451084,309384281.9507872,324401544.6358158,,,,,,,,,
99,329024590.7884299,,,,,,,,,,,,
102,,328558379.1327104,309383964.481467,311977694.41877145,,,,,,,,,
106,,321661423.82031244,309383647.01214683,299548460.9872379,,,,,,,,,
110,329024556.2580674,,,,,,,,,,,,
113,,314764468.5079144,309383567.06396973,287119227.55570424,,,,,,,,,
117,,307867513.19551647,309383487.11579263,287118422.73757887,,,,,,,,,
120,,300970557.88311845,309383445.7629264,287117617.9194535,,,,,,,,,
121,329024537.2015405,,,,,,,,,,,,
124,,290237963.37687236,309383404.4100601,287116813.1013281,,,,,,,,,
128,,279505368.87062633,309383363.0571939,287116108.2680381,,,,,,,,,
132,329024532.0768107,,,,,,,,,,,,
139,,268772774.36438024,309383333.9593778,287115403.43474805,,,,,,,,,
143,329024530.291565,,,,,,,,,,,,
146,,258040179.8581342,309383318.4939264,287114698.6014581,,,,,,,,,
150,,247307585.35188812,309383303.028475,287114698.6014581,,,,,,,,,
154,329024529.6719704,,,,,,,,,,,,
160,,236574990.8456421,309383293.9554544,287114698.6014581,,,,,,,,,
161,,216991369.585003,309383284.8824338,287114698.6014581,,,,,,,,,
165,329024529.3997325,,,,,,,,,,,,
172,,197407748.32436398,309383279.2127689,287114698.6014581,,,,,,,,,
176,329024529.3416976,,,,,,,,,,,,
183,,177824127.06372494,309383277.6285613,287114698.6014581,,,,,,,,,
187,329024529.30944383,,,,,,,,,,,,
194,,158240505.80308586,309383276.9548768,287114698.6014581,,,,,,,,,
198,329024529.30247396,,,,,,,,,,,,
200,,138656884.5424468,309383276.8154336,287114698.6014581,,,,,,,,,
205,,126171127.43444142,309383276.67599046,287114698.6014581,,,,,,,,,
209,329024529.3016983,,,,,,,,,,,,
216,,113685370.32643604,309383276.5700809,287114698.6014581,,,,,,,,,
220,329024529.30169094,,,,,,,,,,,,
227,,101199613.21843065,309383276.5305141,287114698.6014581,,,,,,,,,
231,329024529.30169094,,,,,,,,,,,,
238,,88713856.11042528,309383276.5168879,287114698.6014581,,,,,,,,,
240,,76228099.00241989,309383276.51554906,287114698.6014581,,,,,,,,,
242,329024529.30169094,,,,,,,,,,,,
249,,63837845.3925498,309383276.5142101,287114698.6014581,,,,,,,,,
253,329024529.30169094,,,,,,,,,,,,
260,,51447591.78267969,309383276.51404476,287114698.6014581,,,,,,,,,
264,329024529.30169094,,,,,,,,,,,,
271,,39057338.1728096,309383276.5139897,287114698.6014581,,,,,,,,,
280,,26667084.5629395,309383276.5139897,287114698.6014581,26667084.5629395,,,,,,,,
282,,23345088.647027127,309383276.5139896,287114698.6014581,26509001.59790795,,,,,,,,
286,329024529.30169094,,,,,,,,,,,,
293,,20023092.731114756,309383276.5139896,287114698.6014581,26350918.632876404,,,,,,,,
297,329024529.30169094,,,,,,,,,,,,
302,,16701096.815202389,309383276.5139896,287114698.6014581,26192835.667844854,,,,,,,,
304,,13379100.89929002,309383276.5139896,287114698.6014581,26034116.73457997,,,,,,,,
308,329024529.30169094,,,,,,,,,,,,
313,,10057104.98337765,309383276.5139896,287114698.6014581,25875397.801315084,,,,,,,,
315,,6735109.06746528,309383276.5139896,287114698.6014581,25874242.88054088,,,,,,,,
320,,3413113.151552911,309383276.5139896,287114698.6014581,25873087.959766675,,,,,,,,
324,,2934199.355751081,309383276.5139896,287114698.6014581,25871933.038992472,,,,,,,,
326,,2455285.55994925,309383276.5139896,287114698.6014581,25866067.616224363,,,,,,,,
335,,1976371.7641474195,309383276.5139896,287114698.6014581,25860202.193456255,,,,,,,,
346,,1497457.968345589,309383276.5139896,287114698.6014581,25847625.1581956,,,,,,,,
348,,1018544.1725437583,309383276.5139896,287114698.6014581,25843993.753860436,,,,,,,,
357,,539630.3767419279,309383276.5139896,287114698.6014581,25840362.34952527,,,,,,,,
360,,60716.58094009741,309383276.5139896,287114698.6014581,25839215.89252203,,,,,,,,
368,,57699.29037848008,309383276.5139896,287114698.6014581,25838069.43551879,,,,,,,,
379,,54681.999816862764,309383276.5139896,287114698.6014581,25837075.613495406,,,,,,,,
390,,51664.70925524544,309383276.5139896,287114698.6014581,25836935.306226715,,,,,,,,
400,,48647.41869362812,309383276.5139896,287114698.6014581,25836843.17431154,,,,,,,,
401,,48011.046691517375,309383276.5139896,287114698.6014581,25836751.042396363,,,,,,,,
412,,47374.67468940663,309383276.5139896,287114698.6014581,25836720.264327593,,,,,,,,
423,,46738.3026872959,309383276.5139896,287114698.6014581,25836712.838819038,,,,,,,,
434,,46101.93068518516,309383276.5139896,287114698.6014581,25836706.310129486,,,,,,,,
440,,45465.55868307442,309383276.5139896,287114698.6014581,25836704.70424409,,,,,,,,
445,,43914.87427103355,309383276.5139896,287114698.6014581,25836703.098358694,,,,,,,,
456,,42364.189858992686,309383276.5139896,287114698.6014581,25836702.343047507,,,,,,,,
467,,40813.50544695182,309383276.5139896,287114698.6014581,25836702.01918421,,,,,,,,
478,,39262.82103491095,309383276.5139896,287114698.6014581,25836701.795786895,,,,,,,,
480,,37712.136622870086,309383276.5139896,287114698.6014581,25836701.67990492,,,,,,,,
489,,37489.12084351348,309383276.5139896,287114698.6014581,25836701.56402294,,,,,,,,
500,,37266.10506415689,309383276.5139896,287114698.6014581,25836701.459115222,,,,,,,,
511,,37043.0892848003,309383276.5139896,287114698.6014581,25836701.413665526,,,,,,,,
520,,36820.0735054437,309383276.5139896,287114698.6014581,25836701.395247728,,,,,,,,
522,,35336.01153365434,309383276.5139896,287114698.6014581,25836701.376829926,,,,,,,,
533,,33851.94956186497,309383276.5139896,287114698.6014581,25836701.35706348,,,,,,,,
544,,32367.8875900756,309383276.5139896,287114698.6014581,25836701.35575533,,,,,,,,
