evaluations,best
0,5458452829.692992
1,4880168076.95924
2,4696721966.308996
3,4634290815.431988
4,4601391260.419098
5,4555594882.832818
6,4545890039.463787
7,4542118039.881443
8,4540346334.555625
9,4537445595.780818
10,4512552290.812997
11,4283119476.382553
12,3842895353.094958
13,3124899119.90863
14,2782493726.919226
15,2653270835.4198036
16,2410310496.8813505
17,1954333601.5967174
18,1536838152.4568186
19,820908533.0297817
20,477885869.5425557
21,41506623.857184246
22,14895040.732853826
23,3752397.6547376188
24,20951.320135024205
25,111.82835164519801
26,0.0034468353285924767
27,1.0730938119024832e-10
28,1.0730938119024832e-10
