evaluations,best
0,8266247764.326933
1,969555787.0276419
2,667757752.5980366
3,135770609.01871806
4,80219586.22337331
5,6159192.321318742
6,5456724.961039015
7,4797512.107824919
8,4253521.340611346
9,3589596.2265189905
10,3229325.1896711765
11,3007029.3002401288
12,2447521.369960466
13,2262141.140672384
14,1839212.368606149
15,1658731.5784910244
16,1636457.3976368865
17,1623522.7726539373
18,1558853.6591645125
19,1409012.2042689682
20,1083007.2823146188
21,594681.1610241983
22,421729.0267596501
23,173100.71190156107
24,122475.69878225225
25,119533.97482691793
26,116913.31741913225
27,116351.5487228988
28,116274.47186358759
29,115320.34059045921
30,114013.03836977703
31,111597.73949428521
32,105491.00844809522
33,82350.68828612265
34,57558.391375011066
35,45985.04368239717
36,33254.221329568696
37,25665.748845488186
38,22302.82309143562
39,21439.044776542345
40,19720.619378197465
41,19348.35101404853
42,19277.961168305774
43,19267.330753703864
44,19259.412662682495
45,19250.949279245186
46,19192.71967713654
47,19133.412934471402
48,18982.658001019638
49,18296.59708244375
50,16963.999652918177
51,14623.119604081632
52,11765.312892037968
53,11185.551408358382
54,9073.306257184735
55,8157.612076492456
56,7815.5544212042605
57,7513.476138899594
58,7239.515430691659
59,7098.741061734914
60,7022.846623498905
61,6902.954496002367
62,6721.2719337307435
63,6345.6292572893335
64,5808.410028157794
65,5672.026268621034
66,5098.806728863769
67,4870.94043281158
68,4781.567366736577
69,4643.550869370425
70,4273.021816264002
71,3821.0931522495666
72,3659.1718846025865
73,3558.39666842592
74,3525.7435282944816
75,3516.037559893073
76,3501.085690874924
77,3499.073666334844
78,3496.528173363845
79,3495.602961722715
80,3493.9972174845766
81,3490.0573845851627
82,3481.0270906985343
83,3459.668307973757
84,3424.5785417622733
85,3375.7577590077562
86,3324.6479686224425
87,3300.318993512624
88,3294.7902240531694
89,3288.651843238552
90,3278.69664401216
91,3268.8878181328396
92,3261.1002232925407
93,3242.662999136269
94,3198.9252028111246
95,3168.0697006244113
96,3072.4758350131247
97,2464.213137976997
98,2271.58828228672
99,2073.522034442542
100,1980.6077636336092
101,1973.955486235867
102,1972.554081103209
103,1972.1089825128831
104,1971.8369551644957
105,1971.7518242942037
106,1971.6372437489458
107,1970.9437500129256
108,1969.102801257388
109,1965.5829478083708
110,1960.0227338706782
111,1959.1888726993654
112,1953.816163075098
113,1951.5028944197365
114,1947.3452223235593
115,1941.959449174606
116,1934.7648429324734
117,1919.4033123529875
118,1894.2537240261265
119,1853.7004783315588
120,1839.7747264869524
121,1803.8837213658444
122,1781.3607547212625
123,1772.6779483445528
124,1756.6845470823876
125,1656.2926311718904
126,1532.2987998515932
127,1307.4828965514155
128,710.0337818004398
129,236.0458782835354
130,113.17772297013195
131,109.34343639202673
132,108.7382452222528
133,108.30826821955908
134,108.17569889394127
135,108.02635593470004
136,107.99167777001067
137,107.96471037204948
138,107.70444121983724
139,107.29954165144713
140,104.66085048871689
141,101.45632820102857
142,97.65958228419338
143,91.22944633738368
144,85.1020448376563
145,83.73205129040926
146,83.34190157943526
147,82.66076913032762
148,82.48398007118941
149,82.25860654284999
150,81.8035767724649
151,81.1644979567327
152,78.8975550621223
153,72.35095572865566
154,62.773770204112964
155,57.23392693882988
156,51.3076029329293
157,47.5697530014759
158,45.32386029935784
159,43.1259228882889
160,40.264346804644184
161,37.66008243420061
162,35.973724995283035
163,33.42447901374172
164,31.716524011056176
165,30.31787016804706
166,29.29674558317955
167,28.77034259731098
168,27.720741076138516
