% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.664303691e+03 +1.202213691e+03 +1.202213691e+03
2 0 +1.441797794e+03 +9.797077944e+02 +9.797077944e+02
16 0 +1.365477365e+03 +9.033873651e+02 +9.033873651e+02
25 0 +1.208323353e+03 +7.462333533e+02 +7.462333533e+02
37 0 +1.107915838e+03 +6.458258378e+02 +6.458258378e+02
46 0 +9.848599029e+02 +5.227699029e+02 +5.227699029e+02
70 0 +7.797979402e+02 +3.177079402e+02 +3.177079402e+02
170 0 +6.907831028e+02 +2.286931028e+02 +2.286931028e+02
207 0 +6.236655508e+02 +1.615755508e+02 +1.615755508e+02
270 0 +5.539278467e+02 +9.183784672e+01 +9.183784672e+01
296 0 +4.770785446e+02 +1.498854456e+01 +1.498854456e+01
451 0 +4.196950648e+02 -4.239493523e+01 -4.239493523e+01
823 0 +3.900873847e+02 -7.200261526e+01 -7.200261526e+01
1754 0 +3.482180548e+02 -1.138719452e+02 -1.138719452e+02
2242 0 +2.956054000e+02 -1.664846000e+02 -1.664846000e+02
2561 0 +2.758538999e+02 -1.862361001e+02 -1.862361001e+02
2593 0 +2.472546844e+02 -2.148353156e+02 -2.148353156e+02
2713 0 +2.052983802e+02 -2.567916198e+02 -2.567916198e+02
2748 0 +1.896286137e+02 -2.724613863e+02 -2.724613863e+02
2866 0 +1.776996795e+02 -2.843903205e+02 -2.843903205e+02
2958 0 +1.558048514e+02 -3.062851486e+02 -3.062851486e+02
3162 0 +1.356638978e+02 -3.264261022e+02 -3.264261022e+02
3279 0 +1.203670018e+02 -3.417229982e+02 -3.417229982e+02
3491 0 +1.117883376e+02 -3.503016624e+02 -3.503016624e+02
4012 0 +9.999068202e+01 -3.620993180e+02 -3.620993180e+02
400005 0 +9.750581109e+01 -3.645841889e+02 -3.645841889e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.211290588e+03 +2.288950588e+03 +2.288950588e+03
4 0 +2.191151183e+03 +2.268811183e+03 +2.268811183e+03
7 0 +1.690237013e+03 +1.767897013e+03 +1.767897013e+03
14 0 +1.484684207e+03 +1.562344207e+03 +1.562344207e+03
22 0 +1.282454585e+03 +1.360114585e+03 +1.360114585e+03
36 0 +1.149767708e+03 +1.227427708e+03 +1.227427708e+03
69 0 +9.504587754e+02 +1.028118775e+03 +1.028118775e+03
78 0 +8.215065552e+02 +8.991665552e+02 +8.991665552e+02
187 0 +7.857143700e+02 +8.633743700e+02 +8.633743700e+02
250 0 +6.647716334e+02 +7.424316334e+02 +7.424316334e+02
318 0 +5.894933555e+02 +6.671533555e+02 +6.671533555e+02
407 0 +5.301880888e+02 +6.078480888e+02 +6.078480888e+02
491 0 +4.910533589e+02 +5.687133589e+02 +5.687133589e+02
705 0 +4.189199225e+02 +4.965799225e+02 +4.965799225e+02
777 0 +3.761479440e+02 +4.538079440e+02 +4.538079440e+02
1333 0 +3.537326074e+02 +4.313926074e+02 +4.313926074e+02
2358 0 +2.853606671e+02 +3.630206671e+02 +3.630206671e+02
2686 0 +2.538112108e+02 +3.314712108e+02 +3.314712108e+02
3045 0 +2.442493647e+02 +3.219093647e+02 +3.219093647e+02
3160 0 +1.985519390e+02 +2.762119390e+02 +2.762119390e+02
3269 0 +1.767759487e+02 +2.544359487e+02 +2.544359487e+02
3359 0 +1.575562634e+02 +2.352162634e+02 +2.352162634e+02
3451 0 +1.408436161e+02 +2.185036161e+02 +2.185036161e+02
3579 0 +1.231856955e+02 +2.008456955e+02 +2.008456955e+02
3702 0 +1.118847720e+02 +1.895447720e+02 +1.895447720e+02
3920 0 +9.987269202e+01 +1.775326920e+02 +1.775326920e+02
4490 0 +8.894118539e+01 +1.666011854e+02 +1.666011854e+02
400005 0 +8.556634784e+01 +1.632263478e+02 +1.632263478e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.156800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.762284770e+03 +1.877964770e+03 +1.877964770e+03
24 0 +1.717411878e+03 +1.833091878e+03 +1.833091878e+03
25 0 +1.496099347e+03 +1.611779347e+03 +1.611779347e+03
34 0 +1.315102952e+03 +1.430782952e+03 +1.430782952e+03
78 0 +1.226748422e+03 +1.342428422e+03 +1.342428422e+03
95 0 +9.887077737e+02 +1.104387774e+03 +1.104387774e+03
