num_evaluations,best
404,20038563380.11492
505,3846844468.001465
606,2631460938.0769777
707,1318771834.3734043
909,971756410.8237185
1010,834627368.2762793
1111,533139976.0917986
1212,466897318.7631212
1313,368623204.53121746
1414,303860696.3448411
1515,247539435.83528054
1616,177170970.59532568
1818,157601476.0067069
1919,135623028.78419182
2020,119771390.88298164
2121,103200795.91565011
2323,94895790.99967833
2424,84945804.89036554
2525,77409984.48741364
2626,70734388.48670034
2727,63402827.18887765
2828,57589265.85250266
2929,53258382.35682371
3030,49916044.49448491
3131,44857406.31469217
3232,44109924.05658276
3333,37032545.856433876
3434,35034163.15273193
3535,32464599.48799862
3636,30142841.20461617
3737,28197337.914407
3838,27125674.93908904
3939,25989499.37849478
4040,24308467.087781973
4141,22077134.862221893
4242,20843376.287927825
4343,20005878.627744682
4444,18694050.655501228
4545,17667360.88867046
4646,16457747.43523396
4747,15835463.560861897
4848,15094408.617012978
4949,13935471.629033258
5151,13217729.35853703
5252,12474667.667521989
5353,11924865.78538455
5454,11269660.122466534
5555,11130683.691201758
5656,10195054.657511951
5757,9921398.12412451
5858,9524041.499706905
5959,8939200.364724293
6060,8678538.138775289
6161,8052715.020074444
6262,7886130.992067022
6363,7642711.987860691
6464,7351173.853134416
6565,7116071.842907994
6666,6844971.659915044
6767,6728911.4409680795
6868,6528226.43098174
6969,6332837.262477087
7070,6108809.305101018
7171,5891806.2963214945
7272,5701901.821181773
7373,5502992.901349847
7474,5366469.598848842
7575,5200811.522111007
7676,5062199.364604917
7777,4907782.363210048
7878,4696217.943060651
7979,4569488.202444465
8080,4507608.291415808
8181,4241245.350559533
8282,4185138.3093905165
8383,4052084.7906082976
8484,3929479.0998811545
8585,3786284.6189759723
8686,3697033.3277488253
8787,3562996.255971505
8888,3509074.880092087
8989,3419204.8819448752
9090,3365290.943516368
9191,3328086.8697092063
9292,3238671.813069532
9494,3176958.7499817456
9595,3084602.2289330317
9696,3019720.8655657275
9797,2956517.851263171
9898,2907189.240773948
9999,2846194.97181324
10100,2798337.739106192
10201,2708651.7906445162
10403,2648523.077233367
10504,2542250.6186262243
10605,2494057.8460237584
10706,2453211.824676094
10807,2395874.122864116
10908,2355181.2705705394
11009,2283633.6991051035
11110,2245213.8664478515
11211,2204304.9392832755
11312,2174788.7234400283
11413,2104840.274891985
11514,2066569.696503194
11615,2031814.5790950027
11716,1972415.1185357508
11817,1921268.714668697
11918,1794969.191498336
12019,1757914.2679763082
12120,1716265.3329294713
12221,1674538.822478673
12322,1616982.1694860514
12423,1573926.1451639077
12524,1547913.7821318356
12625,1532124.4692402387
12726,1497252.454207586
12928,1474337.9446326175
13029,1443039.99708003
13130,1417012.5245898254
13231,1391239.567431161
13332,1364339.1303468503
13433,1336549.530037313
13534,1319849.206120152
13635,1305194.8983593567
13736,1286205.6286974358
13837,1268237.0732525063
13938,1256117.007703529
14039,1236460.9556272235
14140,1225371.1753244053
14241,1201943.7432308255
14342,1184883.0831245563
14443,1163588.64290227
14544,1144381.1631716317
14645,1122570.5493394765
14746,1101903.4820722523
14847,1085210.1130623296
14948,1067377.2527151508
15049,1049854.000946914
