num_evaluations,best
40,117071788103.00967
84,93495304292.06874
106,81791636196.59294
128,79897602157.06139
150,79877648801.34537
172,79877393552.70078
194,79875455264.66711
238,79561279946.0036
282,35106995361.00289
304,33447391476.404465
326,33446681859.171688
403,26131295060.357872
414,16805316561.470554
425,3276260568.6996355
436,106725.9098169555
447,64800.181134990766
458,9569.314594351872
469,422.19773534352333
480,111.2548776369005
491,100.02506031915425
502,100.00008489207534
513,100.00000843621225
524,100.00000840992168
