evaluations,best
0,4953379161.816852
1,3805443399.491129
2,3474975703.421603
3,3392733054.470529
4,3371662320.052803
5,3362613782.364154
6,3352698920.433639
7,3348795532.1543827
8,3344475262.1113605
9,3340243980.09387
10,3332291710.9932528
11,3015906212.166106
12,2434967315.998002
13,2325211882.277286
14,2170587530.363445
15,2053664954.4511662
16,1851921289.2884932
17,1476742384.5094314
18,980273612.7899752
19,241259962.90366176
20,148171887.10094637
21,20690546.253935564
22,6958995.066539731
23,3808.4590792208246
24,0.0031864364165397332
25,2.4692325331688426e-09
26,1.0754101218980618e-10
